"CODUSU";"ANO4";"TRIMESTRE";"NRO_HOGAR";"REALIZADA";"REGION";"MAS_500";"AGLOMERADO";"PONDERA";"IV1";"IV1_ESP";"IV2";"IV3";"IV3_ESP";"IV4";"IV5";"IV6";"IV7";"IV7_ESP";"IV8";"IV9";"IV10";"IV11";"IV12_1";"IV12_2";"IV12_3";"II1";"II2";"II3";"II3_1";"II4_1";"II4_2";"II4_3";"II5";"II5_1";"II6";"II6_1";"II7";"II7_ESP";"II8";"II8_ESP";"II9";"V1";"V2";"V21";"V22";"V3";"V4";"V5";"V6";"V7";"V8";"V9";"V10";"V11";"V12";"V13";"V14";"V15";"V16";"V17";"V18";"V19_A";"V19_B";"IX_TOT";"IX_MEN10";"IX_MAYEQ10";"ITF";"DECIFR";"IDECIFR";"RDECIFR";"GDECIFR";"PDECIFR";"ADECIFR";"IPCF";"DECCFR";"IDECCFR";"RDECCFR";"GDECCFR";"PDECCFR";"ADECCFR";"PONDIH";"VII1_1";"VII1_2";"VII2_1";"VII2_2";"VII2_3";"VII2_4"
"TQRMNOPSRHJMKNCDEHLEH00797939";2023;1;1;1;40;"N";25;111;2;"";2;1;"";2;1;1;1;"";1;1;1;1;2;2;2;2;1;2;0;1;2;1;2;0;2;0;3;"";2;"";1;2;2;2;2;2;2;2;2;1;2;2;2;2;1;2;2;2;1;2;2;2;2;2;0;2;75000;"2";"2";"2";"";"2";"2";37500;"3";"3";"4";"";"3";"3";124;1;2;98;0;0;0
"TQRMNORQYHLMKPCDEHLEH00717341";2023;1;1;1;40;"N";25;150;1;"";4;1;"";1;1;1;1;"";1;1;1;1;2;2;2;4;3;2;0;1;1;1;2;0;2;0;1;"";1;"";1;2;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;2;0;2;130000;"4";"4";"4";"";"4";"4";65000;"5";"5";"7";"";"5";"7";193;2;0;98;0;0;0
"TQRMNOPUWHLLKSCDEHLEH00798181";2023;1;1;1;40;"N";25;156;2;"";2;1;"";1;1;1;1;"";1;1;1;1;2;2;2;2;1;2;0;1;1;2;2;0;2;0;3;"";1;"";1;2;2;2;2;2;2;2;2;1;2;2;2;2;1;2;2;2;1;2;2;2;2;1;0;1;60000;"1";"1";"1";"";"1";"1";60000;"5";"5";"6";"";"5";"6";185;1;0;98;0;0;0
"TQRMNOSSWHKOKRCDEGOIH00778157";2023;1;1;1;40;"N";18;229;1;"";3;1;"";1;1;1;1;"";1;1;1;1;2;2;2;3;3;2;0;1;1;2;2;0;2;0;1;"";2;"";1;1;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;1;2;2;2;2;4;0;4;104000;"3";"3";"3";"";"3";"3";26000;"2";"2";"2";"";"2";"2";228;2;0;1;0;0;0
"TQRMNORPUHJMKSCDEGOIH00794685";2023;1;1;1;40;"N";18;182;1;"";2;1;"";2;1;1;1;"";1;1;1;1;2;2;2;2;1;2;0;1;2;1;2;0;2;0;3;"";2;"";1;2;1;2;2;2;2;2;2;1;2;2;2;2;2;2;2;2;2;2;2;2;2;1;0;1;60000;"1";"1";"1";"";"1";"1";60000;"5";"5";"6";"";"5";"6";194;1;0;97;0;0;0
"TQRMNORTSHLMLLCDEGOIH00716759";2023;1;1;1;40;"N";18;334;1;"";5;1;"";1;1;1;1;"";1;1;1;2;2;2;2;5;3;1;1;1;1;2;2;0;2;0;1;"";2;"";1;1;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;1;1;2;2;2;2;4;0;4;407500;"9";"10";"10";"";"10";"10";101875;"7";"8";"9";"";"8";"9";341;1;0;4;0;0;0
"TQRMNOQWQHKMLOCDEGOIH00778109";2023;1;1;1;40;"N";18;153;2;"";3;1;"";9;1;1;1;"";1;1;1;1;2;2;2;3;1;2;0;1;1;2;2;0;2;0;1;"";1;"";1;2;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;0;1;100000;"3";"3";"3";"";"3";"3";100000;"7";"7";"9";"";"8";"9";157;97;0;98;0;0;0
"TQRMNOPXQHLMLMCDEGOIH00716674";2023;1;1;1;40;"N";18;386;1;"";2;1;"";1;1;1;1;"";1;1;1;2;2;2;2;2;2;2;0;1;1;1;2;0;2;0;1;"";1;"";1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;1;2;2;2;2;2;0;2;0;"12";"12";"12";"";"12";"12";0;"12";"12";"12";"";"12";"12";0;2;0;98;0;0;0
"TQRMNOQTWHKMKNCDEFIAH00775669";2023;1;1;1;43;"S";2;563;1;"";3;1;"";4;1;1;1;"";1;1;1;2;2;2;2;3;2;2;0;1;1;1;2;0;2;0;1;"";1;"";1;1;2;2;2;2;2;2;1;2;2;2;2;2;2;1;1;2;1;1;2;2;2;3;0;3;132000;"4";"4";"4";"4";"";"4";44000;"3";"3";"3";"3";"";"2";1560;1;2;3;0;0;0
"TQRMNORVYHMOTSCDEIJAH00802517";2023;1;1;1;1;"S";33;1066;1;"";4;1;"";4;1;1;1;"";1;1;1;1;2;2;2;4;2;2;0;1;1;1;2;0;2;0;1;"";2;"";1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;0;2;0;"12";"";"12";"12";"";"12";0;"12";"";"12";"12";"";"12";0;1;0;98;0;0;0
"TQRMNOSQRHLLTTCDEIJAH00719390";2023;1;1;1;1;"S";33;2270;2;"";4;1;"";3;1;1;1;"";1;1;1;1;2;2;2;4;1;2;0;1;1;1;2;0;2;0;1;"";1;"";1;1;2;2;2;2;2;2;2;2;1;2;2;2;2;1;2;2;1;1;2;2;2;2;0;2;158000;"5";"";"5";"5";"";"5";79000;"6";"";"6";"6";"";"7";4733;1;0;2;0;0;0
"TQSMNOSQRHLLTTCDEIJAH00719389";2023;1;1;1;1;"S";33;2161;1;"";3;1;"";2;1;1;1;"";1;1;1;1;2;2;2;3;1;2;0;1;1;1;2;0;2;0;1;"";1;"";1;2;1;2;1;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;1;0;1;96000;"3";"";"2";"2";"";"3";96000;"7";"";"7";"7";"";"8";2672;1;0;98;0;0;0
"TQRMNORPWHLLKSCDEHLEH00794944";2023;1;1;1;40;"N";25;167;2;"";2;1;"";1;1;1;1;"";1;1;1;1;2;2;2;2;1;2;0;1;2;2;2;0;2;0;3;"";2;"";1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;2;0;2;160000;"5";"5";"6";"";"5";"6";80000;"6";"6";"8";"";"7";"8";209;1;2;98;0;0;0
"TQRMNORTUHKMKTCDEHLEH00778896";2023;1;1;1;40;"N";25;200;1;"";4;1;"";2;1;1;1;"";1;1;1;1;2;2;2;4;2;2;0;1;1;1;2;0;2;0;3;"";1;"";1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;4;2;2;260000;"8";"8";"8";"";"8";"9";65000;"5";"5";"7";"";"6";"7";208;1;0;98;0;0;0
"TQRMNOTPSHKOKSCDEHLEH00778850";2023;1;1;1;40;"N";25;143;1;"";3;1;"";1;1;1;1;"";1;1;1;1;2;2;2;3;2;2;0;1;2;1;2;0;2;0;8;"";2;"";1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;1;0;1;70000;"2";"2";"2";"";"2";"2";70000;"6";"6";"7";"";"6";"7";147;1;0;98;0;0;0
"TQRMNOTRTHJMKRCDEHLEH00795454";2023;1;1;1;40;"N";25;119;1;"";3;1;"";1;1;1;1;"";1;1;1;1;2;2;2;3;2;2;0;1;1;1;2;0;2;0;1;"";2;"";1;1;1;1;2;2;2;2;2;2;2;2;2;2;2;1;1;2;1;2;2;2;2;3;0;3;575000;"10";"10";"10";"";"10";"10";191666,67;"9";"10";"10";"";"10";"10";153;1;3;98;0;0;0
"TQRMNOQPVHKMKOCDEGGFB00777004";2023;1;1;1;42;"S";10;690;1;"";3;1;"";1;1;1;1;"";1;1;1;1;2;2;2;3;2;2;0;1;2;1;2;0;2;0;6;"";2;"";1;1;1;2;1;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;4;1;3;433000;"9";"10";"10";"9";"";"10";108250;"8";"8";"8";"8";"";"8";921;1;0;2;3;0;0
"TQRMNORVTHLOLMCDEGGFB00715744";2023;1;3;1;42;"S";10;549;1;"";4;1;"";1;1;1;1;"";1;1;1;1;2;2;2;1;1;2;0;1;2;2;2;0;2;0;6;"";2;"";2;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;3;1;2;207000;"6";"7";"7";"6";"";"7";69000;"5";"5";"6";"5";"";"6";826;2;0;1;0;0;0
"TQRMNORVTHLOLMCDEGGFB00715744";2023;1;1;1;42;"S";10;473;1;"";4;1;"";1;1;1;1;"";1;1;1;1;2;2;2;4;3;2;0;1;2;2;2;0;2;0;6;"";2;"";1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;2;2;2;2;0;2;215000;"7";"7";"7";"7";"";"7";107500;"8";"8";"8";"8";"";"8";624;1;0;98;0;0;0
"TQRMNOSQVHKNKSCDEGGFB00777103";2023;1;1;1;42;"S";10;511;1;"";2;1;"";1;2;1;1;"";1;1;1;1;2;2;2;2;2;2;0;1;2;2;2;0;2;0;1;"";1;"";1;1;2;2;2;2;2;1;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;4;1;3;130000;"4";"4";"4";"4";"";"4";32500;"2";"2";"2";"2";"";"2";579;2;0;1;3;4;0
"TQRMNOSPSHMNLPCDEGGFB00799464";2023;1;1;1;42;"S";10;603;1;"";2;1;"";1;2;1;1;"";1;1;1;1;2;2;2;2;1;2;0;1;1;2;2;0;2;0;1;"";1;"";1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;1;1;2;2;2;1;0;1;0;"12";"12";"12";"12";"";"12";0;"12";"12";"12";"12";"";"12";0;1;0;98;0;0;0
"TQSMNOPQWHLMLPCDEGOIH00778217";2023;1;1;1;40;"N";18;196;1;"";2;1;"";1;1;1;1;"";1;1;1;2;2;2;2;2;1;2;0;1;2;2;2;0;2;0;2;"";2;"";1;1;2;2;2;2;2;1;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;2;1;1;70500;"2";"2";"2";"";"2";"2";35250;"2";"2";"3";"";"3";"4";209;1;0;98;0;0;0
"TQRMNOQRQHJOLQCDEGOIH00795456";2023;1;1;1;40;"N";18;382;1;"";4;1;"";1;1;1;1;"";1;1;1;1;2;2;2;4;1;2;0;1;1;2;2;0;2;0;1;"";1;"";1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;1;2;2;2;2;2;0;2;245000;"7";"7";"8";"";"8";"9";122500;"8";"8";"9";"";"9";"10";402;1;0;98;0;0;0
"TQRMNOQTPHLMLQCDEHMHF00717445";2023;1;1;1;42;"N";26;94;1;"";3;1;"";1;1;1;1;"";1;1;1;1;2;2;2;3;2;2;0;1;2;2;2;0;2;0;1;"";1;"";1;2;1;2;2;2;2;1;2;2;2;2;2;2;2;2;2;1;1;2;2;2;2;1;0;1;45086;"1";"1";"1";"";"1";"1";45086;"3";"3";"4";"";"4";"4";98;1;0;98;0;0;0
"TQRMNORXVHLMLQCDEHMHF00717446";2023;1;1;1;42;"N";26;165;1;"";5;1;"";1;1;1;1;"";1;1;1;1;2;2;2;5;2;2;0;2;2;1;2;0;1;1;1;"";1;"";1;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;1;2;2;2;2;4;0;4;164520;"5";"5";"5";"";"5";"6";41130;"3";"3";"3";"";"3";"4";193;1;2;98;0;0;0
"TQRMNOPTYHJMLQCDEHJGH00795144";2023;1;1;1;40;"S";23;402;1;"";3;2;"";4;2;1;1;"";1;1;1;1;2;2;2;3;2;2;0;1;1;2;2;0;2;0;1;"";1;"";1;1;2;2;2;2;2;1;2;2;2;2;2;1;2;2;2;2;2;2;2;2;2;4;0;4;169500;"5";"5";"6";"5";"";"5";42375;"3";"3";"4";"3";"";"4";406;3;4;98;0;0;0
"TQRMNOSYSHJMLQCDEHJGH00795145";2023;1;1;1;40;"S";23;388;1;"";3;1;"";1;1;1;1;"";1;1;1;1;2;2;2;3;2;2;0;1;1;1;2;0;2;0;1;"";2;"";1;1;2;2;2;2;2;2;2;1;2;2;2;2;2;1;2;1;1;2;2;2;2;4;2;2;200000;"6";"6";"7";"6";"";"6";50000;"4";"4";"5";"4";"";"5";414;1;0;2;0;0;0
"TQRMNOSYTHJMLQCDEHJGH00795745";2023;1;1;1;40;"S";23;337;1;"";5;1;"";2;1;1;1;"";1;1;1;1;2;2;2;5;1;2;0;2;1;1;2;0;2;0;1;"";2;"";1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;0;2;100000;"3";"3";"3";"3";"";"3";50000;"4";"4";"5";"4";"";"5";340;1;2;98;0;0;0
"TQRMNORTTHMNLTCDEHJGH00800793";2023;1;1;1;40;"S";23;281;1;"";6;1;"";1;1;1;1;"";1;1;1;1;2;2;2;6;4;2;0;2;1;1;2;0;2;0;1;"";1;"";1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;6;2;4;150000;"5";"5";"5";"4";"";"5";25000;"1";"1";"2";"1";"";"2";318;2;4;98;0;0;0
"TQRMNOSUXHKOLTCDEHJGH00778631";2023;1;1;1;40;"S";23;219;1;"";3;2;"";4;2;1;1;"";1;2;2;3;1;2;2;3;1;1;1;2;2;2;0;0;0;0;1;"";2;"";1;1;2;2;2;2;2;2;2;2;2;2;2;2;1;1;1;2;2;2;2;2;2;3;1;2;155000;"5";"5";"6";"5";"";"5";51666,67;"4";"4";"5";"4";"";"5";207;1;0;96;0;0;0
"TQRMNOQTPHMMLUCDEHJGH00800794";2023;1;1;1;40;"S";23;389;1;"";6;1;"";1;1;1;1;"";1;1;1;2;2;2;2;6;4;1;1;1;1;1;2;0;2;0;1;"";1;"";1;1;1;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;5;0;5;762248;"10";"10";"10";"10";"";"10";152449,6;"9";"9";"10";"9";"";"10";373;2;0;98;0;0;0
"TQRMNOTQXHKKLUCDEHJGH00778633";2023;1;1;1;40;"S";23;421;2;"";4;1;"";2;1;1;1;"";1;1;1;1;2;2;2;4;3;2;0;2;1;1;2;0;2;0;1;"";1;"";1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;4;1;3;350000;"9";"9";"9";"9";"";"9";87500;"7";"7";"8";"7";"";"8";409;1;2;98;0;0;0
"TQRMNOQXRHKMMLCDEHJGH00778740";2023;1;1;1;40;"S";23;384;1;"";4;1;"";2;1;1;1;"";1;1;1;1;1;1;2;4;3;2;0;1;2;1;2;0;2;0;1;"";1;"";1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;4;0;4;203000;"6";"7";"7";"6";"";"6";50750;"4";"4";"5";"4";"";"5";407;1;2;3;4;0;0
"TQRMNOSRPHKMMLCDEHJGH00778722";2023;1;1;1;40;"S";23;427;1;"";4;1;"";4;1;1;1;"";1;1;1;1;1;1;2;4;3;2;0;2;2;2;0;0;0;0;3;"";1;"";1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;3;0;3;305000;"8";"9";"9";"8";"";"9";101666,67;"7";"8";"9";"7";"";"8";378;1;2;98;0;0;0
"TQRMNORSXHLNLTCDEHJGH00717142";2023;1;1;1;40;"S";23;308;1;"";3;2;"";4;2;1;1;"";1;1;1;1;2;2;2;3;2;2;0;1;2;2;2;0;2;0;4;"";2;"";1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;4;1;3;126000;"4";"4";"4";"4";"";"4";31500;"2";"2";"3";"2";"";"2";320;1;0;98;0;0;0
"TQRMNORTUHKOQQCDEIJAH00780489";2023;1;1;1;1;"S";33;3097;1;"";3;1;"";3;1;1;1;"";1;1;1;1;2;2;2;3;1;2;0;1;1;2;2;0;2;0;1;"";1;"";1;2;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;1;0;1;125000;"4";"";"4";"4";"";"4";125000;"8";"";"8";"8";"";"9";4844;1;0;98;0;0;0
"TQRMNORXYHMMKQCDEIMBF00802891";2023;1;1;1;43;"N";36;249;1;"";2;1;"";1;1;1;1;"";1;1;1;1;2;2;2;2;1;2;0;1;2;2;2;0;2;0;3;"";1;"";1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;2;2;2;0;2;106000;"3";"3";"3";"";"3";"3";53000;"4";"4";"4";"";"4";"3";284;2;0;98;0;0;0
"TQRMNORQYHJKKOCDEIMBF00794673";2023;1;1;1;43;"N";36;194;1;"";4;1;"";1;1;1;1;"";1;1;1;1;2;2;2;4;2;2;0;1;2;2;2;0;2;0;1;"";1;"";1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;2;0;2;250000;"7";"8";"7";"";"8";"8";125000;"8";"8";"8";"";"9";"8";217;96;0;98;0;0;0
"TQRMNOSQTHJOKPCDEIMBF00795465";2023;1;1;1;43;"N";36;162;1;"";3;2;"";2;1;1;1;"";1;1;1;1;2;2;2;3;2;2;0;1;2;1;2;0;2;0;1;"";2;"";1;1;2;2;2;2;2;2;2;1;2;2;2;2;1;2;2;2;1;1;2;2;2;2;0;2;82400;"2";"2";"2";"";"2";"2";41200;"3";"3";"3";"";"3";"2";186;1;0;98;0;0;0
"TQRMNORWPHKMKRCDEIMBF00781196";2023;1;1;1;43;"N";36;123;1;"";4;1;"";1;1;1;1;"";1;1;1;1;2;2;2;4;1;2;0;1;2;1;2;0;2;0;1;"";1;"";1;2;1;1;2;2;2;2;2;2;2;2;2;2;1;1;2;2;2;2;2;2;2;1;0;1;216000;"7";"7";"7";"";"7";"7";216000;"10";"10";"10";"";"10";"10";130;1;0;97;0;0;0
"TQRMNOQUYHMOKRCDEGJBF00799820";2023;1;1;1;43;"S";13;1200;1;"";6;1;"";2;1;1;1;"";1;1;1;2;2;2;2;6;4;2;0;1;1;1;1;1;2;0;1;"";2;"";1;1;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;1;1;2;2;2;2;5;0;5;366000;"9";"9";"9";"9";"";"9";73200;"6";"6";"5";"6";"";"5";1400;1;0;4;0;0;0
"TQRMNOPUPHKMKOCDEGJBF00777480";2023;1;1;1;43;"S";13;870;1;"";3;1;"";2;1;1;1;"";1;1;1;1;2;2;2;3;2;2;0;1;1;2;2;0;2;0;1;"";1;"";1;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;1;2;2;2;2;2;0;2;170000;"5";"5";"5";"5";"";"5";85000;"6";"7";"6";"6";"";"6";951;1;0;98;0;0;0
"TQRMNOQWRHKMKPCDEGJBF00777478";2023;1;1;1;43;"S";13;559;1;"";3;1;"";2;1;1;1;"";1;1;1;1;2;2;2;3;1;2;0;1;1;1;2;0;2;0;4;"";1;"";1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;0;1;60000;"1";"1";"1";"1";"";"1";60000;"5";"5";"4";"5";"";"4";598;1;0;98;0;0;0
"TQRMNOQQSHKMMMCDEFKID00782073";2023;1;1;1;43;"S";4;828;1;"";1;1;"";1;1;1;1;"";1;1;1;1;2;2;2;1;1;2;0;1;1;2;2;0;2;0;1;"";2;"";1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;0;1;0;"0";"0";"0";"0";"";"0";0;"0";"0";"0";"0";"";"0";1192;1;0;98;0;0;0
"TQRMNOPYSHJOLSCDEFKID00798633";2023;1;1;1;43;"S";4;746;1;"";5;1;"";3;1;1;1;"";1;1;1;1;2;2;2;5;2;2;0;1;1;1;2;0;2;0;1;"";1;"";1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;2;2;2;3;0;3;140000;"4";"4";"4";"4";"";"4";46666,67;"3";"3";"3";"3";"";"3";1539;2;0;3;0;0;0
"TQRMNOPYVHJOLSCDEFKID00796021";2023;1;1;1;43;"S";4;698;1;"";2;1;"";4;1;1;1;"";1;1;1;1;2;2;2;2;2;2;0;1;2;1;2;0;2;0;1;"";1;"";1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;3;0;3;220000;"7";"7";"7";"7";"";"7";73333,33;"6";"6";"5";"6";"";"5";1400;1;0;2;0;0;0
"TQRMNORVSHKMMOCDEFKID00775960";2023;1;1;1;43;"S";4;580;1;"";2;2;"";2;1;1;1;"";1;1;1;1;2;2;2;2;2;2;0;1;1;1;2;0;2;0;1;"";2;"";1;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;5;1;4;0;"12";"12";"12";"12";"";"12";0;"12";"12";"12";"12";"";"12";0;2;1;3;0;0;0
"TQRMNOSYYHLOMNCDEFKID00714795";2023;1;1;1;43;"S";4;482;1;"";4;1;"";9;1;1;1;"";1;1;1;1;2;2;2;3;1;2;0;1;1;2;2;0;2;0;1;"";1;"";1;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;1;2;2;2;1;0;1;0;"12";"12";"12";"12";"";"12";0;"12";"12";"12";"12";"";"12";0;1;0;98;0;0;0
"TQRMNORTTHKOLOCDEHNHB00779252";2023;1;3;1;42;"S";27;301;1;"";2;2;"";1;1;1;1;"";1;1;1;2;2;2;2;2;2;2;0;1;2;2;2;0;2;0;3;"";2;"";1;1;2;2;2;2;2;1;2;2;2;2;2;2;2;2;1;2;2;2;2;2;2;4;1;3;100336;"3";"3";"3";"3";"";"3";25084;"2";"2";"2";"2";"";"2";301;1;0;3;0;0;0
"TQRMNORSSHMMLPCDEHNHB00801182";2023;1;1;1;42;"S";27;281;1;"";4;1;"";1;1;1;1;"";1;1;1;1;2;2;2;4;2;2;0;1;1;1;2;0;2;0;1;"";1;"";1;1;1;2;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;0;2;257000;"8";"8";"8";"7";"";"8";128500;"8";"9";"9";"8";"";"9";287;1;2;98;0;0;0
"TQRMNORUPHKOLOCDEHIBB00778517";2023;1;1;1;40;"N";22;133;1;"";6;1;"";1;1;1;1;"";1;1;1;1;2;2;2;6;4;1;1;1;1;1;2;0;2;0;1;"";1;"";1;1;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;1;1;2;2;2;4;0;4;158000;"5";"5";"6";"";"5";"6";39500;"3";"3";"4";"";"3";"3";191;2;0;98;0;0;0
"TQRMNOQWTHJMMMCDEGGFB00796776";2023;1;1;1;42;"S";10;453;1;"";2;1;"";1;1;1;1;"";1;1;1;1;2;2;2;2;1;2;0;1;2;2;2;0;2;0;1;"";1;"";1;2;1;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;1;0;1;157000;"5";"5";"5";"5";"";"5";157000;"9";"9";"10";"9";"";"9";529;1;0;98;0;0;0
"TQSMNOSTUHKLKMCDEGGFB00799471";2023;1;1;1;42;"S";10;173;2;"";2;1;"";1;1;1;1;"";1;1;1;1;2;2;2;2;1;2;0;1;2;2;2;0;2;0;1;"";1;"";1;2;1;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;0;1;85000;"2";"2";"2";"2";"";"2";85000;"6";"7";"7";"6";"";"7";182;1;0;98;0;0;0
"TQRMNOSTXHKLKMCDEGGFB00777151";2023;1;1;1;42;"S";10;178;1;"";1;1;"";1;1;1;1;"";1;1;1;1;2;2;2;1;1;2;0;1;2;2;2;0;2;0;3;"";1;"";1;2;1;1;1;2;2;2;2;2;2;2;2;2;2;2;1;1;2;1;2;2;2;2;0;2;194000;"6";"6";"6";"6";"";"6";97000;"7";"7";"8";"7";"";"8";315;1;2;98;0;0;0
"TQRMNOPQTHKLKNCDEGGFB00777104";2023;1;1;1;42;"S";10;229;2;"";3;1;"";1;1;1;1;"";1;1;1;1;2;2;2;3;2;2;0;1;2;2;1;2;2;0;2;"";2;"";3;1;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;1;2;2;2;2;2;0;2;0;"12";"12";"12";"12";"";"12";0;"12";"12";"12";"12";"";"12";0;1;2;98;0;0;0
"TQRMNOSSUHKMKNCDEGGFB00777075";2023;1;1;1;42;"S";10;421;1;"";3;1;"";1;2;1;1;"";1;1;1;1;2;2;2;3;3;2;0;1;1;1;2;0;2;0;1;"";1;"";1;1;1;2;2;2;2;2;2;1;2;2;2;2;2;2;1;1;1;2;2;2;2;4;0;4;290000;"8";"8";"9";"8";"";"9";72500;"6";"6";"6";"6";"";"6";667;2;0;98;0;0;0
"TQRMNORTWHKKKOCDEGGFB00777181";2023;1;1;1;42;"S";10;152;1;"";5;1;"";1;1;1;1;"";1;1;1;1;2;2;2;5;3;2;0;1;1;2;2;0;2;0;1;"";1;"";1;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;3;0;3;0;"12";"12";"12";"12";"";"12";0;"12";"12";"12";"12";"";"12";0;2;0;1;3;0;0
"TQRMNOSXPHMOKMCDEFNFF00799021";2023;1;1;1;41;"N";7;234;1;"";3;1;"";4;1;1;1;"";1;1;1;2;2;2;2;3;1;2;0;1;2;2;2;0;2;0;2;"";2;"";1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;2;0;2;210000;"7";"7";"8";"";"7";"7";105000;"8";"8";"9";"";"8";"8";317;1;0;2;0;0;0
"TQRMNOUVWHJOKNCDEFNFF00796204";2023;1;1;1;41;"N";7;265;2;"";2;1;"";4;1;1;1;"";1;1;1;1;2;2;2;2;1;2;0;1;2;2;2;0;2;0;3;"";2;"";1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;2;1;1;250000;"7";"8";"9";"";"8";"8";125000;"8";"8";"9";"";"9";"8";235;96;0;1;0;0;0
"TQRMNOTWVHKMKNCDEFNFF00776597";2023;1;1;1;41;"N";7;318;1;"";3;1;"";4;1;1;1;"";1;1;1;2;2;2;2;3;1;2;0;1;2;2;2;0;2;0;3;"";2;"";1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;1;2;2;2;2;4;2;2;480000;"10";"10";"10";"";"10";"10";120000;"8";"8";"9";"";"8";"8";384;1;2;98;0;0;0
"TQRMNOSPVHLMLNCDEHGHJ00717006";2023;1;1;1;44;"N";20;174;1;"";5;1;"";4;1;1;1;"";1;1;1;1;2;2;2;5;3;2;0;1;1;2;2;0;2;0;1;"";1;"";1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;4;1;3;340000;"9";"9";"8";"";"9";"8";85000;"7";"7";"5";"";"7";"5";254;2;0;1;3;0;0
"TQRMNOQTSHKKKUCDEHPJB00779283";2023;1;1;1;40;"S";29;734;1;"";2;1;"";2;1;1;1;"";1;1;1;1;2;2;2;2;2;2;0;1;1;1;2;0;2;0;6;"";1;"";1;1;2;2;2;2;2;2;2;2;2;2;1;2;2;1;2;2;2;2;2;2;2;3;1;2;0;"12";"12";"12";"12";"";"12";0;"12";"12";"12";"12";"";"12";0;2;0;1;0;0;0
"TQRMNOTTYHKOLLCDEHPJB00779457";2023;1;1;1;40;"S";29;419;1;"";3;1;"";2;1;1;1;"";1;1;1;1;2;1;2;3;2;2;0;1;1;2;2;0;2;0;1;"";1;"";1;1;1;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;0;2;82000;"2";"2";"2";"2";"";"3";41000;"3";"3";"4";"3";"";"4";448;1;0;2;0;0;0
