"CODUSU";"ANO4";"TRIMESTRE";"NRO_HOGAR";"REALIZADA";"REGION";"MAS_500";"AGLOMERADO";"PONDERA";"IV1";"IV1_ESP";"IV2";"IV3";"IV3_ESP";"IV4";"IV5";"IV6";"IV7";"IV7_ESP";"IV8";"IV9";"IV10";"IV11";"IV12_1";"IV12_2";"IV12_3";"II1";"II2";"II3";"II3_1";"II4_1";"II4_2";"II4_3";"II5";"II5_1";"II6";"II6_1";"II7";"II7_ESP";"II8";"II8_ESP";"II9";"V1";"V2";"V21";"V22";"V3";"V4";"V5";"V6";"V7";"V8";"V9";"V10";"V11";"V12";"V13";"V14";"V15";"V16";"V17";"V18";"V19_A";"V19_B";"IX_TOT";"IX_MEN10";"IX_MAYEQ10";"ITF";"DECIFR";"IDECIFR";"RDECIFR";"GDECIFR";"PDECIFR";"ADECIFR";"IPCF";"DECCFR";"IDECCFR";"RDECCFR";"GDECCFR";"PDECCFR";"ADECCFR";"PONDIH";"VII1_1";"VII1_2";"VII2_1";"VII2_2";"VII2_3";"VII2_4"
"TQRMNORXXHKKLOCDEGJBF00777482";2023;2;1;1;43;"S";13;1210;2;"";2;1;"";9;1;1;1;"";1;1;1;1;2;2;2;2;1;1;1;1;2;2;2;0;2;0;3;"";1;"";1;2;2;2;2;2;2;2;2;1;2;2;2;2;1;1;2;2;2;2;2;2;2;1;0;1;120000;"3";"3";"3";"3";"";"3";120000;"7";"8";"7";"7";"";"7";1209;1;0;98;0;0;0
"TQRMNOQXXHLKLRCDEGJBF00804809";2023;2;1;1;43;"S";13;712;2;"";2;1;"";9;1;1;1;"";1;1;1;1;2;2;2;2;1;2;0;1;2;2;2;0;2;0;1;"";1;"";1;1;2;2;2;2;2;2;2;1;2;2;2;2;1;2;1;2;2;1;2;2;2;1;0;1;78900;"2";"2";"2";"2";"";"1";78900;"6";"6";"5";"5";"";"5";734;1;0;97;0;0;0
"TQRMNOSQPHMLLSCDEGJBF00799799";2023;2;1;1;43;"S";13;638;2;"";3;1;"";9;1;1;1;"";1;1;1;1;2;2;2;3;1;2;0;1;2;2;2;0;2;0;3;"";1;"";1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;2;2;2;2;0;2;220000;"6";"6";"6";"6";"";"6";110000;"7";"7";"7";"7";"";"7";728;1;2;98;0;0;0
"TQRMNOWTTHMKLTCDEGJBF00799801";2023;2;1;1;43;"S";13;898;2;"";3;1;"";9;1;1;1;"";1;1;1;1;2;2;2;3;2;2;0;1;2;2;2;0;2;0;3;"";1;"";1;2;2;2;2;2;2;2;2;1;2;2;2;1;1;1;2;2;2;2;2;2;2;3;0;3;152000;"4";"4";"4";"4";"";"4";50666,67;"3";"3";"3";"3";"";"3";891;1;2;3;0;0;0
"TQRMNORVUHKNLLCDEIMBF00781148";2023;2;1;1;43;"N";36;116;1;"";3;1;"";1;1;1;1;"";1;1;1;1;2;1;2;3;2;1;1;1;2;1;2;0;2;0;1;"";1;"";1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;4;2;2;165000;"4";"5";"5";"";"5";"5";41250;"2";"2";"2";"";"3";"3";129;2;0;98;0;0;0
"TQRMNOVYSHKOLOCDEGLDF00777873";2023;2;1;1;41;"N";15;372;1;"";3;1;"";4;2;1;1;"";1;2;1;1;2;2;2;3;2;2;0;2;2;2;0;0;0;0;1;"";2;"";1;1;1;2;2;2;2;1;2;2;2;2;2;2;1;2;2;2;1;2;2;2;2;3;0;3;152100;"4";"4";"5";"";"4";"5";50700;"3";"3";"4";"";"4";"4";404;1;0;98;0;0;0
"TQRMNOQSSHLLLUCDEIKAH00807906";2023;2;1;1;43;"S";34;902;1;"";2;1;"";3;1;1;1;"";1;1;1;1;2;2;2;3;2;2;0;1;1;1;2;0;2;0;1;"";1;"";1;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;1;2;2;2;3;0;3;0;"12";"12";"12";"12";"";"12";0;"12";"12";"12";"12";"";"12";0;1;2;3;0;0;0
"TQRMNORRSHMNLUCDEIKAH00802716";2023;2;1;1;43;"S";34;453;1;"";3;1;"";2;2;1;1;"";1;1;1;1;2;2;2;3;3;2;0;1;1;2;2;0;2;0;1;"";2;"";1;1;1;2;2;2;2;1;2;1;2;2;2;2;2;1;1;2;1;2;2;2;2;5;0;5;0;"12";"12";"12";"12";"";"12";0;"12";"12";"12";"12";"";"12";0;1;0;4;5;6;0
"TQRMNOQYWHJNLTCDEIKAH00786626";2023;2;1;1;43;"S";34;851;1;"";3;1;"";3;1;1;1;"";1;1;1;1;2;2;2;3;2;2;0;1;2;1;2;0;2;0;1;"";1;"";1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;4;1;3;350000;"8";"9";"9";"8";"";"10";87500;"6";"6";"6";"6";"";"6";1477;2;0;1;0;0;0
"TQRMNORQRHKMKMCDEIOAH00781262";2023;2;1;1;43;"N";38;137;1;"";3;1;"";2;1;1;1;"";1;1;1;1;2;2;2;3;1;2;0;1;1;2;2;0;2;0;1;"";1;"";1;2;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;0;1;220000;"6";"6";"6";"";"6";"7";220000;"10";"10";"10";"";"10";"10";151;1;0;98;0;0;0
"TQRMNORQTHKMKMCDEIOAH00781290";2023;2;1;1;43;"N";38;83;2;"";4;1;"";1;1;1;1;"";1;1;1;1;2;2;2;4;3;1;1;1;1;2;2;0;2;0;3;"";1;"";1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;1;1;2;1;2;2;2;2;1;0;1;140000;"4";"4";"4";"";"4";"4";140000;"8";"8";"8";"";"9";"9";92;4;0;97;0;0;0
"TQRMNOQXXHJLKMCDEIOAH00787001";2023;2;2;1;43;"N";38;128;2;"";1;1;"";4;1;1;1;"";1;1;1;1;2;2;2;1;1;2;0;1;1;2;2;0;2;0;3;"";1;"";1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;1;0;1;160000;"4";"4";"5";"";"5";"5";160000;"9";"9";"9";"";"9";"9";148;1;0;98;0;0;0
"TQRMNORYVHMMKSCDEIOAH00808171";2023;2;1;1;43;"N";38;167;2;"";3;1;"";2;2;1;1;"";1;1;1;1;2;2;2;3;1;2;0;1;1;1;2;0;2;0;1;"";1;"";1;2;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;0;2;120000;"3";"3";"3";"";"3";"3";60000;"4";"4";"4";"";"4";"4";198;2;0;98;0;0;0
"TQRMNOQXQHMOLPCDEFLID00798753";2023;2;1;1;43;"S";5;337;1;"";4;1;"";4;1;1;1;"";1;1;1;2;2;2;2;4;3;2;0;1;1;1;2;0;2;0;1;"";2;"";1;1;2;2;2;2;2;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;7;2;5;120000;"3";"3";"3";"3";"";"3";17142,86;"1";"1";"1";"1";"";"1";533;2;1;3;4;0;0
"TQRMNOPRYHLLLTCDEFLID00803806";2023;2;1;1;43;"S";5;598;1;"";3;1;"";4;1;1;1;"";1;1;1;1;2;2;2;3;1;2;0;1;1;1;2;0;2;0;3;"";1;"";1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;2;0;2;0;"12";"12";"12";"12";"";"12";0;"12";"12";"12";"12";"";"12";0;1;0;2;0;0;0
"TQRMNOPTXHKOLSCDEFLID00776308";2023;2;1;1;43;"S";5;267;1;"";3;1;"";4;1;1;1;"";1;1;1;2;2;2;2;3;2;2;0;1;2;1;2;0;2;0;1;"";2;"";1;1;1;2;1;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;3;0;3;250000;"7";"7";"7";"7";"";"7";83333,33;"6";"6";"5";"6";"";"6";727;2;0;1;0;0;0
"TQRMNOTQUHLMKQCDEFJAH00803463";2023;2;1;1;43;"N";3;261;1;"";1;1;"";2;1;1;1;"";1;1;1;1;2;2;2;1;1;2;0;1;2;2;2;0;2;0;1;"";1;"";1;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;0;2;97000;"2";"2";"2";"";"2";"3";48500;"3";"3";"3";"";"3";"2";425;2;0;98;0;0;0
"TQRMNOSWSHLOKSCDEFJAH00803464";2023;2;1;1;43;"N";3;297;1;"";3;1;"";1;1;1;1;"";1;1;1;1;2;1;2;3;3;2;0;1;1;1;2;0;2;0;6;"";2;"";1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;4;1;3;200000;"6";"6";"6";"";"6";"6";50000;"3";"3";"3";"";"3";"2";456;2;0;98;0;0;0
"TQRMNOQSRHMMKRCDEFJAH00803465";2023;2;1;1;43;"N";3;244;2;"";2;1;"";9;1;1;1;"";1;1;1;1;2;2;2;3;1;2;0;1;2;2;2;0;2;0;3;"";1;"";1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;1;2;2;2;2;2;0;2;0;"12";"12";"12";"";"12";"12";0;"12";"12";"12";"";"12";"12";0;1;2;98;0;0;0
"TQRMNOPUQHKOKQCDEFJAH00781951";2023;2;1;1;43;"N";3;174;1;"";2;1;"";2;1;1;1;"";1;1;1;1;2;2;2;2;1;2;0;1;2;2;2;0;2;0;3;"";1;"";1;1;2;2;2;2;2;2;2;2;2;2;2;2;1;1;2;2;1;2;2;2;2;1;0;1;100000;"2";"2";"2";"";"3";"3";100000;"7";"7";"6";"";"7";"6";259;1;0;98;0;0;0
"TQRMNOPTUHJMKQCDEFJAH00781955";2023;2;1;1;43;"N";3;242;1;"";3;1;"";1;1;1;1;"";1;1;1;1;2;2;2;3;2;2;0;1;1;1;2;0;2;0;3;"";1;"";1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;3;0;3;510000;"10";"10";"10";"";"10";"10";170000;"9";"9";"9";"";"9";"9";600;2;1;3;0;0;0
"TQRMNOQWWHJMKQCDEFJAH00781948";2023;2;1;1;43;"N";3;256;1;"";2;1;"";1;1;1;1;"";1;1;1;1;2;2;2;2;1;2;0;1;1;1;2;0;2;0;1;"";1;"";1;2;1;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;2;2;2;2;1;0;1;0;"12";"12";"12";"";"12";"12";0;"12";"12";"12";"";"12";"12";0;97;0;98;0;0;0
"TQRMNOQRYHLLKTCDEFJAH00803466";2023;2;1;1;43;"N";3;276;2;"";3;1;"";9;1;1;1;"";1;1;1;1;2;2;2;3;2;2;0;1;1;2;2;0;2;0;3;"";1;"";1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;1;1;2;2;2;2;4;1;3;480000;"9";"10";"10";"";"10";"10";120000;"7";"8";"7";"";"8";"7";589;1;2;98;0;0;0
"TQRMNOPYXHLMLLCDEFJAH00803467";2023;2;1;1;43;"N";3;347;1;"";1;1;"";4;1;1;1;"";1;1;1;1;2;2;2;1;0;1;1;1;2;1;1;1;2;0;1;"";1;"";1;1;2;2;2;2;2;2;2;1;2;2;2;2;1;2;2;2;2;2;2;2;2;1;0;1;37000;"1";"1";"1";"";"1";"1";37000;"2";"2";"2";"";"2";"2";503;1;0;97;0;0;0
"TQRMNOQSPHJLLLCDEFJAH00781947";2023;2;1;1;43;"N";3;455;1;"";2;1;"";2;1;1;1;"";1;1;1;1;2;2;2;2;1;2;0;1;2;1;2;0;2;0;6;"";1;"";1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;3;1;2;240000;"7";"7";"7";"";"7";"7";80000;"6";"6";"5";"";"6";"4";822;2;1;98;0;0;0
"TQRMNOQWPHJMLMCDEFJAH00781939";2023;2;1;1;43;"N";3;290;1;"";4;1;"";1;1;1;1;"";1;1;1;1;2;2;2;4;2;2;0;1;1;1;2;0;2;0;3;"";1;"";1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;1;1;1;1;2;2;2;2;4;2;2;590000;"10";"10";"10";"";"10";"10";147500;"8";"9";"8";"";"9";"8";501;1;0;2;0;0;0
"TQRMNORUPHLMKOCDEIHJF00806746";2023;2;1;1;44;"N";31;168;2;"";2;1;"";4;1;1;1;"";1;1;1;1;2;2;2;2;1;2;0;2;2;2;0;0;0;0;1;"";1;"";1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;1;2;2;2;2;1;0;1;50000;"1";"1";"1";"";"1";"1";50000;"3";"3";"2";"";"3";"2";171;97;0;1;0;0;0
"TQRMNORQPHKNKPCDEIHJF00779686";2023;2;2;1;44;"N";31;151;1;"";2;1;"";4;1;1;1;"";1;1;1;1;2;2;2;3;2;2;0;2;2;2;0;0;0;0;3;"";1;"";1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;2;2;2;5;3;2;160000;"4";"4";"3";"";"5";"2";32000;"2";"2";"1";"";"2";"1";139;2;0;1;0;0;0
"TQRMNOVQSHMMKOCDEIHJF00801567";2023;2;1;1;44;"N";31;135;2;"";1;1;"";4;1;1;1;"";1;1;1;1;2;2;2;1;1;2;0;2;2;2;0;0;0;0;3;"";1;"";1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;1;1;1;1;1;2;2;2;1;0;1;250000;"7";"7";"5";"";"7";"4";250000;"10";"10";"9";"";"10";"9";135;1;0;98;0;0;0
"TQRMNOPRPHKMKUCDEHJGH00778661";2023;2;1;1;40;"S";23;290;1;"";3;1;"";2;1;1;1;"";1;1;1;1;2;2;2;3;2;2;0;2;1;2;2;0;2;0;1;"";1;"";1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;5;1;4;400000;"9";"9";"9";"9";"";"9";80000;"6";"6";"7";"5";"";"7";302;2;0;98;0;0;0
"TQRMNOURXHMOLSCDEFJAH00798409";2023;2;1;1;43;"N";3;421;1;"";1;1;"";4;1;1;1;"";1;1;1;2;2;2;2;1;1;2;0;1;2;1;2;0;2;0;1;"";2;"";1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;1;2;2;2;2;2;0;2;430000;"9";"9";"9";"";"9";"9";215000;"9";"10";"10";"";"10";"9";826;2;0;1;0;0;0
"TQRMNOQQVHJNLLCDEGNFJ00783794";2023;2;1;1;44;"N";17;173;2;"";1;1;"";1;1;1;1;"";1;1;1;1;2;2;2;2;1;2;0;2;2;2;0;0;0;0;1;"";1;"";1;1;1;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;2;2;2;1;0;1;0;"12";"12";"12";"";"12";"12";0;"12";"12";"12";"";"12";"12";0;1;0;97;0;0;0
"TQRMNOPVTHJMLPCDEGNFJ00783796";2023;2;1;1;44;"N";17;196;1;"";2;1;"";4;1;1;1;"";1;1;1;1;2;2;2;2;2;2;0;1;2;2;2;0;2;0;6;"";1;"";1;1;2;2;2;2;2;2;2;1;2;2;2;2;1;2;2;2;1;2;2;2;2;3;0;3;160000;"4";"4";"3";"";"5";"3";53333,33;"3";"3";"2";"";"4";"2";252;1;0;2;3;0;0
"TQRMNOSSTHLMLPCDEGNFJ00805251";2023;2;1;1;44;"N";17;167;1;"";5;1;"";1;1;1;1;"";1;1;1;1;2;2;2;5;2;2;0;1;1;2;2;0;2;0;1;"";1;"";1;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;0;2;570000;"10";"10";"9";"";"10";"9";285000;"10";"10";"10";"";"10";"10";213;1;2;98;0;0;0
"TQRMNOPSXHLNKQCDEHJGH00805880";2023;2;1;1;40;"S";23;314;1;"";2;1;"";4;2;1;1;"";1;1;1;1;2;2;2;2;1;2;0;1;2;1;2;0;2;0;1;"";1;"";1;2;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;0;1;60000;"1";"1";"1";"1";"";"1";60000;"4";"4";"5";"4";"";"5";315;1;0;98;0;0;0
"TQRMNOPQYHJNKMCDEIGED00785122";2023;2;2;1;43;"N";30;36;1;"";1;1;"";4;1;1;1;"";1;1;1;1;1;1;2;3;2;2;0;1;2;2;2;0;2;0;1;"";1;"";1;1;2;2;2;2;2;2;2;1;2;2;2;2;2;2;2;2;1;2;2;2;2;4;0;4;0;"12";"12";"12";"";"12";"12";0;"12";"12";"12";"";"12";"12";0;1;2;3;4;0;0
"TQRMNOPYWHJMKNCDEIGED00806617";2023;2;1;1;43;"N";30;109;1;"";3;1;"";4;1;1;1;"";1;1;1;1;2;2;2;3;3;2;0;1;2;1;2;0;2;0;1;"";1;"";1;1;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;2;2;2;2;2;4;0;4;0;"12";"12";"12";"";"12";"12";0;"12";"12";"12";"";"12";"12";0;3;0;2;4;0;0
"TQRMNORRVHJMKNCDEIGED00806618";2023;2;1;1;43;"N";30;115;1;"";5;1;"";4;1;1;1;"";1;1;1;1;2;2;2;5;3;2;0;1;2;1;2;0;2;0;1;"";1;"";1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;4;0;4;100000;"2";"2";"2";"";"2";"2";25000;"1";"1";"1";"";"1";"1";132;1;0;2;3;4;0
"TQRMNOQQSHKMLNCDEGKDB00777613";2023;2;1;1;43;"N";14;123;1;"";2;1;"";4;1;1;1;"";1;1;1;1;2;2;2;2;1;2;0;2;2;2;0;0;0;0;1;"";2;"";1;2;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;1;0;1;50000;"1";"1";"1";"";"1";"1";50000;"3";"3";"3";"";"3";"5";205;1;0;97;0;0;0
"TQRMNOQWYHMOLPCDEGOIH00800284";2023;2;1;1;40;"N";18;175;1;"";3;1;"";1;1;1;1;"";1;1;1;1;2;2;2;3;2;2;0;1;1;2;2;0;2;0;1;"";1;"";1;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;1;2;2;2;4;0;4;170000;"5";"5";"5";"";"5";"6";42500;"3";"3";"3";"";"3";"4";175;1;0;2;0;0;0
"TQRMNOPQQHMLLQCDEGOIH00800290";2023;2;1;1;40;"N";18;173;1;"";4;1;"";1;1;1;1;"";1;1;1;1;2;2;2;4;3;2;0;1;2;2;2;0;2;0;1;"";1;"";1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;5;1;4;195000;"5";"6";"6";"";"6";"7";39000;"2";"2";"3";"";"2";"3";174;1;0;2;0;0;0
"TQRMNORVTHMKLMCDEIIAD00801771";2023;2;1;1;1;"S";32;1324;2;"";2;1;"";9;1;1;1;"";1;1;1;1;2;2;2;2;1;2;0;1;2;2;2;0;2;0;1;"";1;"";1;2;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;0;2;23000;"1";"";"1";"1";"";"1";11500;"1";"";"1";"1";"";"1";2562;2;1;98;0;0;0
"TQRMNOSRWHLMLUCDEIIAD00806866";2023;2;1;1;1;"S";32;1447;2;"";3;1;"";1;1;1;1;"";1;1;1;1;2;2;2;3;2;2;0;1;2;2;2;0;2;0;1;"";1;"";1;1;1;2;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;0;2;125000;"3";"";"3";"3";"";"2";62500;"4";"";"4";"4";"";"2";2602;1;0;2;0;0;0
"TQRMNOVRVHKMLOCDEIIAD00785521";2023;2;1;1;1;"S";32;3419;2;"";3;1;"";2;1;1;1;"";1;1;1;1;2;2;2;3;2;2;0;1;1;2;2;0;2;0;1;"";1;"";1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;4;2;2;0;"12";"";"12";"12";"";"12";0;"12";"";"12";"12";"";"12";0;1;0;2;0;0;0
"TQRMNORPXHKLLPCDEIIAD00806867";2023;2;1;1;1;"S";32;1304;2;"";2;1;"";9;1;1;1;"";1;1;1;1;2;2;2;2;1;2;0;1;2;2;2;0;2;0;4;"";1;"";1;1;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;1;1;2;2;2;1;0;1;0;"12";"";"12";"12";"";"12";0;"12";"";"12";"12";"";"12";0;1;0;98;0;0;0
"TQRMNORTXHJLKSCDEIJAH00786221";2023;2;1;1;1;"S";33;2062;1;"";5;1;"";3;1;1;1;"";1;1;1;1;2;2;2;5;2;1;1;1;1;1;2;0;2;0;1;"";1;"";1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;2;1;1;0;"12";"";"12";"12";"";"12";0;"12";"";"12";"12";"";"12";0;1;0;98;0;0;0
"TQRMNOPURHKLRQCDEIJAH00780711";2023;2;1;1;1;"S";33;883;1;"";4;1;"";1;1;1;1;"";1;1;1;1;2;2;2;4;1;2;0;1;1;2;2;0;2;0;1;"";1;"";1;2;1;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;0;1;0;"12";"";"12";"12";"";"12";0;"12";"";"12";"12";"";"12";0;1;0;98;0;0;0
"TQRMNOSUPHKMOSCDEIJAH00786187";2023;2;1;1;1;"S";33;2497;1;"";1;1;"";4;1;1;1;"";1;1;1;1;2;1;2;1;1;2;0;1;2;2;2;0;2;0;6;"";1;"";1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;2;0;2;320000;"8";"";"8";"8";"";"8";160000;"9";"";"8";"9";"";"9";4691;1;2;98;0;0;0
"TQSMNORXUHJNLUCDEIJAH00785890";2023;2;1;1;1;"S";33;1648;1;"";1;2;"";4;2;2;2;"";1;1;2;3;2;2;2;1;1;2;0;1;2;2;1;1;2;0;1;"";1;"";1;2;1;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;2;2;2;1;0;1;120000;"3";"";"3";"3";"";"3";120000;"7";"";"7";"7";"";"8";1824;1;0;98;0;0;0
"TQRMNOQWXHLMLOCDEIJAH00807150";2023;2;1;1;1;"S";33;1522;1;"";3;1;"";3;1;1;2;"";1;1;1;1;2;2;2;3;3;2;0;1;2;2;2;0;2;0;1;"";2;"";1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;4;0;4;0;"12";"";"12";"12";"";"12";0;"12";"";"12";"12";"";"12";0;1;0;2;0;0;0
"TQRMNOPTQHLKLPCDEIJAH00807151";2023;2;1;1;1;"S";33;1052;1;"";3;1;"";4;1;1;1;"";1;1;1;1;2;2;2;3;1;2;0;1;1;2;2;0;2;0;1;"";1;"";1;1;1;1;2;2;2;2;2;2;2;2;1;2;2;1;2;2;2;2;2;2;2;2;0;2;0;"12";"";"12";"12";"";"12";0;"12";"";"12";"12";"";"12";0;2;0;98;0;0;0
"TQRMNOQXQHLOKRCDEHPJB00806441";2023;2;1;1;40;"S";29;534;2;"";2;1;"";4;1;1;1;"";1;1;1;1;1;2;2;2;1;2;0;1;1;2;2;0;2;0;2;"";2;"";1;2;1;2;1;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;2;2;1;0;1;70000;"1";"1";"1";"1";"";"1";70000;"5";"5";"6";"5";"";"6";503;1;0;98;0;0;0
"TQRMNOUUVHLOKRCDEHPJB00806442";2023;2;1;1;40;"S";29;542;1;"";2;1;"";4;1;1;1;"";1;1;1;1;2;2;2;2;2;2;0;1;1;2;2;0;2;0;1;"";1;"";1;1;2;2;2;2;2;2;2;2;2;2;2;1;1;1;1;1;1;2;2;2;2;7;1;6;646400;"10";"10";"10";"10";"";"10";92342,86;"6";"7";"8";"6";"";"8";800;1;5;98;0;0;0
"TQRMNOUUXHLOKRCDEHPJB00806443";2023;2;1;1;40;"S";29;534;1;"";2;1;"";4;1;1;1;"";1;1;1;1;1;2;2;2;1;2;0;1;1;2;2;0;2;0;1;"";1;"";1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;1;0;1;160000;"4";"5";"5";"4";"";"5";160000;"9";"9";"10";"9";"";"10";606;1;0;98;0;0;0
"TQRMNOSPRHLOKSCDEHPJB00806444";2023;2;1;1;40;"S";29;356;2;"";6;1;"";2;1;1;1;"";1;1;1;1;2;2;2;6;5;1;1;1;1;2;2;0;2;0;1;"";1;"";1;1;2;2;2;2;2;1;1;2;1;2;1;1;2;1;1;2;1;2;2;2;2;9;2;7;0;"12";"12";"12";"12";"";"12";0;"12";"12";"12";"12";"";"12";0;2;0;7;6;0;0
"TQRMNOQSYHLMLMCDEOHCH00808296";2023;2;1;1;44;"N";91;183;1;"";5;1;"";2;1;1;1;"";1;1;1;1;2;2;2;5;1;1;2;1;2;2;2;0;2;0;6;"";1;"";1;2;1;2;2;2;2;2;2;2;1;2;2;2;2;2;2;2;2;2;2;2;2;1;0;1;200000;"6";"6";"4";"";"6";"5";200000;"9";"10";"9";"";"10";"9";177;1;0;96;0;0;0
"TQRMNORUWHKKQRCDEIJAH00780491";2023;2;1;1;1;"S";33;1994;1;"";5;1;"";3;1;1;1;"";1;1;1;1;2;2;2;5;3;2;0;2;2;2;0;0;0;0;1;"";1;"";1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;4;0;4;480000;"9";"";"9";"9";"";"10";120000;"7";"";"7";"7";"";"8";4983;2;1;97;0;0;0
"TQRMNOPTXHMLKRCDEIJAH00802362";2023;2;1;1;1;"S";33;2233;2;"";2;1;"";9;1;1;1;"";1;1;1;1;2;2;2;2;1;2;0;1;2;2;2;0;2;0;1;"";1;"";1;2;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;0;1;120800;"3";"";"3";"3";"";"3";120800;"8";"";"7";"7";"";"8";2872;97;0;96;0;0;0
"TQRMNORRRHMLKRCDEIJAH00807182";2023;2;1;1;1;"S";33;2384;2;"";4;1;"";3;1;1;1;"";1;1;1;1;2;2;2;4;2;2;0;1;1;1;2;0;2;0;3;"";1;"";1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;1;2;2;2;2;3;0;3;550000;"10";"";"10";"10";"";"10";183333,33;"9";"";"9";"9";"";"9";4747;2;1;98;0;0;0
"TQRMNOSRSHLMSLCDEIJAH00807183";2023;2;1;1;1;"S";33;1486;1;"";3;1;"";2;1;1;1;"";1;1;1;1;2;2;2;3;1;2;0;1;1;1;2;0;2;0;3;"";1;"";1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;1;2;2;2;2;1;0;1;88000;"2";"";"2";"2";"";"2";88000;"6";"";"6";"6";"";"7";1827;1;0;98;0;0;0
"TQRMNORRSHLLROCDEIJAH00807184";2023;2;1;1;1;"S";33;2616;2;"";4;1;"";3;1;1;1;"";1;1;1;2;2;1;2;4;3;2;0;1;1;2;2;0;2;0;3;"";1;"";1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;1;1;2;1;2;2;2;2;3;0;3;280000;"7";"";"7";"7";"";"7";93333,33;"6";"";"6";"6";"";"7";3631;1;0;2;0;0;0
"TQRMNOPWTHKMKOCDEFIAH00781755";2023;2;1;1;43;"S";2;692;1;"";1;1;"";4;1;1;1;"";1;1;2;2;2;2;2;1;1;2;0;1;2;2;2;0;2;0;3;"";2;"";1;1;2;2;2;2;2;1;1;2;2;2;2;2;2;1;1;2;2;2;2;2;2;5;2;3;0;"12";"12";"12";"12";"";"12";0;"12";"12";"12";"12";"";"12";0;1;0;3;0;0;0
"TQRMNORTPHKMKOCDEFIAH00775740";2023;2;1;1;43;"S";2;680;1;"";4;1;"";2;1;1;1;"";1;1;1;2;2;2;2;4;2;2;0;1;1;1;2;0;2;0;3;"";1;"";1;1;2;2;2;2;2;2;2;2;1;2;2;2;2;2;2;2;1;2;2;2;2;4;2;2;610000;"10";"10";"10";"10";"";"10";152500;"9";"9";"8";"8";"";"8";1434;2;1;98;0;0;0
