"CODUSU";"ANO4";"TRIMESTRE";"NRO_HOGAR";"REALIZADA";"REGION";"MAS_500";"AGLOMERADO";"PONDERA";"IV1";"IV1_ESP";"IV2";"IV3";"IV3_ESP";"IV4";"IV5";"IV6";"IV7";"IV7_ESP";"IV8";"IV9";"IV10";"IV11";"IV12_1";"IV12_2";"IV12_3";"II1";"II2";"II3";"II3_1";"II4_1";"II4_2";"II4_3";"II5";"II5_1";"II6";"II6_1";"II7";"II7_ESP";"II8";"II8_ESP";"II9";"V1";"V2";"V21";"V22";"V3";"V4";"V5";"V6";"V7";"V8";"V9";"V10";"V11";"V12";"V13";"V14";"V15";"V16";"V17";"V18";"V19_A";"V19_B";"IX_TOT";"IX_MEN10";"IX_MAYEQ10";"ITF";"DECIFR";"IDECIFR";"RDECIFR";"GDECIFR";"PDECIFR";"ADECIFR";"IPCF";"DECCFR";"IDECCFR";"RDECCFR";"GDECCFR";"PDECCFR";"ADECCFR";"PONDIH";"VII1_1";"VII1_2";"VII2_1";"VII2_2";"VII2_3";"VII2_4"
"TQRMNOQSUHLMLLCDEGOIH00805443";2023;2;1;1;40;"N";18;196;1;"";3;1;"";1;1;1;1;"";1;1;1;2;2;2;2;3;3;2;0;1;2;1;2;0;2;0;1;"";2;"";1;1;2;2;2;2;2;1;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;5;1;4;110000;"3";"3";"3";"";"3";"3";22000;"1";"1";"1";"";"1";"1";196;2;0;98;0;0;0
"TQRMNOPYYHJLKRCDEFKID00782027";2023;2;1;1;43;"S";4;1080;1;"";2;1;"";2;1;1;1;"";1;1;1;1;2;2;2;2;2;2;0;1;2;2;2;0;2;0;1;"";2;"";1;2;1;2;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;0;1;73000;"1";"1";"1";"1";"";"1";73000;"5";"5";"5";"5";"";"4";1384;1;0;98;0;0;0
"TQRMNORVQHLLLNCDEGOIH00805444";2023;2;1;1;40;"N";18;441;1;"";3;1;"";1;1;1;1;"";1;1;1;1;2;2;2;3;2;2;0;1;1;1;2;0;2;0;1;"";1;"";1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;4;0;4;165000;"4";"5";"5";"";"5";"5";41250;"2";"2";"3";"";"3";"3";436;2;0;4;0;0;0
"TQTMNORRPHMMKUCDEGOIH00800265";2023;2;1;1;40;"N";18;146;4;"";1;2;"";1;1;1;1;"";1;2;1;2;2;2;2;1;1;2;0;1;2;2;2;0;2;0;6;"";2;"";3;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;2;0;2;60000;"1";"1";"1";"";"1";"1";30000;"2";"2";"2";"";"2";"2";154;2;0;98;0;0;0
"TQRMNOSQRHLMLPCDEGOIH00805445";2023;2;1;1;40;"N";18;281;1;"";3;1;"";1;1;1;1;"";1;1;1;2;2;2;2;3;3;2;0;1;2;1;2;0;2;0;1;"";1;"";1;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;3;0;3;360000;"8";"9";"9";"";"9";"9";120000;"7";"8";"9";"";"8";"9";282;1;0;98;0;0;0
"TQRMNOSVVHMMLNCDEFKID00798645";2023;2;1;1;43;"S";4;539;1;"";2;1;"";2;1;1;1;"";1;1;1;1;2;2;2;2;2;2;0;1;1;1;2;0;2;0;1;"";4;"ELECTRICA";1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;0;2;0;"12";"12";"12";"12";"";"12";0;"12";"12";"12";"12";"";"12";0;1;2;98;0;0;0
"TQRMNOQWYHKOKOCDEGPDJ00778256";2023;2;1;1;40;"N";19;172;1;"";3;1;"";2;1;1;1;"";1;1;1;1;1;1;2;3;2;1;1;1;2;2;2;0;2;0;1;"";1;"";1;1;1;2;2;2;2;2;2;2;2;2;2;2;2;1;1;2;1;2;2;2;2;4;1;3;320000;"8";"8";"9";"";"8";"9";80000;"6";"6";"7";"";"6";"7";176;2;0;98;0;0;0
"TQRMNOQSWHJNLPCDEIGED00785072";2023;2;1;1;43;"N";30;83;1;"";4;1;"";1;1;1;1;"";1;1;1;1;2;1;2;4;1;2;0;1;1;1;2;0;2;0;3;"";1;"";1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;2;0;2;140000;"3";"4";"4";"";"4";"3";70000;"5";"5";"4";"";"5";"4";93;1;2;98;0;0;0
"TQRMNOQPPHJMKRCDEHGHJ00784176";2023;2;1;1;44;"N";20;146;1;"";3;1;"";4;1;1;1;"";1;1;1;1;2;2;2;3;2;2;0;1;2;2;2;0;2;0;5;"";1;"";1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;0;2;385000;"9";"9";"8";"";"9";"8";192500;"9";"9";"9";"";"9";"8";147;2;0;1;0;0;0
"TQRMNORQUHJMKRCDEHGHJ00784185";2023;2;1;1;44;"N";20;136;1;"";3;1;"";4;1;1;1;"";1;1;1;1;2;2;2;3;2;2;0;1;2;2;2;0;2;0;1;"";1;"";1;2;1;2;2;2;2;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;3;0;3;190000;"5";"6";"4";"";"6";"4";63333,33;"4";"4";"3";"";"5";"3";267;2;0;1;0;0;0
"TQRMNORPXHJLOQCDEIIAD00785720";2023;2;1;1;1;"S";32;1520;2;"";5;1;"";2;1;1;1;"";1;1;1;1;2;2;2;5;2;2;0;1;1;2;2;0;2;0;1;"";1;"";1;1;1;2;1;2;2;2;2;2;2;2;2;2;2;1;2;2;1;2;2;2;2;2;0;2;173000;"5";"";"5";"5";"";"4";86500;"6";"";"6";"6";"";"3";3215;1;0;98;0;0;0
"TQRMNOPUQHMMOQCDEIIAD00806948";2023;2;1;1;1;"S";32;1611;2;"";2;1;"";9;1;1;1;"";1;1;1;1;2;2;2;2;1;2;0;1;2;2;2;0;2;0;1;"";1;"";1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;1;0;1;150000;"4";"";"4";"4";"";"3";150000;"8";"";"8";"8";"";"6";2373;1;0;98;0;0;0
"TQRMNORUWHMNKMCDEIJAH00802098";2023;2;1;1;1;"S";33;1711;1;"";3;1;"";4;2;1;2;"";1;1;2;1;2;2;2;3;1;2;0;1;2;2;2;0;2;0;6;"";1;"";1;1;1;2;1;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;2;2;2;2;0;2;115000;"3";"";"3";"3";"";"3";57500;"4";"";"4";"4";"";"4";3145;1;0;97;0;0;0
"TQRMNORWWHMOKNCDEIJAH00802434";2023;2;1;1;1;"S";33;2294;1;"";2;2;"";4;1;1;1;"";1;1;1;1;2;2;2;2;2;2;0;1;1;2;2;0;2;0;1;"";1;"";1;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;2;0;2;170000;"5";"";"4";"5";"";"5";85000;"6";"";"6";"6";"";"6";3760;1;0;2;0;0;0
"TQRMNOPXRHLLKNCDEIJAH00807397";2023;2;1;1;1;"S";33;1721;2;"";3;1;"";9;2;1;1;"";1;1;1;1;2;2;2;3;3;2;0;1;1;2;2;0;2;0;1;"";1;"";1;1;2;2;2;2;2;2;2;2;2;2;1;2;1;2;2;2;1;2;2;2;2;3;0;3;0;"12";"";"12";"12";"";"12";0;"12";"";"12";"12";"";"12";0;1;0;98;0;0;0
"TQRMNOQYSHKNKOCDEIJAH00780716";2023;2;2;1;1;"S";33;2998;1;"";2;1;"";2;1;1;2;"";1;1;1;1;2;2;2;1;1;2;0;2;2;1;2;0;2;0;2;"";1;"";1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;1;1;2;2;2;2;2;2;2;0;2;140000;"4";"";"3";"4";"";"4";70000;"5";"";"5";"5";"";"5";5232;1;2;98;0;0;0
"TQRMNORRPHLMMLCDEFIAH00803361";2023;2;1;1;43;"S";2;858;1;"";4;1;"";4;1;1;2;"";1;1;1;3;2;2;2;4;1;2;0;1;2;2;2;0;2;0;3;"";1;"";1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;1;1;2;1;2;2;2;2;2;0;2;0;"12";"12";"12";"12";"";"12";0;"12";"12";"12";"12";"";"12";0;1;2;98;0;0;0
"TQRMNORPSHLNMMCDEFIAH00803362";2023;2;1;1;43;"S";2;491;1;"";2;1;"";4;1;1;2;"";1;1;1;1;2;1;2;2;2;2;0;1;2;2;2;0;2;0;1;"";1;"";1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;4;0;4;0;"12";"12";"12";"12";"";"12";0;"12";"12";"12";"12";"";"12";0;1;0;2;3;4;0
"TQRMNOSTXHKOMMCDEFIAH00775691";2023;2;1;1;43;"S";2;679;1;"";3;1;"";4;2;1;1;"";1;1;2;3;1;2;2;3;3;2;0;1;2;2;2;0;2;0;2;"";2;"";1;1;1;2;2;2;2;2;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;7;2;5;58000;"1";"1";"1";"1";"";"1";8285,71;"1";"1";"1";"1";"";"1";1318;1;2;98;0;0;0
"TQRMNOPXVHLLKMCDEFJAH00803528";2023;2;1;1;43;"N";3;241;1;"";3;1;"";9;1;1;1;"";1;1;1;1;2;2;2;3;1;2;0;1;1;1;2;0;2;0;1;"";1;"";1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;1;2;2;2;2;2;0;2;490000;"9";"10";"10";"";"10";"10";245000;"10";"10";"10";"";"10";"10";493;1;2;98;0;0;0
"TQRMNOQSVHMLKMCDEFJAH00798440";2023;2;1;1;43;"N";3;310;2;"";3;1;"";9;1;1;1;"";1;1;1;1;2;2;2;3;2;2;0;1;1;2;2;0;2;0;1;"";1;"";1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;1;2;2;2;2;2;0;2;400000;"9";"9";"9";"";"9";"9";200000;"9";"9";"9";"";"10";"9";516;1;2;98;0;0;0
"TQRMNORYUHLMKOCDEFJAH00803529";2023;2;1;1;43;"N";3;341;2;"";1;2;"";1;1;1;1;"";1;1;1;1;2;2;2;2;1;2;0;1;2;2;2;0;2;0;3;"";1;"";1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;1;0;1;180000;"5";"5";"5";"";"5";"5";180000;"9";"9";"9";"";"9";"9";513;1;0;98;0;0;0
"TQRMNOQWUHLMKPCDEFJAH00803530";2023;2;1;1;43;"N";3;289;1;"";5;1;"";1;1;1;1;"";1;1;1;1;2;2;2;5;2;2;0;1;1;1;2;0;2;0;3;"";1;"";1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;1;2;2;2;2;3;1;2;0;"12";"12";"12";"";"12";"12";0;"12";"12";"12";"";"12";"12";0;1;2;98;0;0;0
"TQRMNOQVTHJOKNCDEFJAH00781966";2023;2;1;1;43;"N";3;321;1;"";4;1;"";2;1;1;1;"";1;1;1;1;2;2;2;4;1;2;0;1;1;1;2;0;2;0;1;"";1;"";1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;1;2;2;2;2;1;0;1;150000;"4";"4";"4";"";"4";"4";150000;"8";"9";"8";"";"9";"8";462;1;0;98;0;0;0
"TQRMNOQWRHMMRSCDEIJAH00802036";2023;2;1;1;1;"S";33;2515;1;"";3;1;"";2;1;1;2;"";1;1;1;1;2;2;2;2;2;2;0;1;1;2;2;0;2;0;6;"";1;"";1;1;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;2;2;2;2;2;2;3;0;3;0;"12";"";"12";"12";"";"12";0;"12";"";"12";"12";"";"12";0;2;1;98;0;0;0
"TQRMNOPYPHLMRQCDEIJAH00807398";2023;2;1;1;1;"S";33;1942;1;"";6;1;"";1;1;1;1;"";1;1;1;1;2;2;2;6;3;2;0;1;1;1;2;0;2;0;1;"";1;"";1;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;2;0;2;380000;"9";"";"8";"9";"";"9";190000;"9";"";"9";"9";"";"9";3301;1;2;98;0;0;0
"TQRMNORWWHLMRQCDEIJAH00807399";2023;2;1;1;1;"S";33;1260;1;"";3;2;"";2;2;1;1;"";1;1;1;1;2;2;2;3;2;2;0;1;1;1;2;0;1;1;1;"";1;"";1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;2;2;1;0;1;0;"12";"";"12";"12";"";"12";0;"12";"";"12";"12";"";"12";0;1;0;98;0;0;0
"TQRMNORSSHMOKRCDEOJAH00803272";2023;2;1;1;44;"N";93;100;1;"";2;1;"";2;1;1;1;"";1;1;1;1;2;2;2;2;1;2;0;1;1;1;2;0;2;0;1;"";1;"";1;2;1;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;1;2;2;2;2;2;0;2;0;"12";"12";"12";"";"12";"12";0;"12";"12";"12";"";"12";"12";0;2;0;1;0;0;0
"TQRMNOPVUHMOKNCDEHIBB00800625";2023;2;1;1;40;"N";22;137;1;"";3;1;"";2;1;1;1;"";1;1;1;1;2;2;2;3;2;2;0;1;2;2;2;0;2;0;1;"";2;"";1;1;2;2;2;2;2;1;2;1;2;2;2;1;1;2;2;2;1;2;2;2;2;3;1;2;193800;"5";"6";"6";"";"6";"7";64600;"4";"4";"6";"";"5";"6";150;1;2;98;0;0;0
"TQRMNOPVXHMOKNCDEHIBB00800627";2023;2;1;1;40;"N";22;96;1;"";3;1;"";2;1;1;1;"";1;1;1;1;2;2;2;3;3;2;0;1;2;2;2;0;2;0;1;"";2;"";1;1;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;1;2;2;2;2;3;0;3;59000;"1";"1";"1";"";"1";"1";19666,67;"1";"1";"1";"";"1";"1";94;2;0;98;0;0;0
"TQRMNOWTTHJOKMCDEHIBB00784313";2023;2;1;1;40;"N";22;212;1;"";1;1;"";2;1;1;1;"";1;1;1;1;1;2;2;1;1;2;0;1;2;2;2;0;2;0;4;"";2;"";1;1;2;2;2;2;2;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;3;1;2;95100;"2";"2";"2";"";"2";"2";31700;"2";"2";"2";"";"2";"2";214;2;0;1;0;0;0
"TQRMNOSRPHKMKMCDEHIBB00800628";2023;2;1;1;40;"N";22;121;1;"";4;1;"";2;1;1;1;"";1;1;1;1;2;2;2;4;1;2;0;1;1;2;2;0;2;0;1;"";2;"";1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;1;0;1;370000;"9";"9";"9";"";"9";"9";370000;"10";"10";"10";"";"10";"10";131;1;0;98;0;0;0
"TQRMNOPWXHMMKPCDEHIBB00800631";2023;2;1;1;40;"N";22;148;1;"";3;1;"";1;1;1;1;"";1;1;1;1;2;2;2;3;1;2;0;1;1;1;2;0;2;0;1;"";1;"";1;2;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;1;2;2;2;2;1;0;1;120000;"3";"3";"3";"";"3";"3";120000;"7";"8";"9";"";"8";"9";162;1;0;98;0;0;0
"TQSMNOUTSHKOMPCDEIJAH00802557";2023;2;1;1;1;"S";33;3188;1;"";2;2;"";2;2;1;1;"";1;1;1;1;2;2;2;2;2;2;0;1;2;2;2;0;2;0;1;"";2;"";1;1;2;2;2;2;2;1;1;2;2;2;2;2;2;1;2;2;2;2;2;2;1;6;3;3;0;"12";"";"12";"12";"";"12";0;"12";"";"12";"12";"";"12";0;1;0;98;0;0;0
"TQSMNOSSYHJMMUCDEIJAH00807426";2023;2;1;1;1;"S";33;2586;1;"";2;1;"";2;1;1;1;"";1;2;1;2;2;2;2;2;1;2;0;1;1;2;2;0;2;0;3;"";2;"";1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;2;2;1;0;1;200000;"6";"";"5";"6";"";"6";200000;"9";"";"9";"9";"";"10";3102;1;0;97;0;0;0
"TQRMNOSYTHMOMNCDEIJAH00802559";2023;2;1;1;1;"S";33;1727;2;"";3;1;"";1;1;1;1;"";1;1;1;1;2;2;2;3;1;2;0;1;1;2;2;0;2;0;1;"";1;"";1;1;1;1;1;2;2;2;2;2;2;2;2;2;2;2;1;1;1;1;2;2;2;2;0;2;0;"12";"";"12";"12";"";"12";0;"12";"";"12";"12";"";"12";0;1;2;98;0;0;0
"TQRMNOQTTHLMMSCDEIJAH00807427";2023;2;1;1;1;"S";33;1731;2;"";3;1;"";2;1;1;1;"";1;1;1;1;2;2;2;3;2;2;0;1;1;2;2;0;2;0;1;"";1;"";1;2;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;0;2;150840;"4";"";"4";"4";"";"4";75420;"5";"";"5";"5";"";"6";2685;1;2;98;0;0;0
"TQRMNOVXXHMKMQCDEIJAH00802492";2023;2;1;1;1;"S";33;3651;1;"";3;1;"";3;1;1;1;"";1;1;1;1;2;2;2;3;2;2;0;1;1;1;2;0;2;0;1;"";1;"";1;2;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;2;2;0;2;551000;"10";"";"10";"10";"";"10";275500;"10";"";"10";"10";"";"10";6179;2;0;98;0;0;0
"TQRMNOSVUHLMNNCDEIIAD00806952";2023;2;1;1;1;"S";32;3544;1;"";4;1;"";2;1;1;1;"";1;1;1;1;2;2;2;4;3;1;1;1;1;2;2;0;2;0;1;"";1;"";1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;5;1;4;0;"12";"";"12";"12";"";"12";0;"12";"";"12";"12";"";"12";0;1;0;2;0;0;0
"TQRMNOPVQHLNQSCDEIJAH00807428";2023;2;1;1;1;"S";33;956;1;"";2;2;"";4;2;2;3;"";1;1;2;1;2;1;2;2;1;2;0;2;2;2;0;0;0;0;6;"";2;"";1;1;2;2;2;2;2;1;2;2;2;2;2;2;2;1;2;2;2;2;2;2;2;2;1;1;26000;"1";"";"1";"1";"";"1";13000;"1";"";"1";"1";"";"1";804;1;0;98;0;0;0
"TQRMNOTQSHLNQSCDEIJAH00807429";2023;2;1;1;1;"S";33;864;1;"";4;1;"";2;1;1;1;"";1;1;1;3;2;2;2;4;2;2;0;2;2;1;2;0;2;0;1;"";1;"";1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;4;0;4;120000;"3";"";"3";"3";"";"3";30000;"2";"";"2";"2";"";"2";1098;1;0;98;0;0;0
"TQRMNORWPHJMRLCDEIJAH00792340";2023;2;1;1;1;"S";33;1117;1;"";1;1;"";1;1;2;1;"";1;1;2;1;2;2;2;1;1;2;0;2;2;2;0;0;0;0;1;"";4;"ELECTRICO";1;2;1;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;1;2;2;2;1;0;1;45000;"1";"";"1";"1";"";"1";45000;"3";"";"3";"3";"";"3";1122;1;0;98;0;0;0
"TQRMNOPWTHJLRNCDEIJAH00786528";2023;2;1;1;1;"S";33;1373;2;"";3;1;"";9;1;1;1;"";1;1;1;1;2;2;2;3;2;2;0;1;2;2;2;0;2;0;8;"";2;"";1;1;2;2;2;2;2;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;0;2;100000;"2";"";"2";"2";"";"2";50000;"3";"";"3";"3";"";"4";1519;1;0;98;0;0;0
"TQRMNORPUHJLRNCDEIJAH00786460";2023;2;1;1;1;"S";33;1443;1;"";5;1;"";3;1;1;1;"";1;1;1;1;2;2;2;5;1;1;1;1;1;1;2;0;2;0;1;"";1;"";1;1;1;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;1;2;2;2;2;2;0;2;436000;"9";"";"9";"9";"";"9";218000;"10";"";"9";"9";"";"10";2800;2;0;98;0;0;0
"TQRMNOQPUHLNRMCDEIJAH00807430";2023;2;1;1;1;"S";33;3849;1;"";2;2;"";4;1;1;1;"";1;1;2;3;2;2;2;2;2;2;0;1;2;2;2;0;2;0;6;"";2;"";1;1;2;2;2;2;2;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;7;3;4;95000;"2";"";"2";"2";"";"2";13571,43;"1";"";"1";"1";"";"1";6055;2;0;1;0;0;0
"TQRMNOTVWHKLKUCDEHMHF00806223";2023;2;1;1;42;"N";26;157;2;"";2;1;"";9;1;1;1;"";1;1;1;1;2;2;2;2;1;2;0;1;2;2;2;0;2;0;3;"";1;"";1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;2;0;2;360000;"8";"9";"9";"";"9";"9";180000;"9";"9";"10";"";"9";"10";176;1;2;98;0;0;0
"TQRMNOQURHKMLLCDEHMHF00778971";2023;2;1;1;42;"N";26;180;1;"";4;1;"";1;1;1;1;"";1;1;1;1;2;2;2;4;2;2;0;1;1;2;2;0;2;0;1;"";2;"";1;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;2;2;2;2;2;0;2;74000;"1";"2";"1";"";"2";"2";37000;"2";"2";"2";"";"2";"2";186;1;0;98;0;0;0
"TQRMNORYWHJMLLCDEHJGH00784465";2023;2;1;1;40;"S";23;366;1;"";6;1;"";1;1;1;1;"";1;1;1;1;2;2;2;6;5;1;1;2;1;1;2;0;2;0;1;"";1;"";1;1;1;2;1;2;2;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;5;1;4;81000;"2";"2";"2";"2";"";"2";16200;"1";"1";"1";"1";"";"1";371;2;0;3;4;0;0
"TQRMNOSTSHMNLQCDEHJGH00805921";2023;2;1;1;40;"S";23;384;1;"";4;2;"";2;1;1;1;"";1;1;1;3;1;2;2;4;3;2;0;1;2;1;2;0;2;0;1;"";2;"";1;1;2;2;2;2;2;1;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;5;0;5;326000;"8";"8";"9";"8";"";"8";65200;"4";"5";"6";"4";"";"5";382;5;2;98;0;0;0
"TQRMNORPXHLLLOCDEHJGH00805922";2023;2;1;1;40;"S";23;299;2;"";3;1;"";1;1;1;1;"";1;1;1;1;2;2;2;3;1;2;0;1;1;2;2;0;2;0;3;"";1;"";1;2;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;1;0;1;200000;"5";"6";"6";"5";"";"5";200000;"9";"10";"10";"9";"";"10";326;1;0;98;0;0;0
