"fecha","valor"
1998-05-01,150
1998-06-01,150
1998-07-01,150
1998-08-01,150
1998-09-01,150
1998-10-01,150
1998-11-01,150
1998-12-01,150
1999-01-01,150
1999-02-01,150
1999-03-01,150
1999-04-01,150
1999-05-01,150
1999-06-01,150
1999-07-01,150
1999-08-01,150
1999-09-01,150
1999-10-01,150
1999-11-01,150
1999-12-01,150
2000-01-01,150
2000-02-01,150
2000-03-01,150
2000-04-01,150
2000-05-01,150
2000-06-01,150
2000-07-01,150
2000-08-01,150
2000-09-01,150
2000-10-01,150
2000-11-01,150
2000-12-01,150
2001-01-01,150
2001-02-01,150
2001-03-01,150
2001-04-01,150
2001-05-01,150
2001-06-01,150
2001-07-01,150
2001-08-01,150
2001-09-01,150
2001-10-01,150
2001-11-01,150
2001-12-01,150
2002-01-01,150
2002-02-01,150
2002-03-01,150
2002-04-01,150
2002-05-01,150
2002-06-01,150
2002-07-01,150
2002-08-01,150
2002-09-01,150
2002-10-01,150
2002-11-01,150
2002-12-01,150
2003-01-01,150
2003-02-01,150
2003-03-01,150
2003-04-01,150
2003-05-01,150
2003-06-01,150
2003-07-01,220
2003-08-01,220
2003-09-01,220
2003-10-01,220
2003-11-01,220
2003-12-01,220
2004-01-01,240
2004-02-01,240
2004-03-01,240
2004-04-01,240
2004-05-01,240
2004-06-01,260
2004-07-01,260
2004-08-01,260
2004-09-01,308
2004-10-01,308
2004-11-01,308
2004-12-01,308
2005-01-01,308
2005-02-01,308
2005-03-01,308
2005-04-01,308
2005-05-01,308
2005-06-01,308
2005-07-01,350
2005-08-01,350
2005-09-01,390
2005-10-01,390
2005-11-01,390
2005-12-01,390
2006-01-01,390
2006-02-01,390
2006-03-01,390
2006-04-01,390
2006-05-01,390
2006-06-01,470
2006-07-01,470
2006-08-01,470
2006-09-01,470
2006-10-01,470
2006-11-01,470
2006-12-01,470
2007-01-01,530
2007-02-01,530
2007-03-01,530
2007-04-01,530
2007-05-01,530
2007-06-01,530
2007-07-01,530
2007-08-01,530
2007-09-01,596.25
2007-10-01,596.25
2007-11-01,596.25
2007-12-01,596.25
2008-01-01,596.25
2008-02-01,596.25
2008-03-01,655
2008-04-01,655
2008-05-01,655
2008-06-01,655
2008-07-01,690
2008-08-01,690
2008-09-01,690
2008-10-01,690
2008-11-01,690
2008-12-01,690
2009-01-01,690
2009-02-01,690
2009-03-01,770
2009-04-01,770
2009-05-01,770
2009-06-01,770
2009-07-01,770
2009-08-01,770
2009-09-01,827.23
2009-10-01,827.23
2009-11-01,827.23
2009-12-01,827.23
2010-01-01,827.23
2010-02-01,827.23
2010-03-01,895.15
2010-04-01,895.15
2010-05-01,895.15
2010-06-01,895.15
2010-07-01,895.15
2010-08-01,895.15
2010-09-01,1046.43
2010-10-01,1046.43
2010-11-01,1046.43
2010-12-01,1046.43
2011-01-01,1046.43
2011-02-01,1046.43
2011-03-01,1227.78
2011-04-01,1227.78
2011-05-01,1227.78
2011-06-01,1227.78
2011-07-01,1227.78
2011-08-01,1227.78
2011-09-01,1434
2011-10-01,1434
2011-11-01,1434
2011-12-01,1434
2012-01-01,1434
2012-02-01,1434
2012-03-01,1686.67
2012-04-01,1686.67
2012-05-01,1686.67
2012-06-01,1686.67
2012-07-01,1686.67
2012-08-01,1686.67
2012-09-01,1879.67
2012-10-01,1879.67
2012-11-01,1879.67
2012-12-01,1879.67
2013-01-01,1879.67
2013-02-01,1879.67
2013-03-01,2165
2013-04-01,2165
2013-05-01,2165
2013-06-01,2165
2013-07-01,2165
2013-08-01,2165
2013-09-01,2477
2013-10-01,2477
2013-11-01,2477
2013-12-01,2477
2014-01-01,2477
2014-02-01,2477
2014-03-01,2757
2014-04-01,2757
2014-05-01,2757
2014-06-01,2757
2014-07-01,2757
2014-08-01,2757
2014-09-01,3231.63
2014-10-01,3231.63
2014-11-01,3231.63
2014-12-01,3231.63
2015-01-01,3231.63
2015-02-01,3231.63
2015-03-01,3821.71
2015-04-01,3821.71
2015-05-01,3821.71
2015-06-01,3821.71
2015-07-01,3821.71
2015-08-01,3821.71
2015-09-01,4299
2015-10-01,4299
2015-11-01,4299
2015-12-01,4299
2016-01-01,4299
2016-02-01,4299
2016-03-01,4958.8965
2016-04-01,4958.8965
2016-05-01,4958.8965
2016-06-01,4958.8965
2016-07-01,4958.8965
2016-08-01,4958.8965
2016-09-01,5661.08
2016-10-01,5661.08
2016-11-01,5661.08
2016-12-01,5661.08
2017-01-01,5661.08
2017-02-01,5661.08
2017-03-01,6394.85
2017-04-01,6394.85
2017-05-01,6394.85
2017-06-01,6394.85
2017-07-01,6394.85
2017-08-01,6394.85
2017-09-01,7246.64
2017-10-01,7246.64
2017-11-01,7246.64
2017-12-01,7246.64
2018-01-01,7246.64
2018-02-01,7246.64
2018-03-01,7660.42
2018-04-01,7660.42
2018-05-01,7660.42
2018-06-01,8096.3
2018-07-01,8096.3
2018-08-01,8096.3
2018-09-01,8637.13
2018-10-01,8637.13
2018-11-01,8637.13
2018-12-01,9309.1
2019-01-01,9309.1
2019-02-01,9309.1
2019-03-01,10410.37
2019-04-01,10410.37
2019-05-01,10410.37
2019-06-01,11528.44
2019-07-01,11528.0365558853
2019-08-01,11528.0365558853
2019-09-01,12937.22
2019-10-01,12937.22
2019-11-01,12937.22
2019-12-01,14067.93
2020-01-01,14067.93
2020-02-01,14067.93
2020-03-01,15892
2020-04-01,15892
2020-05-01,15892
2020-06-01,16864.05
2020-07-01,16864.05
2020-08-01,16864.05
2020-09-01,18128.85
2020-10-01,18128.85
2020-11-01,18128.85
2020-12-01,19035.2925
2021-01-01,19035.2925
2021-02-01,19035.2925
2021-03-01,20571.44
2021-04-01,20571.44
2021-05-01,20571.44
2021-06-01,23064.7
2021-07-01,23064.7
2021-08-01,23064.7
2021-09-01,25922
2021-10-01,25922
2021-11-01,25922
2021-12-01,29062
2022-01-01,29062
2022-02-01,29062
2022-03-01,32630
2022-04-01,32630
2022-05-01,32630
2022-06-01,37524
2022-07-01,37524
2022-08-01,37524
2022-09-01,43352.586288
2022-10-01,43352.586288
2022-11-01,43352.586288
2022-12-01,50124.2602661856
2023-01-01,50124.2602661856
2023-02-01,50124.2602661856
2023-03-01,58665.43
2023-04-01,58665.43
2023-05-01,58665.43
2023-06-01,70938
2023-07-01,70938
2023-08-01,70938
2023-09-01,87459.76
2023-10-01,87459.76
2023-11-01,87459.76
2023-12-01,105713
2024-01-01,105713
2024-02-01,105713
2024-03-01,134445.7934
2024-04-01,171283.31
2024-05-01,190141.6
2024-06-01,206931.1
2024-07-01,215580.82
2024-08-01,225454.42
2024-09-01,234540.23
2024-10-01,244320.56
2024-11-01,252798.48
2024-12-01,259598.76
2025-01-01,265907.01
2025-02-01,273086.5
2025-03-01,279121.71
2025-04-01,285820.63
2025-05-01,296481.74
2025-06-01,304723.93
2025-07-01,309294.79
2025-08-01,314305.37
2025-09-01,320277.17
2025-10-01,326298.38
2025-11-01,333085.39
2025-12-01,340879.59
2026-01-01,349299.32
2026-02-01,359254.35
2026-03-01,369600.88
2026-04-01,380319.31
2026-05-01,393174.1
2026-06-01,403317.99
2026-07-01,411989.33
2026-08-01,419775.93
