"CODUSU";"ANO4";"TRIMESTRE";"NRO_HOGAR";"REALIZADA";"REGION";"MAS_500";"AGLOMERADO";"PONDERA";"IV1";"IV1_ESP";"IV2";"IV3";"IV3_ESP";"IV4";"IV5";"IV6";"IV7";"IV7_ESP";"IV8";"IV9";"IV10";"IV11";"IV12_1";"IV12_2";"IV12_3";"II1";"II2";"II3";"II3_1";"II4_1";"II4_2";"II4_3";"II5";"II5_1";"II6";"II6_1";"II7";"II7_ESP";"II8";"II8_ESP";"II9";"V1";"V2";"V21";"V22";"V3";"V4";"V5";"V6";"V7";"V8";"V9";"V10";"V11";"V12";"V13";"V14";"V15";"V16";"V17";"V18";"V19_A";"V19_B";"IX_TOT";"IX_MEN10";"IX_MAYEQ10";"ITF";"DECIFR";"IDECIFR";"RDECIFR";"GDECIFR";"PDECIFR";"ADECIFR";"IPCF";"DECCFR";"IDECCFR";"RDECCFR";"GDECCFR";"PDECCFR";"ADECCFR";"PONDIH";"VII1_1";"VII1_2";"VII2_1";"VII2_2";"VII2_3";"VII2_4"
"TQRMNORVSHJNKQCDEOJAH00787233";2023;3;1;1;44;"N";93;74;1;"";1;1;"";4;1;1;1;"";1;1;1;1;2;2;2;1;1;2;0;1;2;2;2;0;2;0;6;"";2;"";1;1;2;2;2;2;2;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;6;1;5;240000;"5";"5";"3";"";"5";"4";40000;"2";"2";"1";"";"2";"1";87;2;0;1;0;0;0
"TQRMNOSRTHJMKRCDEOJAH00787226";2023;3;1;1;44;"N";93;130;2;"";4;1;"";9;1;1;1;"";1;1;1;1;2;2;2;4;2;2;0;1;1;2;2;0;2;0;3;"";1;"";1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;4;1;3;326000;"6";"7";"5";"";"7";"6";81500;"4";"4";"3";"";"4";"3";147;2;0;98;0;0;0
"TQRMNOPXTHJNLRCDEHJGH00784467";2023;3;1;1;40;"S";23;266;1;"";6;2;"";4;1;1;1;"";1;2;1;1;2;2;2;6;2;2;0;2;2;1;2;0;2;0;1;"";1;"";1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;1;2;2;2;2;3;0;3;511000;"9";"9";"9";"8";"";"9";170333,33;"8";"8";"9";"7";"";"9";253;2;0;1;0;0;0
"TQRMNOQXSHJLLUCDEHJGH00784472";2023;3;1;1;40;"S";23;326;2;"";2;1;"";4;1;1;1;"";1;1;1;1;2;2;2;2;1;2;0;1;1;2;2;0;2;0;3;"";1;"";1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;1;1;2;1;2;2;2;2;1;0;1;300000;"6";"6";"7";"6";"";"6";300000;"10";"10";"10";"10";"";"10";351;1;0;98;0;0;0
"TQRMNOQPVHKOMMCDEHJGH00790125";2023;3;1;1;40;"S";23;335;1;"";3;1;"";4;1;1;1;"";1;1;1;2;2;2;2;3;2;2;0;1;2;2;2;0;2;0;6;"";1;"";1;1;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;2;1;2;2;2;2;2;0;2;676400;"9";"10";"10";"9";"";"9";338200;"10";"10";"10";"10";"";"10";307;1;0;2;0;0;0
"TQRMNOTQVHLMMLCDEHJGH00811052";2023;3;1;1;40;"S";23;545;1;"";2;4;"MADERA";5;2;1;3;"";1;2;2;3;2;2;2;2;1;2;0;2;2;2;0;0;0;0;6;"";4;"ELECTRICIDAD";1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;1;2;2;2;1;0;1;46000;"1";"1";"1";"1";"";"1";46000;"2";"2";"2";"2";"";"2";546;1;0;98;0;0;0
"TQRMNORSSHLMMMCDEHJGH00805990";2023;3;1;1;40;"S";23;375;1;"";7;1;"";4;1;1;1;"";1;1;1;3;1;1;2;7;5;2;0;2;1;1;2;0;2;0;1;"";1;"";1;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;8;1;7;1395000;"10";"10";"10";"10";"";"10";174375;"8";"8";"9";"7";"";"9";406;2;0;98;0;0;0
"TQRMNORWXHLMMMCDEHJGH00805991";2023;3;1;1;40;"S";23;337;1;"";4;1;"";2;1;1;1;"";1;1;1;1;2;1;2;4;3;2;0;1;2;2;2;0;2;0;1;"";1;"";1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;2;2;2;4;0;4;815000;"10";"10";"10";"10";"";"10";203750;"8";"9";"10";"8";"";"9";335;1;2;98;0;0;0
"TQRMNOQTTHMOKMCDEHNHB00811453";2023;3;1;1;42;"S";27;370;1;"";3;1;"";1;1;1;1;"";1;1;1;1;2;2;2;3;2;2;0;1;2;2;2;0;2;0;1;"";2;"";1;1;2;2;2;2;2;1;2;2;2;2;2;1;2;1;2;1;2;2;2;2;2;5;0;5;102590;"2";"2";"2";"2";"";"2";20518;"1";"1";"1";"1";"";"1";367;1;2;3;0;0;0
"TQRMNOUYYHJLLMCDEOHCH00813375";2023;3;1;1;44;"N";91;207;1;"";3;1;"";2;1;1;1;"";1;1;1;1;1;1;2;3;2;2;0;1;2;2;2;0;2;0;1;"";1;"";1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;1;2;2;2;2;3;0;3;0;"12";"12";"12";"";"12";"12";0;"12";"12";"12";"";"12";"12";0;1;0;98;0;0;0
"TQRMNORYYHJMLNCDEOHCH00787028";2023;3;1;1;44;"N";91;141;1;"";5;1;"";1;1;1;1;"";1;1;1;1;2;2;2;5;2;2;0;1;1;1;2;0;2;0;1;"";1;"";1;2;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;0;2;260000;"5";"5";"4";"";"5";"5";130000;"6";"7";"5";"";"7";"6";151;1;2;98;0;0;0
"TQRMNORWTHKLKSCDEFKID00787651";2023;3;1;1;43;"S";4;995;1;"";4;1;"";9;1;1;1;"";1;1;1;1;2;2;2;4;2;2;0;1;2;1;2;0;2;0;1;"";1;"";1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;4;0;4;0;"12";"12";"12";"12";"";"12";0;"12";"12";"12";"12";"";"12";0;3;0;4;0;0;0
"TQRMNORRQHJLKUCDEFKID00782226";2023;3;1;1;43;"S";4;1245;2;"";2;1;"";1;1;1;1;"";1;1;1;1;2;2;2;2;2;2;0;1;2;2;2;0;2;0;3;"";1;"";1;1;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;2;2;2;2;2;1;1;470000;"8";"9";"8";"8";"";"8";235000;"9";"9";"9";"9";"";"9";1672;1;0;98;0;0;0
"TQRMNOPTTHLKKRCDEFKID00809016";2023;3;1;1;43;"S";4;1320;2;"";3;1;"";1;1;1;1;"";1;1;1;1;2;2;2;3;1;2;0;1;1;2;2;0;2;0;1;"";1;"";1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;0;1;0;"12";"12";"12";"12";"";"12";0;"12";"12";"12";"12";"";"12";0;96;0;98;0;0;0
"TQRMNOQRWHMOKQCDEGKDB00810194";2023;3;1;1;43;"N";14;144;1;"";1;2;"";4;2;1;1;"";1;1;2;1;2;2;2;1;1;2;0;2;2;2;0;0;0;0;1;"";2;"";1;1;1;1;2;2;2;2;1;2;2;2;2;2;2;2;2;1;1;2;2;2;2;1;0;1;114500;"2";"2";"2";"";"2";"2";114500;"6";"6";"5";"";"6";"7";155;1;0;98;0;0;0
"TQRMNOSUQHLOKQCDEGKDB00805079";2023;3;1;1;43;"N";14;129;1;"";3;1;"";4;1;1;1;"";1;1;1;1;2;2;2;3;1;2;0;2;1;1;2;0;2;0;1;"";4;"ELECTRICA";1;2;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;0;1;119000;"2";"2";"2";"";"2";"2";119000;"6";"6";"6";"";"6";"7";210;1;0;98;0;0;0
"TQRMNOQPSHLLKRCDEGKDB00805080";2023;3;1;1;43;"N";14;107;1;"";3;1;"";4;1;1;1;"";1;1;1;2;2;2;2;3;3;2;0;2;2;2;0;0;0;0;2;"";2;"";1;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;3;0;3;134160;"2";"2";"2";"";"2";"3";44720;"2";"2";"2";"";"2";"2";263;2;0;1;0;0;0
"TQRMNOTVQHJLKTCDEGKDB00783479";2023;3;2;1;43;"N";14;128;2;"";1;1;"";9;1;1;1;"";1;1;1;1;2;2;2;1;1;2;0;2;2;2;0;0;0;0;3;"";1;"";1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;1;0;1;200000;"4";"4";"4";"";"4";"4";200000;"8";"8";"8";"";"9";"9";169;1;0;98;0;0;0
"TQRMNOPRWHKOKTCDEGKDB00789249";2023;3;2;1;43;"N";14;139;1;"";4;1;"";4;1;1;1;"";1;1;1;1;2;2;2;4;2;2;0;1;2;2;2;0;2;0;3;"";2;"";1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;1;1;2;2;2;3;1;2;305000;"6";"6";"6";"";"6";"7";101666,67;"5";"5";"5";"";"6";"6";197;2;0;98;0;0;0
"TQRMNORVPHKOKTCDEGKDB00789261";2023;3;1;1;43;"N";14;117;1;"";2;2;"";4;1;1;1;"";1;1;1;1;2;2;2;2;1;2;0;1;2;2;2;0;2;0;1;"";2;"";1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;2;1;0;1;110000;"2";"2";"2";"";"2";"2";110000;"5";"6";"5";"";"6";"7";117;1;0;97;0;0;0
"TQRMNOQVRHMLLNCDEGKDB00810195";2023;3;1;1;43;"N";14;194;1;"";4;1;"";2;1;1;1;"";1;1;1;1;2;2;2;4;1;1;1;1;1;2;2;0;1;1;6;"";2;"";1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;0;1;150000;"2";"3";"3";"";"3";"3";150000;"7";"7";"7";"";"7";"8";321;1;0;98;0;0;0
"TQRMNORRWHJMKNCDEHLEH00784598";2023;3;1;1;40;"N";25;176;1;"";3;1;"";2;1;1;1;"";1;1;1;1;2;2;2;3;2;2;0;1;1;2;2;0;2;0;1;"";2;"";1;1;2;2;2;2;2;2;2;1;2;2;2;2;1;2;2;2;1;2;2;2;2;3;0;3;104000;"2";"2";"2";"";"2";"2";34666,67;"1";"1";"2";"";"1";"1";196;1;0;2;3;0;0
"TQRMNORXVHKKKQCDEHLEH00790344";2023;3;1;1;40;"N";25;108;2;"";2;1;"";9;1;1;1;"";1;1;1;1;2;2;2;2;2;2;0;1;2;2;2;0;2;0;3;"";1;"";1;2;2;2;2;2;2;2;2;1;2;2;2;2;1;2;2;2;1;2;2;2;2;2;0;2;60000;"1";"1";"1";"";"1";"1";30000;"1";"1";"1";"";"1";"1";114;1;0;2;0;0;0
"TQRMNOPQUHKOKSCDEHLEH00790360";2023;3;1;1;40;"N";25;133;1;"";3;2;"";2;1;1;1;"";1;1;1;2;2;2;2;3;3;2;0;1;2;2;2;0;2;0;1;"";2;"";1;1;2;2;2;2;2;1;1;2;2;2;2;2;2;1;1;2;1;1;2;2;2;8;3;5;186000;"3";"4";"4";"";"4";"5";23250;"1";"1";"1";"";"1";"1";157;2;3;4;5;0;0
"TQRMNOTUWHKOKMCDEIJAH00791737";2023;3;1;1;1;"S";33;3187;1;"";3;1;"";2;2;1;2;"";1;1;1;1;2;2;2;3;2;2;0;1;2;2;2;0;2;0;2;"";2;"";1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;5;0;5;1010000;"10";"";"10";"10";"";"10";202000;"8";"";"8";"8";"";"9";10419;2;0;5;0;0;0
"TQRMNOPWQHMMKPCDEIJAH00812805";2023;3;1;1;1;"S";33;3041;1;"";3;1;"";4;1;1;2;"";1;1;1;2;1;1;1;3;2;2;0;1;1;1;2;0;2;0;3;"";1;"";1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;3;1;2;350000;"7";"";"6";"7";"";"6";116666,67;"6";"";"5";"6";"";"6";4595;2;1;98;0;0;0
"TQRMNOPUVHJLKSCDEIJAH00785780";2023;3;1;1;1;"S";33;1390;1;"";2;1;"";4;1;1;1;"";1;1;1;2;2;2;2;2;2;2;0;1;2;2;2;0;2;0;4;"";1;"";1;1;1;2;2;2;2;2;2;2;2;2;2;2;2;1;2;1;1;2;2;2;2;3;0;3;0;"12";"";"12";"12";"";"12";0;"12";"";"12";"12";"";"12";0;1;0;2;3;0;0
"TQRMNOPQUHMMLPCDEFIAH00808660";2023;3;1;1;43;"S";2;501;1;"";4;1;"";1;1;1;1;"";1;1;1;2;2;2;2;4;3;1;1;1;1;1;2;0;2;0;1;"";1;"";1;1;2;2;2;2;2;2;2;2;1;2;2;2;2;1;2;2;2;2;2;2;2;3;0;3;0;"12";"12";"12";"12";"";"12";0;"12";"12";"12";"12";"";"12";0;1;2;3;0;0;0
"TQRMNOPTYHLOLRCDEFIAH00803442";2023;3;1;1;43;"S";2;805;1;"";2;2;"";2;2;2;1;"";1;1;2;2;1;1;2;2;2;2;0;1;2;2;2;0;2;0;1;"";2;"";1;1;2;2;2;2;2;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;3;0;3;0;"12";"12";"12";"12";"";"12";0;"12";"12";"12";"12";"";"12";0;1;0;98;0;0;0
"TQRMNOXVWHLOLSCDEFIAH00808661";2023;3;1;1;43;"S";2;595;1;"";1;2;"";4;2;1;1;"";1;1;1;2;2;2;2;1;1;2;0;1;2;2;2;0;2;0;1;"";2;"";1;1;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;1;2;2;2;2;2;0;2;0;"12";"12";"12";"12";"";"12";0;"12";"12";"12";"12";"";"12";0;1;2;98;0;0;0
"TQRMNOQUPHMMTPCDEIJAH00812806";2023;3;1;1;1;"S";33;2229;1;"";2;1;"";4;1;1;1;"";1;1;1;1;2;2;2;2;2;2;0;1;2;2;2;0;2;0;6;"";2;"";1;2;2;2;2;2;2;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;3;0;3;409000;"7";"";"7";"7";"";"7";136333,33;"7";"";"6";"6";"";"7";4682;2;0;98;0;0;0
"TQRMNOQUWHLNKTCDEFKID00803780";2023;3;1;1;43;"S";4;528;1;"";2;1;"";2;1;1;1;"";1;1;1;1;2;2;2;2;1;2;0;1;1;1;2;0;2;0;1;"";1;"";1;1;1;2;1;2;2;2;2;2;2;2;2;2;2;1;2;2;1;2;2;2;2;2;0;2;130000;"2";"2";"2";"2";"";"2";65000;"3";"3";"3";"3";"";"2";474;2;0;98;0;0;0
"TQRMNOPQVHKOLOCDEFKID00796325";2023;3;1;1;43;"S";4;521;1;"";3;1;"";2;1;1;1;"";1;1;1;1;2;2;2;3;2;2;0;1;1;2;2;0;2;0;1;"";1;"";1;1;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;0;2;0;"12";"12";"12";"12";"";"12";0;"12";"12";"12";"12";"";"12";0;1;0;97;0;0;0
"TQRMNOPUXHKOKPCDEGLDF00789501";2023;3;1;1;41;"N";15;111;1;"";2;2;"";4;2;1;1;"";1;1;1;1;2;2;2;2;1;2;0;2;2;2;0;0;0;0;1;"";2;"";1;1;1;2;2;2;2;2;2;1;2;2;2;2;2;2;2;2;1;2;2;2;2;2;0;2;131000;"2";"2";"3";"";"2";"3";65500;"3";"3";"4";"";"3";"4";114;1;0;98;0;0;0
"TQRMNOQWYHKOKPCDEGLDF00789503";2023;3;1;1;41;"N";15;108;1;"";4;1;"";4;1;1;1;"";1;1;1;1;2;2;2;4;1;2;0;2;2;2;0;0;0;0;1;"";2;"";1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;3;1;2;200000;"4";"4";"5";"";"4";"5";66666,67;"3";"3";"4";"";"3";"4";123;2;0;1;0;0;0
"TQRMNOYYSHLOKPCDEGLDF00805106";2023;3;1;1;41;"N";15;569;1;"";1;1;"";4;1;1;1;"";1;2;1;1;2;2;2;1;1;2;0;1;1;1;2;0;2;0;1;"";2;"";1;1;2;2;2;2;2;1;2;2;2;2;2;2;2;2;2;2;1;1;2;2;2;5;2;3;129000;"2";"2";"3";"";"2";"2";25800;"1";"1";"1";"";"1";"1";569;1;0;3;0;0;0
"TQRMNOYYWHLOKPCDEGLDF00805107";2023;3;1;1;41;"N";15;443;1;"";1;1;"";4;1;1;1;"";1;1;1;1;2;2;2;2;1;2;0;1;1;2;2;0;2;0;1;"";2;"";1;1;2;2;2;2;2;1;2;2;2;2;2;2;2;2;2;1;1;1;2;2;2;4;2;2;73000;"1";"1";"1";"";"1";"1";18250;"1";"1";"1";"";"1";"1";447;1;0;2;0;0;0
"TQRMNOQVPHLNKQCDEGLDF00810271";2023;3;1;1;41;"N";15;81;1;"";4;1;"";4;1;1;1;"";1;1;1;1;2;2;2;4;2;2;0;2;1;2;2;0;2;0;1;"";2;"";1;1;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;1;2;2;2;2;2;2;0;2;130000;"2";"2";"3";"";"2";"2";65000;"3";"3";"4";"";"3";"4";83;1;0;98;0;0;0
"TQSMNOSSYHLNKQCDEGLDF00805108";2023;3;1;1;41;"N";15;210;1;"";2;1;"";4;1;1;1;"";1;1;1;1;2;2;2;2;1;2;0;2;1;2;2;0;2;0;6;"";2;"";1;1;2;2;2;2;2;1;2;2;2;2;2;2;2;1;1;2;1;2;2;2;2;3;1;2;178000;"3";"3";"4";"";"3";"4";59333,33;"3";"3";"4";"";"3";"3";215;2;0;1;0;0;0
"TQRMNOPSQHLMKRCDEGLDF00810272";2023;3;1;1;41;"N";15;269;1;"";3;1;"";4;1;1;1;"";1;1;1;1;2;2;2;3;3;2;0;1;2;2;2;0;2;0;1;"";2;"";1;1;2;2;2;2;2;2;2;2;2;2;2;1;1;2;2;2;1;2;2;2;2;4;1;3;240000;"5";"5";"6";"";"5";"6";60000;"3";"3";"4";"";"3";"3";286;1;0;98;0;0;0
"TQRMNOPSSHLMKRCDEGLDF00805109";2023;3;1;1;41;"N";15;115;1;"";2;2;"";4;1;1;1;"";1;1;1;1;2;2;2;2;1;2;0;1;1;1;2;0;2;0;1;"";2;"";1;2;1;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;1;2;2;2;2;2;0;2;120000;"2";"2";"2";"";"2";"2";60000;"3";"3";"4";"";"3";"3";124;2;0;98;0;0;0
"TQSMNOPQXHMMKUCDEGLDF00810273";2023;3;1;1;41;"N";15;132;1;"";2;1;"";4;1;1;1;"";1;1;1;1;2;2;2;2;2;2;0;1;1;1;2;0;2;0;6;"";2;"";1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;1;2;2;2;2;4;2;2;360000;"7";"7";"8";"";"7";"8";90000;"4";"5";"6";"";"5";"6";163;1;0;2;0;0;0
"TQRMNOSXVHKMKRCDEGLDF00789491";2023;3;1;1;41;"N";15;201;1;"";1;1;"";4;1;1;1;"";1;1;1;1;2;2;2;1;1;2;0;1;2;2;2;0;2;0;1;"";2;"";1;2;1;1;1;2;2;2;2;2;2;2;2;2;2;1;1;2;1;2;2;2;2;1;0;1;87000;"1";"1";"1";"";"1";"1";87000;"4";"5";"6";"";"5";"6";229;1;0;98;0;0;0
"TQRMNOQUQHLMKOCDEHIBB00805755";2023;3;1;1;40;"N";22;144;2;"";2;1;"";1;1;1;1;"";1;1;1;1;2;2;2;2;1;2;0;1;2;2;2;0;2;0;3;"";1;"";1;1;2;2;2;2;2;2;2;2;2;2;2;1;2;1;2;2;1;2;2;2;2;2;0;2;260000;"5";"5";"6";"";"5";"6";130000;"6";"7";"8";"";"7";"8";183;2;0;1;0;0;0
"TQRMNORYQHKMKQCDEHIBB00795541";2023;3;1;1;40;"N";22;110;2;"";2;1;"";1;1;1;1;"";1;1;1;1;2;2;2;2;1;2;0;1;2;2;2;0;2;0;3;"";2;"";1;1;2;2;2;2;2;2;2;1;2;2;2;2;2;2;2;2;1;2;2;2;2;1;0;1;30000;"1";"1";"1";"";"1";"1";30000;"1";"1";"1";"";"1";"1";136;1;0;98;0;0;0
"TQRMNOSSXHKMKQCDEHIBB00790109";2023;3;1;1;40;"N";22;112;1;"";4;1;"";1;1;1;1;"";1;1;1;1;2;2;2;4;2;2;0;1;2;2;2;0;2;0;1;"";2;"";1;1;2;2;2;2;2;2;2;1;2;2;2;2;2;2;2;2;2;2;2;2;2;5;3;2;100000;"2";"2";"2";"";"2";"2";20000;"1";"1";"1";"";"1";"1";116;2;0;98;0;0;0
"TQRMNOQWQHLLKPCDEHIBB00805741";2023;3;1;1;40;"N";22;167;1;"";4;1;"";1;1;1;1;"";1;1;1;1;2;2;2;4;1;2;0;1;2;1;2;0;2;0;1;"";1;"";1;2;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;0;2;0;"12";"12";"12";"";"12";"12";0;"12";"12";"12";"";"12";"12";0;1;2;97;0;0;0
"TQRMNORYVHJKKQCDEHIBB00784235";2023;3;1;1;40;"N";22;94;1;"";1;1;"";9;1;1;1;"";1;1;1;1;2;2;2;1;1;2;0;1;2;2;2;0;2;0;3;"";1;"";1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;1;1;2;1;2;2;2;2;1;0;1;80000;"1";"1";"1";"";"1";"1";80000;"4";"4";"5";"";"4";"5";120;1;0;98;0;0;0
"TQRMNOQVUHKMKRCDEHIBB00790056";2023;3;1;1;40;"N";22;184;1;"";4;1;"";1;1;1;1;"";1;1;1;1;2;2;2;4;3;2;0;1;2;1;2;0;2;0;1;"";2;"";1;2;2;2;2;2;2;2;2;2;1;2;2;2;2;2;1;2;2;1;2;2;2;1;0;1;100000;"2";"2";"2";"";"2";"2";100000;"5";"5";"7";"";"5";"6";195;1;0;98;0;0;0
"TQRMNOQTXHLMKRCDEHIBB00805742";2023;3;1;1;40;"N";22;196;1;"";4;1;"";2;1;1;1;"";1;1;1;1;1;2;2;4;2;2;0;1;2;2;2;0;2;0;1;"";1;"";1;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;0;2;430000;"8";"8";"9";"";"8";"8";215000;"8";"9";"10";"";"9";"9";222;1;0;98;0;0;0
"TQRMNORUXHLOKSCDEHIBB00805744";2023;3;1;1;40;"N";22;207;1;"";6;2;"";5;1;1;1;"";1;1;1;2;2;2;2;6;1;2;0;1;2;2;2;0;2;0;1;"";2;"";1;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;0;1;0;"12";"12";"12";"";"12";"12";0;"12";"12";"12";"";"12";"12";0;1;0;98;0;0;0
"TQRMNOQRPHMLKTCDEHIBB00810851";2023;3;1;1;40;"N";22;129;1;"";2;1;"";1;1;1;1;"";1;1;1;1;2;2;2;2;1;2;0;1;2;1;2;0;2;0;1;"";1;"";1;2;1;2;2;2;2;2;2;1;2;2;2;2;1;2;2;2;2;2;2;2;2;1;0;1;160000;"3";"3";"3";"";"3";"3";160000;"7";"8";"9";"";"8";"9";175;1;0;98;0;0;0
"TQRMNORTQHLMLQCDEIKAH00812911";2023;3;1;1;43;"S";34;506;1;"";2;1;"";3;1;1;1;"";1;1;1;1;2;2;2;2;2;2;0;1;2;1;2;0;2;0;3;"";1;"";1;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;3;0;3;0;"12";"12";"12";"12";"";"12";0;"12";"12";"12";"12";"";"12";0;1;2;3;0;0;0
"TQRMNOPSSHJMLOCDEIKAH00786646";2023;3;1;1;43;"S";34;732;1;"";4;1;"";3;1;1;1;"";1;1;1;1;2;2;2;4;3;2;0;1;1;1;2;0;2;0;1;"";1;"";1;1;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;5;1;4;0;"12";"12";"12";"12";"";"12";0;"12";"12";"12";"12";"";"12";0;1;2;3;4;0;0
"TQRMNOSQVHJMLOCDEIKAH00786647";2023;3;1;1;43;"S";34;550;1;"";2;1;"";2;1;1;1;"";1;1;1;1;2;2;2;2;1;2;0;1;2;2;2;0;2;0;1;"";1;"";1;1;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;2;0;2;155000;"3";"3";"3";"3";"";"3";77500;"4";"4";"3";"4";"";"3";1042;1;0;2;0;0;0
"TQRMNORQRHMMMMCDEGJBF00810018";2023;3;1;1;43;"S";13;669;1;"";2;1;"";1;1;1;1;"";1;1;1;2;2;2;2;2;2;2;0;1;2;1;2;0;2;0;3;"";1;"";1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;1;2;2;2;2;3;1;2;270000;"5";"6";"6";"5";"";"6";90000;"4";"5";"4";"4";"";"4";697;2;0;1;0;0;0
"TQRMNORWTHJMLMCDEIOAH00786908";2023;3;2;1;43;"N";38;169;1;"";3;1;"";5;1;1;1;"";1;1;1;1;2;2;2;3;2;2;0;1;1;1;2;0;2;0;1;"";1;"";1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;3;1;2;430000;"8";"8";"8";"";"8";"9";143333,33;"7";"7";"7";"";"7";"7";261;2;0;1;0;0;0
"TQRMNORSWHLOLLCDEIOAH00808178";2023;3;1;1;43;"N";38;112;1;"";2;1;"";4;1;1;1;"";1;1;1;1;2;2;2;2;2;2;0;1;2;2;2;0;2;0;6;"";2;"";1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;0;1;260000;"5";"5";"5";"";"5";"6";260000;"9";"9";"9";"";"9";"9";98;1;0;98;0;0;0
"TQSMNOPVUHKMKRCDEHJGH00790159";2023;3;1;1;40;"S";23;197;1;"";2;1;"";4;1;2;1;"";1;2;1;1;2;2;2;2;1;2;0;2;2;2;0;0;0;0;2;"";1;"";3;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;0;1;60000;"1";"1";"1";"1";"";"1";60000;"3";"3";"4";"3";"";"3";192;1;0;98;0;0;0
"TQRMNOPVXHKMKRCDEHJGH00790188";2023;3;1;1;40;"S";23;375;1;"";3;1;"";2;1;1;1;"";1;1;1;1;2;2;2;3;2;2;0;1;1;2;2;0;2;0;3;"";1;"";1;1;2;2;2;2;2;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;4;0;4;207200;"4";"4";"5";"4";"";"4";51800;"2";"2";"3";"2";"";"3";339;1;4;2;0;0;0
"TQRMNORTRHMMKSCDEHJGH00810987";2023;3;1;1;40;"S";23;384;2;"";3;1;"";2;2;1;1;"";1;1;1;1;2;2;2;3;2;2;0;1;1;2;2;0;2;0;3;"";1;"";1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;1;2;2;2;2;3;1;2;263000;"5";"6";"6";"5";"";"5";87666,67;"4";"5";"6";"4";"";"6";399;1;2;96;0;0;0
"TQRMNORPPHKLKSCDEHJGH00790235";2023;3;1;1;40;"S";23;295;1;"";3;1;"";4;2;1;1;"";1;1;1;1;2;2;2;3;2;2;0;2;1;2;2;0;2;0;6;"";1;"";1;1;1;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;1;1;2;2;2;3;0;3;283400;"6";"6";"6";"5";"";"6";94466,67;"5";"5";"6";"4";"";"6";296;1;0;98;0;0;0
