"CODUSU";"ANO4";"TRIMESTRE";"NRO_HOGAR";"REALIZADA";"REGION";"MAS_500";"AGLOMERADO";"PONDERA";"IV1";"IV1_ESP";"IV2";"IV3";"IV3_ESP";"IV4";"IV5";"IV6";"IV7";"IV7_ESP";"IV8";"IV9";"IV10";"IV11";"IV12_1";"IV12_2";"IV12_3";"II1";"II2";"II3";"II3_1";"II4_1";"II4_2";"II4_3";"II5";"II5_1";"II6";"II6_1";"II7";"II7_ESP";"II8";"II8_ESP";"II9";"V1";"V2";"V2_02";"V2_03";"V21_01";"V22_01";"V3";"V4";"V5_02";"V5_03";"V6";"V7";"V8";"V9";"V10";"V11_01";"V11_02";"V12";"V13";"V14";"V15";"V16";"V17";"V18";"V19_A";"V19_B";"IX_TOT";"IX_MEN10";"IX_MAYEQ10";"ITF";"DECIFR";"IDECIFR";"RDECIFR";"GDECIFR";"PDECIFR";"ADECIFR";"IPCF";"DECCFR";"IDECCFR";"RDECCFR";"GDECCFR";"PDECCFR";"ADECCFR";"PONDIH";"VII1_1";"VII1_2";"VII2_1";"VII2_2";"VII2_3";"VII2_4";"V5_01";"V21_02";"V21_03";"V22_02";"V22_03";"V2_01"
"TQSMNORUWHMNLNCDEGGFB00809685";2024;3;1;1;42;"S";10;717;1;"";2;1;"";1;2;1;1;"";1;1;1;1;2;2;2;2;1;2;0;1;2;2;2;0;2;0;6;"";1;"";1;1;2;0;0;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;2;2;2;1;0;1;0;12;12;12;12;;12;0;12;12;12;12;;12;0;1;0;97;0;0;0;2;2;2;2;2;0
"TQRMNORQSHMMKQCDEHMHF00811296";2024;3;1;1;42;"N";26;143;1;"";4;1;"";1;1;1;1;"";1;1;1;1;2;2;2;4;1;2;0;1;1;1;2;0;2;0;1;"";1;"";1;2;1;2;2;2;2;2;2;2;2;2;1;2;2;2;2;2;2;2;2;1;2;2;2;2;2;1;0;1;380000;2;2;2;;2;2;380000;6;6;7;;7;7;148;1;0;98;0;0;0;2;2;2;2;2;1
"TQRMNOPQTHMLNUCDEIIAD00812026";2024;3;1;1;1;"S";32;249;2;"";3;1;"";2;1;1;1;"";1;1;1;1;2;2;2;3;2;2;0;1;1;2;2;0;2;0;3;"";1;"";1;1;2;0;0;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;1;2;2;2;2;4;1;3;0;12;;12;12;;12;0;12;;12;12;;12;0;1;0;98;0;0;0;2;2;2;2;2;0
"TQSMNOQXUHMOLRCDEIJAH00812539";2024;3;1;1;1;"S";33;1887;1;"";1;1;"";4;1;2;2;"";1;1;2;2;2;2;2;1;1;2;0;1;2;2;2;0;2;0;6;"";2;"";1;1;2;0;0;2;2;2;2;2;2;1;2;2;2;2;2;2;2;1;1;2;2;2;2;2;2;4;1;3;560000;3;;3;3;;3;140000;2;;2;2;;2;2330;1;4;98;0;0;0;1;2;2;2;2;0
"TQRMNOPPQHMMKRCDEGOIH00810573";2024;3;1;1;40;"N";18;559;1;"";3;1;"";1;1;1;1;"";1;1;1;1;2;2;2;3;1;2;0;1;2;2;2;0;2;0;8;"";2;"";1;1;2;0;0;2;2;2;2;2;2;2;1;2;2;2;2;2;2;2;1;1;2;2;2;2;2;1;0;1;300000;1;2;2;;2;1;300000;4;5;6;;5;6;606;1;0;98;0;0;0;2;2;2;2;2;0
"TQRMNOPXUHMNLQCDEHIBB00810798";2024;3;1;1;40;"N";22;103;1;"";3;1;"";1;1;1;1;"";1;1;1;2;2;2;2;3;2;2;0;1;2;2;2;0;2;0;1;"";2;"";1;1;2;0;0;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;1;2;1;2;2;2;4;1;3;2240000;9;10;10;;10;10;560000;8;8;9;;8;9;109;2;0;1;0;0;0;2;2;2;2;2;0
"TQRMNORSPHMMMLCDEGGFB00809691";2024;3;1;1;42;"S";10;685;1;"";3;1;"";3;1;1;1;"";1;1;1;1;2;2;2;3;2;2;0;1;1;2;2;0;2;0;6;"";1;"";1;1;2;0;0;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;1;1;1;2;2;2;2;4;1;3;1320000;7;8;8;7;;8;330000;5;5;6;5;;6;995;2;1;3;0;0;0;2;2;2;2;2;0
"TQRMNOPYRHMNLQCDEHIBB00810825";2024;3;1;1;40;"N";22;112;1;"";3;2;"";1;1;1;1;"";1;1;1;2;2;2;2;3;3;2;0;1;1;1;2;0;2;0;1;"";2;"";1;1;2;0;0;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;1;2;1;2;2;2;2;4;0;4;1357000;7;8;8;;8;8;339250;5;5;7;;6;7;123;2;0;1;0;0;0;2;2;2;2;2;0
"TQRMNOQYWHMOKMCDEHPJB00811606";2024;3;1;1;40;"S";29;400;1;"";3;2;"";4;2;1;1;"";1;1;2;3;1;2;2;3;2;2;0;1;1;2;2;0;2;0;1;"";2;"";1;1;1;2;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;3;0;3;584500;3;4;4;3;;3;194833,33;3;3;4;3;;3;540;2;0;98;0;0;0;2;2;1;2;1;2
"TQRMNOPRTHMMLRCDEHJGH00811004";2024;3;2;1;40;"S";23;385;1;"";4;1;"";3;2;1;1;"";1;1;1;1;2;2;2;4;2;1;1;1;2;2;2;0;2;0;3;"";1;"";1;1;2;0;0;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;1;2;2;2;2;3;1;2;1410000;8;8;9;8;;8;470000;7;7;8;7;;8;395;96;0;98;0;0;0;2;2;2;2;2;0
"TQRMNOQYYHMOKMCDEHPJB00811577";2024;3;1;1;40;"S";29;547;2;"";1;1;"";4;1;2;1;"";1;2;2;3;1;2;2;1;1;2;0;1;1;2;2;0;2;0;1;"";2;"";3;2;1;2;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;2;2;0;2;617000;3;4;4;3;;4;308500;5;5;6;5;;6;647;97;0;98;0;0;0;2;2;1;2;1;2
"TQRMNOQUVHMMLRCDEHJGH00811027";2024;3;1;1;40;"S";23;429;1;"";4;1;"";3;2;1;1;"";1;1;1;1;2;2;2;4;2;2;0;1;1;1;2;0;2;0;1;"";4;"MICOHONDAS CALIENTAN LAS VIANDAS";1;2;2;0;0;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;1;2;2;2;2;2;0;2;500000;3;3;3;2;;3;250000;4;4;5;3;;5;447;2;0;1;0;0;0;2;2;2;2;2;0
"TQRMNOQUXHMMLRCDEHJGH00810913";2024;3;1;1;40;"S";23;267;1;"";3;1;"";1;1;1;1;"";1;1;1;1;2;2;2;3;1;2;0;1;1;1;2;0;2;0;1;"";1;"";1;2;1;2;2;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;1;0;1;379000;2;2;2;2;;2;379000;6;6;7;5;;7;277;1;0;98;0;0;0;2;2;2;2;2;1
"TQRMNORSTHMKLMCDEGKDB00810166";2024;3;1;1;43;"N";14;144;2;"";5;1;"";4;1;1;1;"";1;1;1;1;2;2;2;5;3;2;0;1;1;1;2;0;2;0;2;"";1;"";1;1;2;0;0;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;4;0;4;0;12;12;12;;12;12;0;12;12;12;;12;12;0;2;0;1;0;0;0;2;2;2;2;2;0
"TQRMNOPPWHJMLLCDEGGFB00866641";2024;3;1;1;42;"S";10;525;1;"";3;1;"";3;1;1;1;"";1;1;1;1;2;2;2;3;1;2;0;1;1;2;2;0;2;0;8;"";1;"";1;2;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;0;1;450000;2;3;2;2;;2;450000;7;7;8;6;;7;585;1;0;98;0;0;0;2;2;2;2;2;1
"TQRMNOQPVHLMLOCDEGGFB00804611";2024;3;1;1;42;"S";10;519;1;"";2;1;"";1;1;1;1;"";1;1;1;1;2;2;2;2;2;2;0;1;2;2;2;0;2;0;1;"";2;"";1;1;1;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;3;0;3;0;12;12;12;12;;12;0;12;12;12;12;;12;0;2;0;3;1;0;0;2;1;1;1;1;2
"TQRMNOQUXHJOLPCDEGGFB00866642";2024;3;1;1;42;"S";10;454;1;"";2;1;"";1;2;1;1;"";1;1;1;1;2;2;2;2;1;2;0;1;2;2;2;0;2;0;1;"";2;"";1;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;0;2;1150000;7;7;7;6;;7;575000;8;8;9;8;;8;660;1;0;98;0;0;0;2;2;2;2;2;1
"TQRMNOQUPHLMLPCDEGOIH00805422";2024;3;1;1;40;"N";18;229;1;"";3;1;"";1;1;1;1;"";1;1;1;1;2;2;2;3;2;2;0;1;2;2;2;0;2;0;4;"";2;"";1;1;2;0;0;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;4;1;3;572000;3;3;4;;4;4;143000;2;2;2;;2;3;259;1;3;98;0;0;0;1;2;2;2;2;0
"TQRMNOQUVHLMLPCDEGOIH00805399";2024;3;1;1;40;"N";18;240;1;"";2;1;"";4;1;1;1;"";1;1;1;2;2;2;2;2;1;2;0;1;2;2;2;0;2;0;1;"";1;"";1;2;1;2;2;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;2;0;2;1320000;7;8;8;;8;9;660000;8;9;9;;9;9;242;2;0;98;0;0;0;2;2;2;2;2;1
"TQRMNOQVVHLLLQCDEGOIH00805495";2024;3;1;1;40;"N";18;226;1;"";4;1;"";1;1;1;1;"";1;1;1;1;2;2;2;4;2;2;0;1;1;1;2;0;2;0;1;"";1;"";1;1;2;0;0;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;1;1;1;2;2;2;2;3;0;3;1300000;7;8;8;;8;8;433333,33;6;7;8;;7;8;246;1;0;98;0;0;0;2;2;2;2;2;0
"TQRMNOQXTHJNLQCDEHMHF00863522";2024;3;1;1;42;"N";26;158;1;"";3;1;"";1;1;1;1;"";1;1;1;1;2;2;2;3;2;2;0;1;2;1;2;0;2;0;1;"";1;"";1;1;1;2;1;2;2;2;1;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;4;0;4;0;12;12;12;;12;12;0;12;12;12;;12;12;0;1;0;98;0;0;0;2;2;1;2;1;2
"TQRMNOQYRHJNLQCDEHMHF00866679";2024;3;1;1;42;"N";26;136;1;"";2;1;"";1;1;1;1;"";1;1;1;1;2;2;2;2;1;2;0;1;2;2;2;0;2;0;1;"";1;"";1;1;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;1;0;1;450000;2;3;3;;3;3;450000;7;7;8;;7;8;162;1;0;98;0;0;0;2;1;2;1;2;2
"TQRMNOUWUHJOLQCDEHIBB00864774";2024;3;1;1;40;"N";22;254;1;"";3;1;"";1;1;1;1;"";1;1;1;2;2;2;2;2;2;2;0;1;2;2;2;0;2;0;1;"";2;"";1;1;2;0;0;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;5;2;3;600000;3;4;4;;4;4;120000;1;1;2;;2;2;250;1;0;98;0;0;0;1;2;2;2;2;0
"TQRMNOQPRHLMKMCDEGJBF00804980";2024;3;1;1;43;"S";13;633;1;"";3;1;"";2;1;1;1;"";1;1;1;1;2;2;2;3;1;2;0;1;1;1;2;0;2;0;1;"";1;"";1;1;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;1;2;2;2;2;5;1;4;0;12;12;12;12;;12;0;12;12;12;12;;12;0;2;0;3;4;0;0;2;2;2;1;2;1
"TQRMNORTQHJOKMCDEGJBF00863371";2024;3;1;1;43;"S";13;949;1;"";1;1;"";1;1;1;1;"";1;1;1;2;2;2;2;1;1;2;0;1;2;2;2;0;2;0;1;"";2;"";1;1;2;0;0;2;2;2;2;2;2;2;1;2;2;2;2;2;1;2;1;2;2;2;2;2;2;1;0;1;240000;1;1;1;1;;1;240000;3;4;3;3;;3;984;1;0;98;0;0;0;2;2;2;2;2;0
"TQRMNORTVHJOKMCDEGJBF00865214";2024;3;1;1;43;"S";13;824;1;"";4;1;"";1;1;1;1;"";1;1;1;2;2;2;2;4;1;2;0;1;1;1;2;0;2;0;1;"";2;"";1;2;1;1;2;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;2;0;2;1215000;7;7;7;7;;7;607500;8;8;8;8;;8;943;1;0;98;0;0;0;2;1;2;2;2;1
"TQRMNOQSUHLOMNCDEGJBF00804967";2024;3;1;1;43;"S";13;634;1;"";4;1;"";2;1;1;1;"";1;1;1;2;2;2;2;4;2;1;1;1;1;2;2;0;2;0;1;"";1;"";1;1;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;2;0;2;505000;3;3;3;3;;3;252500;4;4;3;4;;3;704;2;0;98;0;0;0;2;1;2;1;2;2
"TQRMNOQSYHLOMNCDEGJBF00804909";2024;3;1;1;43;"S";13;803;2;"";4;1;"";2;1;1;1;"";1;1;1;2;2;2;2;4;1;2;0;1;1;2;2;0;2;0;1;"";1;"";1;1;2;0;0;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;2;1;1;2;2;2;4;0;4;716000;4;5;4;4;;4;179000;2;2;2;2;;2;929;4;0;98;0;0;0;2;2;2;2;2;0
"TQRMNOSTPHLOMNCDEGJBF00804842";2024;3;1;1;43;"S";13;573;1;"";3;1;"";4;1;1;1;"";1;1;1;2;2;2;2;3;1;1;1;1;2;2;2;0;2;0;1;"";2;"";1;2;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;2;1;0;1;355000;2;2;2;2;;2;355000;5;6;5;5;;5;606;1;0;98;0;0;0;2;1;2;1;2;2
"TQRMNOSQTHJOMNCDEGJBF00864081";2024;3;1;1;43;"S";13;1142;1;"";3;1;"";1;1;1;1;"";1;1;1;2;2;2;2;3;3;2;0;1;1;2;2;0;2;0;1;"";2;"";1;1;2;0;0;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;1;1;1;2;2;2;2;6;0;6;1260000;7;8;7;7;;7;210000;3;3;3;3;;3;1410;2;0;3;4;5;0;2;2;2;2;2;0
"TQRMNOQPPHLMMOCDEGJBF00866540";2024;3;1;1;43;"S";13;788;1;"";2;1;"";2;1;1;1;"";1;1;1;2;2;2;2;2;2;2;0;1;2;2;2;0;2;0;1;"";2;"";1;1;2;0;0;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;2;1;2;2;2;2;4;0;4;2392043;10;10;10;9;;10;598010,75;8;8;8;8;;8;884;2;0;1;0;0;0;1;2;2;2;2;0
"TQRMNOTTWHLMMPCDEGJBF00804957";2024;3;1;1;43;"S";13;694;1;"";5;1;"";2;1;1;4;"COOPERATIVA DE AGUA VILLA ALLENDE";1;1;1;4;2;2;2;5;2;2;0;1;1;1;2;0;2;0;1;"";1;"";1;2;1;2;2;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;0;2;849000;5;5;5;5;;5;424500;6;7;6;6;;6;775;2;0;1;0;0;0;2;2;2;2;2;1
"TQRMNOPTYHJMMPCDEGJBF00865215";2024;3;1;1;43;"S";13;622;1;"";5;1;"";3;1;1;1;"";1;1;1;3;2;2;2;5;1;1;2;1;1;1;2;0;2;0;1;"";1;"";1;1;2;0;0;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;1;2;2;2;2;2;0;2;1250000;7;8;7;7;;7;625000;8;8;8;8;;8;711;1;2;98;0;0;0;2;2;2;2;2;0
"TQRMNORRPHLMKMCDEIMBF00813062";2024;3;2;1;43;"N";36;455;1;"";4;1;"";1;1;1;1;"";1;1;1;2;2;2;2;6;2;2;0;1;1;2;2;0;2;0;3;"";2;"";1;1;2;0;0;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;2;2;2;2;0;2;1395000;8;8;8;;8;8;697500;8;9;8;;9;8;1300;1;2;98;0;0;0;2;2;2;2;2;0
"TQRMNOTYSHLMKMCDEIMBF00808073";2024;3;1;1;43;"N";36;443;1;"";4;1;"";1;1;1;1;"";1;1;1;2;2;1;2;4;3;2;0;1;1;1;2;0;2;0;1;"";1;"";1;1;2;0;0;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;1;2;2;2;2;4;2;2;0;12;12;12;;12;12;0;12;12;12;;12;12;0;2;0;98;0;0;0;2;2;2;2;2;0
"TQRMNOPWXHJKKMCDEIMBF00865216";2024;3;1;1;43;"N";36;155;1;"";8;1;"";4;2;1;1;"";1;1;1;1;2;2;2;8;3;2;0;1;1;2;2;0;2;0;3;"";1;"";1;1;1;2;2;2;2;2;2;2;2;2;2;1;2;1;2;2;2;2;2;2;2;2;2;2;2;4;0;4;0;12;12;12;;12;12;0;12;12;12;;12;12;0;96;0;2;0;0;0;2;2;2;2;2;1
"TQRMNOQSPHLOKOCDEIMBF00808076";2024;3;1;1;43;"N";36;135;1;"";4;1;"";2;2;1;1;"";1;1;1;1;2;2;2;4;2;1;1;1;2;2;2;0;2;0;1;"";1;"";1;1;2;0;0;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;3;0;3;920000;6;6;6;;6;6;306666,67;5;5;4;;5;5;409;2;3;98;0;0;0;2;2;2;2;2;0
"TQRMNORUSHJOKOCDEFLID00866660";2024;3;1;1;43;"S";5;318;1;"";5;1;"";4;1;1;1;"";1;1;1;2;2;2;2;5;2;2;0;1;1;2;2;0;2;0;1;"";2;"";1;1;2;0;0;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;0;2;0;12;12;12;12;;12;0;12;12;12;12;;12;0;1;0;98;0;0;0;2;2;2;2;2;0
"TQRMNORRQHLMKPCDEFLID00809069";2024;3;1;1;43;"S";5;237;1;"";3;1;"";4;1;1;1;"";1;1;1;1;1;2;2;3;2;2;0;1;2;1;2;0;2;0;1;"";1;"";1;2;1;2;2;2;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;1;0;1;280000;1;1;1;1;;1;280000;4;4;4;4;;4;342;1;0;97;0;0;0;2;2;2;2;2;1
"TQRMNOPVWHLMKQCDEFLID00803905";2024;3;1;1;43;"S";5;344;1;"";4;1;"";4;1;1;1;"";1;1;1;1;2;2;2;4;2;2;0;1;1;1;2;0;2;0;1;"";1;"";1;2;1;1;2;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;2;0;2;620000;3;4;4;3;;4;310000;5;5;4;5;;5;729;1;0;2;0;0;0;2;1;2;2;2;1
"TQRMNOQYWHLMKQCDEFLID00809034";2024;3;1;1;43;"S";5;289;1;"";2;1;"";2;1;1;1;"";1;1;1;1;2;2;2;2;1;2;0;1;1;1;2;0;2;0;3;"";1;"";1;1;2;0;0;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;2;0;2;0;12;12;12;12;;12;0;12;12;12;12;;12;0;2;0;1;0;0;0;2;2;2;2;2;0
"TQRMNOPPRHLMKRCDEFLID00803862";2024;3;1;1;43;"S";5;362;1;"";2;1;"";4;1;1;1;"";1;1;1;2;2;2;2;2;2;2;0;2;1;1;1;2;2;0;3;"";1;"";1;1;2;0;0;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;4;0;4;910000;5;6;6;5;;6;227500;3;3;3;3;;3;858;2;0;98;0;0;0;1;2;2;2;2;0
"TQRMNOPPTHLMKRCDEFLID00865482";2024;3;1;1;43;"S";5;307;1;"";3;1;"";1;1;1;1;"";1;1;1;2;2;2;2;3;2;2;0;1;2;2;2;0;2;0;3;"";2;"";1;1;2;0;0;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;3;0;3;0;12;12;12;12;;12;0;12;12;12;12;;12;0;3;1;98;0;0;0;2;2;2;2;2;0
"TQRMNOQSSHLMKRCDEFLID00803883";2024;3;1;1;43;"S";5;218;1;"";3;1;"";2;1;1;1;"";1;1;1;1;2;2;2;3;3;2;0;1;1;1;2;0;2;0;1;"";1;"";1;1;2;0;0;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;5;0;5;2300000;9;10;10;9;;10;460000;7;7;7;7;;7;594;2;1;98;0;0;0;2;2;2;2;2;0
"TQRMNOPYPHLOKSCDEFLID00803895";2024;3;1;1;43;"S";5;406;1;"";3;2;"";4;2;1;1;"";1;1;2;2;2;2;2;3;2;2;0;1;2;2;2;0;2;0;1;"";2;"";1;1;2;0;0;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;1;2;2;2;2;5;1;4;765000;4;5;5;4;;5;153000;2;2;2;2;;2;1056;1;0;2;0;0;0;1;2;2;2;2;0
"TQRMNOSQWHLOKSCDEFLID00803856";2024;3;1;1;43;"S";5;321;1;"";4;1;"";4;1;1;1;"";1;1;1;2;2;2;2;3;1;2;0;1;1;2;2;0;2;0;1;"";1;"";1;2;1;1;2;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;0;1;655000;4;4;4;4;;4;655000;8;9;8;8;;9;379;1;0;98;0;0;0;2;1;2;2;2;1
"TQRMNOSRPHLOKSCDEFLID00803929";2024;3;2;1;43;"S";5;334;1;"";2;1;"";1;1;1;1;"";1;1;1;1;2;2;2;2;1;2;0;1;2;2;2;0;2;0;1;"";1;"";1;1;1;2;2;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;2;0;2;615000;3;4;4;3;;4;307500;5;5;4;5;;5;680;1;2;98;0;0;0;2;2;2;2;2;1
"TQRMNOURRHJOKMCDEHPJB00864032";2024;3;1;1;40;"S";29;728;1;"";2;1;"";4;1;1;1;"";1;1;1;2;1;2;2;2;1;2;0;1;2;1;2;0;2;0;1;"";2;"";1;1;2;0;0;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;1;1;2;2;2;4;1;3;0;12;12;12;12;;12;0;12;12;12;12;;12;0;2;0;1;0;0;0;2;2;2;2;2;0
"TQRMNOQTSHJKKSCDEHGHJ00864733";2024;3;1;1;44;"N";20;212;1;"";3;1;"";4;1;1;1;"";1;1;1;1;2;2;2;3;3;2;0;1;1;1;2;0;2;0;3;"";1;"";1;1;2;0;0;2;2;2;2;2;2;2;2;1;2;2;2;2;2;2;1;2;1;2;2;2;2;4;0;4;980000;6;6;5;;7;4;245000;3;4;3;;4;2;212;1;0;2;0;0;0;2;2;2;2;2;0
"TQRMNOPTWHJOKQCDEHPJB00862273";2024;3;1;1;40;"S";29;403;2;"";4;2;"";4;2;1;1;"";1;1;2;1;1;2;2;4;4;2;0;1;2;2;2;0;2;0;2;"";2;"";1;1;1;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;8;1;7;1886000;9;9;10;9;;9;235750;3;4;5;3;;4;667;6;0;1;0;0;0;1;1;1;1;1;2
"TQRMNOXUWHJOLLCDEHGHJ00864045";2024;3;1;1;44;"N";20;247;2;"";2;1;"";2;1;1;1;"";1;1;1;1;2;2;2;2;2;2;0;1;2;2;2;0;2;0;3;"";1;"";1;1;2;0;0;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;1;2;2;2;2;2;2;5;1;4;490000;2;3;2;;3;2;98000;1;1;1;;1;1;82;1;0;98;0;0;0;2;2;2;2;2;0
"TQRMNOQURHJLKTCDEHPJB00864046";2024;3;1;1;40;"S";29;390;2;"";3;1;"";2;1;1;1;"";1;1;1;1;2;2;2;3;2;2;0;1;1;2;2;0;2;0;3;"";1;"";1;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;1;2;2;2;2;2;2;2;0;2;3145000;10;10;10;10;;10;1572500;10;10;10;10;;10;582;1;0;98;0;0;0;2;2;2;2;2;1
"TQRMNOPSQHJMKUCDEHPJB00864047";2024;3;1;1;40;"S";29;274;2;"";3;1;"";2;1;1;1;"";1;1;1;1;2;2;2;3;2;2;0;1;1;2;2;0;2;0;2;"";1;"";1;1;2;0;0;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;1;2;2;2;2;2;0;2;700000;4;4;5;4;;4;350000;5;6;7;5;;7;293;1;0;96;0;0;0;2;2;2;2;2;0
"TQRMNOPWXHLKLMCDEHPJB00806473";2024;3;1;1;40;"S";29;760;2;"";3;1;"";4;1;1;1;"";1;1;1;1;2;2;2;3;2;2;0;1;1;2;2;0;2;0;3;"";1;"";1;1;2;0;0;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;1;2;2;2;2;2;1;1;1200000;7;7;8;7;;7;600000;8;8;9;8;;9;895;1;0;98;0;0;0;2;2;2;2;2;0
"TQRMNOSSVHLMLNCDEHPJB00806475";2024;3;1;1;40;"S";29;349;1;"";4;1;"";2;1;1;1;"";1;1;1;1;2;2;2;4;1;2;0;1;1;2;2;0;2;0;1;"";1;"";1;2;1;1;2;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;0;2;1035000;6;7;7;6;;7;517500;7;8;9;7;;9;467;97;0;98;0;0;0;2;1;2;2;2;1
"TQRMNORYVHJMKMCDEFKID00862872";2024;3;1;1;43;"S";4;602;1;"";4;1;"";2;1;1;1;"";1;1;1;1;2;2;2;4;3;2;0;1;2;1;2;0;2;0;1;"";1;"";1;1;2;0;0;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;4;0;4;3000000;10;10;10;10;;10;750000;9;9;9;8;;8;784;1;2;3;4;0;0;2;2;2;2;2;0
"TQRMNOQRUHLMKNCDEHGHJ00805708";2024;3;1;1;44;"N";20;105;2;"";4;1;"";4;1;1;1;"";1;1;1;1;2;2;2;4;1;2;0;1;1;2;2;0;2;0;1;"";1;"";1;2;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;1;0;1;300000;1;1;1;;2;1;300000;4;5;4;;5;3;206;1;0;98;0;0;0;2;2;2;2;2;1
"TQRMNOPQWHJNKMCDEHGHJ00862214";2024;3;1;1;44;"N";20;91;1;"";4;1;"";4;1;1;1;"";1;1;1;1;2;2;2;4;1;1;1;1;2;2;2;0;1;1;1;"";1;"";1;2;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;0;2;180000;1;1;1;;1;1;90000;1;1;1;;1;1;205;1;0;2;0;0;0;2;2;2;2;2;2
"TQRMNORPVHJNKMCDEHGHJ00866694";2024;3;1;1;44;"N";20;86;1;"";4;1;"";4;1;1;1;"";1;1;1;1;2;2;2;4;2;2;0;1;2;2;2;0;2;0;1;"";1;"";1;1;2;0;0;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;4;0;4;2370000;9;10;9;;10;9;592500;8;8;7;;8;7;120;2;0;98;0;0;0;2;2;2;2;2;0
"TQRMNOPQSHJOKNCDEHPJB00865572";2024;3;1;1;40;"S";29;352;2;"";3;2;"";4;2;1;1;"";1;2;1;1;2;2;2;3;3;2;0;1;2;2;2;0;2;0;2;"";2;"";3;1;2;0;0;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;1;2;2;2;2;2;2;3;0;3;345600;2;2;2;1;;2;115200;1;1;2;1;;1;350;1;0;2;3;0;0;1;2;2;2;2;0
