"fecha","valor"
"2023-01-01",98.3171985363333
"2023-02-01",97.9310644992247
"2023-03-01",100.730070195867
"2023-04-01",100.498201705429
"2023-05-01",100.068979267008
"2023-06-01",98.8178275301576
"2023-07-01",101.900634126396
"2023-08-01",101.946082059093
"2023-09-01",99.7899420804916
"2023-10-01",99.1564571757799
"2023-11-01",97.2040536920457
"2023-12-01",83.8160633485951
"2024-01-01",82.4953996758488
"2024-02-01",83.6733383539632
"2024-03-01",83.1672173348463
"2024-04-01",86.137838731821
"2024-05-01",86.8203181000799
"2024-06-01",87.816269771963
"2024-07-01",90.5789499270918
"2024-08-01",91.224403989514
"2024-09-01",91.67746552005
"2024-10-01",94.4653043407955
"2024-11-01",94.8157453847181
"2024-12-01",95.225428739122
"2025-01-01",95.26623566039
"2025-02-01",95.8274005609013
"2025-03-01",95.3676989285427
"2025-04-01",94.5339309936089
"2025-05-01",94.0283460405144
"2025-06-01",95.1304128331392
"2025-07-01",94.948934055767
"2025-08-01",95.5788128645756
"2025-09-01",94.8672681199318
"2025-10-01",94.8901678170028
"2025-11-01",93.7938159668309
"2025-12-01",94.5516449921453
"2026-01-01",93.538086765747
"2026-02-01",93.6169518205706
"2026-03-01",92.7342534572995
"2026-04-01",93.2980692413814
"2026-05-01",91.522052450379
"2026-06-01",91.3500040837954
