"fecha","valor"
2017-01-01,113.604471600638
2017-02-01,110.373076967705
2017-03-01,109.128731504191
2017-04-01,108.322012333342
2017-05-01,108.183481958256
2017-06-01,109.035544913746
2017-07-01,112.013398674789
2017-08-01,111.844797028265
2017-09-01,112.775045593498
2017-10-01,112.817250665246
2017-11-01,112.445111071475
2017-12-01,104.988379439438
2018-01-01,104.760704373779
2018-02-01,102.113730583876
2018-03-01,101.929162937791
2018-04-01,99.8960338571283
2018-05-01,99.3969470433115
2018-06-01,98.2503702323916
2018-07-01,97.3396624815263
2018-08-01,95.1146849263164
2018-09-01,92.2918207121711
2018-10-01,91.0655114305029
2018-11-01,92.806947515788
2018-12-01,90.8456292263308
2019-01-01,92.4089267495919
2019-02-01,88.399402946876
2019-03-01,88.6086283937737
2019-04-01,86.7485313730228
2019-05-01,86.402450063285
2019-06-01,85.9424011576144
2019-07-01,88.3010560263914
2019-08-01,87.4155406484118
2019-09-01,88.2156690773028
2019-10-01,89.8725999039698
2019-11-01,87.9531695109512
2019-12-01,86.8918798290901
2020-01-01,91.0206277581091
2020-02-01,92.9911014222269
2020-03-01,93.6314132882747
2020-04-01,90.7785585631607
2020-05-01,89.8921217812696
2020-06-01,91.7594237588134
2020-07-01,90.6754232774541
2020-08-01,90.1781592182727
2020-09-01,91.35597526384
2020-10-01,93.7944736254387
2020-11-01,93.2386318147514
2020-12-01,92.1312457672111
2021-01-01,91.7675317423378
2021-02-01,94.0235524789459
2021-03-01,94.6171426745374
2021-04-01,93.5273374299143
2021-05-01,92.3781419039298
2021-06-01,92.4343482816372
2021-07-01,94.1937909832369
2021-08-01,95.5252060620596
2021-09-01,97.5432835293261
2021-10-01,97.2920337749455
2021-11-01,99.6871741937625
2021-12-01,98.4941656938837
2022-01-01,99.8813805493223
2022-02-01,99.7051823500594
2022-03-01,100.630118613558
2022-04-01,98.9808436226613
2022-05-01,99.4031546934385
2022-06-01,98.1618808554473
2022-07-01,96.7877845887332
2022-08-01,98.8290338880711
2022-09-01,103.201540812187
2022-10-01,99.1516069319631
2022-11-01,99.6316774691317
2022-12-01,104.366016685973
2023-01-01,99.9255940647208
2023-02-01,99.1691817132379
2023-03-01,102.279624113362
2023-04-01,102.0338874676
2023-05-01,98.1812023863054
2023-06-01,96.2267172564868
2023-07-01,99.9811035221207
2023-08-01,101.234414228352
2023-09-01,100.968275247816
2023-10-01,101.276631218509
2023-11-01,100.720417218883
2023-12-01,88.1276145386319
2024-01-01,86.964660020677
2024-02-01,85.4947195469021
2024-03-01,82.0620387468922
2024-04-01,81.3961428741041
2024-05-01,82.1218523585941
2024-06-01,80.7823711572901
2024-07-01,84.0004756181497
2024-08-01,84.2755194774193
2024-09-01,84.7475201102142
2024-10-01,87.7009772374828
2024-11-01,87.7491943719801
2024-12-01,88.1875142364443
2025-01-01,88.4412202672862
2025-02-01,89.1138624183488
2025-03-01,88.8291898079387
2025-04-01,88.1861125017792
2025-05-01,87.9094143977208
2025-06-01,88.8581458353536
2025-07-01,88.6011771240047
2025-08-01,89.0689597825547
2025-09-01,88.3487116954819
2025-10-01,88.5675589367011
2025-11-01,87.2955656154415
2025-12-01,87.7695529915812
2026-01-01,87.3155912958231
2026-02-01,85.7061903758569
2026-03-01,84.1405295094203
2026-04-01,84.6309317342684
2026-05-01,82.9928051207145
2026-06-01,82.8765467972911
