"CODUSU";"ANO4";"TRIMESTRE";"NRO_HOGAR";"REALIZADA";"REGION";"MAS_500";"AGLOMERADO";"PONDERA";"IV1";"IV1_ESP";"IV2";"IV3";"IV3_ESP";"IV4";"IV5";"IV6";"IV7";"IV7_ESP";"IV8";"IV9";"IV10";"IV11";"IV12_1";"IV12_2";"IV12_3";"II1";"II2";"II3";"II3_1";"II4_1";"II4_2";"II4_3";"II5";"II5_1";"II6";"II6_1";"II7";"II7_ESP";"II8";"II8_ESP";"II9";"V1";"V2";"V2_02";"V2_03";"V21_01";"V22_01";"V3";"V4";"V5_02";"V5_03";"V6";"V7";"V8";"V9";"V10";"V11_01";"V11_02";"V12";"V13";"V14";"V15";"V16";"V17";"V18";"V19_A";"V19_B";"IX_TOT";"IX_MEN10";"IX_MAYEQ10";"ITF";"DECIFR";"IDECIFR";"RDECIFR";"GDECIFR";"PDECIFR";"ADECIFR";"IPCF";"DECCFR";"IDECCFR";"RDECCFR";"GDECCFR";"PDECCFR";"ADECCFR";"PONDIH";"VII1_1";"VII1_2";"VII2_1";"VII2_2";"VII2_3";"VII2_4";"V5_01";"V21_02";"V21_03";"V22_02";"V22_03";"V2_01"
"TQRMNORVVHLLLPCDEFMDB00852190";2025;1;1;1;43;"N";6;146;1;"";2;1;"";4;1;1;1;"";1;1;1;1;2;2;2;2;2;2;0;1;2;1;2;0;2;0;1;"";1;"";1;2;1;2;2;1;2;2;2;2;2;2;2;2;2;2;2;2;2;1;1;2;2;2;2;2;2;1;0;1;675000;"3";"3";"3";"";"3";"3";675000;"7";"8";"7";"";"8";"8";164;1;0;98;0;0;0;2;2;2;2;2;1
"TQRMNOQPQHKNLQCDEFMDB00861494";2025;1;1;1;43;"N";6;131;1;"";2;1;"";4;1;1;1;"";1;1;1;1;2;2;2;2;2;2;0;1;1;1;2;0;2;0;1;"";2;"";1;1;2;0;0;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;1;2;2;2;2;5;1;4;2665000;"9";"9";"9";"";"9";"10";533000;"6";"6";"6";"";"7";"7";197;1;2;98;0;0;0;2;2;2;2;2;0
"TQSMNORXQHKNLQCDEFMDB00861561";2025;1;1;1;43;"N";6;141;2;"";2;1;"";1;1;1;1;"";1;1;1;1;2;2;2;2;1;2;0;1;2;1;2;0;1;1;6;"";1;"";1;1;2;0;0;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;2;2;0;2;1200000;"6";"6";"6";"";"6";"6";600000;"7";"7";"6";"";"7";"7";218;2;1;98;0;0;0;2;2;2;2;2;0
"TQRMNOTPTHKKKTCDEFMDB00877824";2025;1;1;1;43;"N";6;177;1;"";7;1;"";1;1;1;1;"";1;1;1;1;2;2;2;7;1;2;0;1;1;1;2;0;2;0;1;"";1;"";1;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;1;2;2;2;2;2;0;2;3250000;"10";"10";"10";"";"10";"10";1625000;"10";"10";"10";"";"10";"10";315;2;0;97;0;0;0;2;2;2;2;2;1
"TQRMNORQSHKLKTCDEFMDB00857829";2025;1;1;1;43;"N";6;249;1;"";5;1;"";4;1;1;1;"";1;1;1;1;2;2;2;5;4;2;0;1;1;1;2;0;2;0;1;"";1;"";1;1;2;0;0;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;5;0;5;0;"12";"12";"12";"";"12";"12";0;"12";"12";"12";"";"12";"12";0;2;0;1;3;4;5;2;2;2;2;2;0
"TQRMNOQTTHKMKSCDEFMDB00857883";2025;1;1;1;43;"N";6;234;2;"";1;1;"";4;1;1;1;"";1;1;1;1;2;2;2;1;1;2;0;1;1;2;2;0;2;0;3;"";2;"";1;1;2;0;0;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;1;1;2;2;2;1;0;1;700000;"3";"3";"3";"";"3";"3";700000;"7";"8";"7";"";"8";"8";306;1;0;98;0;0;0;2;2;2;2;2;0
"TQRMNOPVTHKMLRCDEFMDB00857279";2025;1;1;1;43;"N";6;224;1;"";4;1;"";4;1;1;1;"";1;1;1;1;2;2;2;4;2;2;0;1;1;1;2;0;2;0;3;"";1;"";1;1;1;2;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;0;2;0;"12";"12";"12";"";"12";"12";0;"12";"12";"12";"";"12";"12";0;2;1;98;0;0;0;2;2;2;2;2;1
"TQRMNORRRHJNKQCDEOJAH00876409";2025;1;1;1;44;"N";93;82;1;"";2;2;"";4;1;1;1;"";1;1;1;1;2;2;2;2;2;2;0;1;2;2;2;0;2;0;1;"";1;"";1;1;1;2;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;1;1;1;1;2;2;2;5;1;4;1960000;"8";"8";"7";"";"8";"8";392000;"4";"5";"3";"";"5";"3";181;2;3;1;0;0;0;1;2;1;2;2;2
"TQRMNOPXWHMOKSCDEOJAH00877825";2025;1;1;1;44;"N";93;113;2;"";3;1;"";2;1;1;1;"";1;1;1;1;2;2;2;3;1;2;0;1;2;2;2;0;2;0;4;"";1;"";1;1;2;0;0;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;0;1;640000;"3";"3";"2";"";"3";"2";640000;"7";"7";"5";"";"7";"7";69;1;0;98;0;0;0;2;2;2;2;2;0
"TQRMNORPXHLLKRCDEOJAH00856304";2025;1;1;1;44;"N";93;92;1;"";4;1;"";3;1;1;1;"";1;1;1;1;2;2;2;4;2;1;1;1;1;1;2;0;2;0;3;"";1;"";1;2;1;2;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;1;1;2;2;2;3;0;3;1150000;"5";"6";"4";"";"6";"5";383333,33;"4";"5";"3";"";"5";"3";116;1;2;98;0;0;0;2;2;2;2;2;1
"TQRMNOPWTHLOKTCDEOJAH00856786";2025;1;1;1;44;"N";93;46;1;"";2;1;"";4;1;1;1;"";1;1;1;1;2;2;2;2;1;2;0;1;1;2;2;0;2;0;1;"";1;"";1;2;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;0;1;480000;"2";"2";"1";"";"2";"1";480000;"6";"6";"4";"";"6";"4";54;1;0;98;0;0;0;2;2;2;2;2;2
"TQRMNOSPYHLLKUCDEOJAH00856306";2025;1;1;1;44;"N";93;132;1;"";5;1;"";1;1;1;1;"";1;1;1;1;2;2;2;5;1;2;0;1;1;1;2;0;2;0;3;"";1;"";1;2;1;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;2;2;2;2;2;2;2;2;2;1;0;1;0;"12";"12";"12";"";"12";"12";0;"12";"12";"12";"";"12";"12";0;1;0;98;0;0;0;2;2;2;2;2;1
"TQRMNOPVSHKLKUCDEOJAH00857629";2025;1;1;1;44;"N";93;107;1;"";2;1;"";1;1;1;1;"";1;1;1;1;2;2;2;2;1;2;0;1;2;1;2;0;2;0;1;"";1;"";1;2;1;2;2;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;0;1;1800000;"8";"8";"6";"";"8";"8";1800000;"10";"10";"10";"";"10";"10";192;96;0;98;0;0;0;2;2;2;2;2;1
"TQRMNOPWPHMMLMCDEOJAH00877826";2025;1;1;1;44;"N";93;77;1;"";2;1;"";1;1;1;1;"";1;1;1;1;2;2;2;2;1;2;0;1;1;1;2;0;2;0;1;"";1;"";1;1;2;0;0;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;0;1;0;"12";"12";"12";"";"12";"12";0;"12";"12";"12";"";"12";"12";0;1;0;98;0;0;0;2;2;2;2;2;0
"TQRMNOPVSHJLMTCDEIIAD00872684";2025;1;1;1;1;"S";32;1797;2;"";3;1;"";1;1;1;1;"";1;1;1;1;2;2;2;3;1;2;0;1;1;2;2;0;2;0;1;"";1;"";1;2;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;0;2;0;"12";"";"12";"12";"";"12";0;"12";"";"12";"12";"";"12";0;2;0;1;0;0;0;2;2;2;2;2;1
"TQSMNOPSYHKMMLCDEFKID00861533";2025;1;1;1;43;"S";4;720;1;"";2;4;"MADERA";4;1;1;1;"";1;1;1;2;2;2;2;2;1;2;0;2;2;2;0;0;0;0;2;"";2;"";1;1;2;0;0;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;1;2;2;2;2;3;1;2;960000;"4";"5";"4";"4";"";"4";320000;"4";"4";"3";"4";"";"3";1104;1;2;98;0;0;0;1;2;2;2;2;0
"TQRMNOSVSHKMMLCDEFKID00861389";2025;1;1;1;43;"S";4;586;1;"";2;1;"";2;1;1;1;"";1;1;1;2;2;2;2;2;1;2;0;1;1;2;2;0;2;0;1;"";1;"";1;2;1;1;2;2;2;2;2;2;2;2;1;2;2;2;2;2;2;2;2;2;1;2;2;2;2;2;0;2;700000;"3";"3";"3";"3";"";"3";350000;"4";"4";"4";"4";"";"4";774;1;2;98;0;0;0;2;2;2;1;2;1
"TQRMNOSWPHLOLTCDEFKID00851787";2025;1;1;1;43;"S";4;775;1;"";2;1;"";2;1;1;1;"";1;1;1;3;1;2;1;2;2;2;0;1;1;1;2;0;2;0;2;"";2;"";1;1;2;0;0;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;3;0;3;0;"12";"12";"12";"12";"";"12";0;"12";"12";"12";"12";"";"12";0;2;0;98;0;0;0;1;2;2;2;2;0
"TQRMNOSUXHLLLUCDEFKID00861457";2025;1;1;1;43;"S";4;1770;2;"";2;1;"";2;1;1;1;"";1;1;1;1;2;2;2;2;1;2;0;1;1;2;2;0;2;0;3;"";1;"";1;2;2;0;0;2;2;2;2;2;2;2;1;2;2;2;2;2;1;2;2;2;2;2;2;2;2;1;0;1;150000;"1";"1";"1";"1";"";"1";150000;"1";"1";"1";"1";"";"1";1705;1;0;98;0;0;0;2;2;2;2;2;0
"TQRMNORTVHMOLNCDEIJAH00877911";2025;1;1;1;1;"S";33;6044;1;"";2;4;"madera";4;1;1;2;"";1;1;1;2;2;2;2;2;1;2;0;1;2;2;2;0;2;0;1;"";2;"";1;1;2;0;0;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;1;2;1;2;2;2;2;3;1;2;1300000;"6";"";"6";"6";"";"6";433333,33;"5";"";"5";"5";"";"5";10481;2;0;98;0;0;0;2;2;2;2;2;0
"TQRMNOPSXHLMLMCDEIJAH00855495";2025;1;1;1;1;"S";33;3440;1;"";4;2;"";4;1;1;2;"";1;2;1;2;2;2;2;4;3;2;0;1;2;1;2;0;2;0;1;"";1;"";1;1;1;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;4;0;4;788000;"3";"";"3";"3";"";"3";197000;"2";"";"2";"2";"";"2";7416;1;2;98;0;0;0;2;2;2;1;2;2
"TQRMNORVQHKNKRCDEGJBF00861686";2025;1;1;1;43;"S";13;412;2;"";2;1;"";2;1;1;1;"";1;1;1;2;2;2;2;2;2;2;0;1;1;2;2;0;2;0;3;"";2;"";1;1;2;0;0;2;2;2;2;2;2;2;1;2;2;2;2;2;1;2;1;2;1;1;2;2;2;2;0;2;1060000;"5";"5";"5";"5";"";"5";530000;"6";"6";"6";"6";"";"6";430;1;0;98;0;0;0;2;2;2;2;2;0
"TQRMNOQSWHMLKMCDEIJAH00877912";2025;1;1;1;1;"S";33;3454;2;"";3;1;"";1;1;1;1;"";1;1;1;1;2;2;2;3;1;2;0;2;2;2;0;0;0;0;1;"";1;"";1;1;2;0;0;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;2;0;2;3500000;"10";"";"9";"10";"";"10";1750000;"10";"";"10";"10";"";"10";6275;1;2;98;0;0;0;2;2;2;2;2;0
"TQRMNOPSQHLOTUCDEIJAH00860824";2025;1;1;1;1;"S";33;1988;1;"";4;1;"";2;1;1;1;"";1;1;1;1;2;2;2;4;2;2;0;1;2;1;2;0;2;0;6;"";1;"";1;1;2;0;0;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;1;2;2;2;2;4;0;4;0;"12";"";"12";"12";"";"12";0;"12";"";"12";"12";"";"12";0;1;2;3;4;0;0;2;2;2;2;2;0
"TQRMNORQWHMMKPCDEIOAH00877913";2025;1;1;1;43;"N";38;129;2;"";1;1;"";9;1;1;1;"";1;1;1;1;2;2;2;1;1;2;0;1;2;1;2;0;2;0;3;"";1;"";1;1;2;0;0;2;2;2;2;1;2;2;1;2;2;2;2;2;2;1;2;2;1;2;2;2;2;3;1;2;1555000;"7";"7";"7";"";"7";"7";518333,33;"6";"6";"6";"";"6";"6";128;1;2;98;0;0;0;1;2;2;2;2;0
"TQRMNOPSYHKNKMCDEOHCH00861694";2025;1;1;1;44;"N";91;33;2;"";3;1;"";2;1;1;1;"";1;1;1;1;2;2;2;3;2;2;0;1;2;2;2;0;2;0;1;"";1;"";1;2;1;1;2;1;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;1;2;2;2;2;2;0;2;855000;"4";"4";"3";"";"4";"3";427500;"5";"5";"4";"";"5";"3";35;2;0;98;0;0;0;2;1;2;2;2;1
"TQRMNOPQVHKKKMCDEOHCH00861696";2025;1;1;1;44;"N";91;82;1;"";4;1;"";2;1;1;1;"";1;1;1;1;2;2;2;4;2;2;0;1;2;2;2;0;2;0;1;"";1;"";1;2;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;0;1;900000;"4";"4";"3";"";"4";"3";900000;"8";"9";"7";"";"9";"7";88;1;0;98;0;0;0;2;2;2;2;2;1
"TQRMNOQUWHKKKMCDEOHCH00861697";2025;1;1;1;44;"N";91;84;1;"";3;1;"";2;1;1;1;"";1;1;1;1;2;2;2;3;2;2;0;1;2;2;2;0;2;0;1;"";1;"";1;1;2;0;0;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;1;2;2;2;2;3;1;2;4300000;"10";"10";"10";"";"10";"10";1433333,33;"10";"10";"9";"";"10";"9";96;1;2;98;0;0;0;2;2;2;2;2;0
"TQRMNORWXHKKKMCDEOHCH00861698";2025;1;1;1;44;"N";91;105;1;"";3;1;"";4;1;1;1;"";1;1;1;1;2;2;2;3;1;2;0;1;2;2;2;0;2;0;2;"";1;"";1;1;2;0;0;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;0;1;700000;"3";"3";"2";"";"3";"2";700000;"7";"8";"6";"";"8";"6";107;1;0;98;0;0;0;2;2;2;2;2;0
"TQRMNOQWQHLOKMCDEFMDB00852208";2025;1;1;1;43;"N";6;231;1;"";6;2;"";2;2;1;1;"";1;1;1;2;2;1;2;6;3;2;0;1;1;2;2;0;2;0;1;"";2;"";1;1;2;0;0;2;2;2;2;1;2;2;2;2;2;2;2;2;2;2;1;2;1;2;2;2;2;3;1;2;573000;"2";"2";"2";"";"2";"2";191000;"2";"2";"2";"";"2";"2";323;1;0;2;0;0;0;1;2;2;2;2;0
"TQRMNOSQUHLLKNCDEFMDB00852057";2025;1;1;1;43;"N";6;186;2;"";2;1;"";9;1;1;1;"";1;1;1;1;2;2;2;2;1;2;0;1;1;2;2;0;2;0;3;"";1;"";1;1;2;0;0;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;0;1;1100000;"5";"5";"5";"";"5";"5";1100000;"9";"9";"9";"";"9";"10";212;1;0;98;0;0;0;2;2;2;2;2;0
"TQRMNOTTPHLKRSCDEIJAH00861672";2025;1;1;1;1;"S";33;2627;1;"";5;1;"";3;1;1;1;"";1;1;1;1;2;2;2;5;2;2;0;1;1;1;2;0;2;0;1;"";1;"";1;1;2;0;0;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;4;0;4;0;"12";"";"12";"12";"";"12";0;"12";"";"12";"12";"";"12";0;2;1;3;4;0;0;2;2;2;2;2;0
"TQRMNOTQXHJMRTCDEIJAH00873320";2025;1;1;1;1;"S";33;3002;1;"";1;1;"";1;1;1;1;"";1;1;2;2;2;2;2;4;2;2;0;1;1;2;2;0;2;0;1;"";1;"";1;1;2;0;0;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;2;2;2;2;3;0;3;0;"12";"";"12";"12";"";"12";0;"12";"";"12";"12";"";"12";0;1;2;3;0;0;0;1;2;2;2;2;0
"TQRMNOPTQHLKRTCDEIJAH00855585";2025;1;1;1;1;"S";33;1728;1;"";4;1;"";4;1;1;1;"";1;1;1;1;2;2;2;4;3;2;0;1;2;2;2;0;2;0;6;"";1;"";1;2;2;0;0;2;2;2;2;2;2;2;1;2;2;2;2;2;1;2;2;2;2;2;2;2;2;3;0;3;0;"12";"";"12";"12";"";"12";0;"12";"";"12";"12";"";"12";0;1;0;98;0;0;0;2;2;2;2;2;0
"TQRMNOQPTHJLSMCDEIJAH00877914";2025;1;1;1;1;"S";33;2062;1;"";3;1;"";3;1;1;1;"";1;1;1;1;2;2;2;3;1;2;0;1;2;1;2;0;2;0;3;"";1;"";1;1;2;0;0;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;1;2;2;1;2;2;2;2;0;2;2900000;"9";"";"9";"9";"";"9";1450000;"10";"";"10";"10";"";"10";3517;1;2;98;0;0;0;2;2;2;2;2;0
"TQRMNOPUYHJKSNCDEIJAH00876450";2025;1;1;1;1;"S";33;2339;2;"";1;1;"";9;1;1;1;"";1;1;1;1;2;2;2;1;1;2;0;1;2;2;2;0;2;0;3;"";1;"";1;1;1;2;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;0;2;1110000;"5";"";"5";"5";"";"5";555000;"6";"";"6";"6";"";"7";3626;1;0;98;0;0;0;2;2;2;2;2;2
"TQRMNOVQVHLNLSCDEFJAH00861741";2025;1;1;1;43;"N";3;476;1;"";1;1;"";4;2;3;4;"Tanque exteriro a media cuadra que llena un c";1;1;2;2;2;2;2;1;1;2;0;1;2;2;2;0;2;0;1;"";2;"";1;1;2;0;0;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;2;2;2;1;0;1;600000;"2";"2";"2";"";"2";"2";600000;"7";"7";"7";"";"7";"6";637;1;0;98;0;0;0;2;2;2;2;2;0
"TQRMNOQYYHJMKQCDEGIBJ00874077";2025;1;1;1;41;"N";12;307;1;"";2;1;"";1;1;1;1;"";1;1;1;1;2;2;2;2;1;2;0;1;2;2;2;0;2;0;3;"";2;"";1;1;2;0;0;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;0;1;500000;"2";"2";"2";"";"2";"2";500000;"6";"6";"7";"";"6";"7";296;1;0;98;0;0;0;2;2;2;2;2;0
"TQRMNOSPRHLOKSCDEGIBJ00858549";2025;1;1;1;41;"N";12;316;1;"";2;2;"";4;2;1;1;"";1;1;1;1;2;2;2;2;1;2;0;2;1;2;2;0;2;0;6;"";2;"";1;1;2;0;0;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;1;2;2;2;2;1;0;1;880000;"4";"4";"5";"";"4";"4";880000;"8";"9";"10";"";"9";"10";320;1;0;98;0;0;0;2;2;2;2;2;0
"TQRMNOPQUHKOLSCDEIJAH00858581";2025;1;1;1;1;"S";33;3272;1;"";3;2;"";4;2;1;2;"";1;1;1;1;2;2;2;3;2;2;0;1;1;2;2;0;2;0;2;"";2;"";1;1;2;0;0;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;2;2;2;6;0;6;5305000;"10";"";"10";"10";"";"10";884166,67;"8";"";"8";"8";"";"9";8961;1;0;98;0;0;0;1;2;2;2;2;0
"TQRMNOSTUHJLMTCDEIJAH00874047";2025;1;1;1;1;"S";33;894;1;"";3;1;"";2;1;1;1;"";1;1;1;1;2;2;2;3;2;2;0;1;1;2;2;0;2;0;1;"";1;"";1;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;1;2;2;2;2;2;0;2;0;"12";"";"12";"12";"";"12";0;"12";"";"12";"12";"";"12";0;1;0;98;0;0;0;2;2;2;2;2;1
"TQRMNOSSUHMONOCDEIIAD00879756";2025;1;1;1;1;"S";32;5188;2;"";4;1;"";2;2;1;1;"";1;1;1;1;2;2;2;4;3;2;0;1;1;2;2;0;2;0;3;"";1;"";1;1;2;0;0;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;4;2;2;0;"12";"";"12";"12";"";"12";0;"12";"";"12";"12";"";"12";0;1;2;98;0;0;0;2;2;2;2;2;0
"TQRMNOQQQHJLNNCDEIIAD00879757";2025;1;1;1;1;"S";32;2239;2;"";2;1;"";1;1;1;1;"";1;1;1;1;2;2;2;2;1;2;0;1;2;2;2;0;2;0;1;"";1;"";1;1;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;0;1;620000;"2";"";"2";"2";"";"2";620000;"7";"";"7";"7";"";"5";3113;1;0;98;0;0;0;2;2;2;2;2;2
"TQRMNOUQTHJLNNCDEIIAD00879758";2025;1;1;1;1;"S";32;1899;2;"";2;1;"";2;1;1;1;"";1;1;1;1;2;2;2;2;1;2;0;1;2;2;2;0;2;0;1;"";1;"";1;1;2;0;0;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;0;1;0;"12";"";"12";"12";"";"12";0;"12";"";"12";"12";"";"12";0;1;0;98;0;0;0;2;2;2;2;2;0
