"CODUSU";"ANO4";"TRIMESTRE";"NRO_HOGAR";"REALIZADA";"REGION";"MAS_500";"AGLOMERADO";"PONDERA";"IV1";"IV1_ESP";"IV2";"IV3";"IV3_ESP";"IV4";"IV5";"IV6";"IV7";"IV7_ESP";"IV8";"IV9";"IV10";"IV11";"IV12_1";"IV12_2";"IV12_3";"II1";"II2";"II3";"II3_1";"II4_1";"II4_2";"II4_3";"II5";"II5_1";"II6";"II6_1";"II7";"II7_ESP";"II8";"II8_ESP";"II9";"V1";"V2";"V2_02";"V2_03";"V21_01";"V22_01";"V3";"V4";"V5_02";"V5_03";"V6";"V7";"V8";"V9";"V10";"V11_01";"V11_02";"V12";"V13";"V14";"V15";"V16";"V17";"V18";"V19_A";"V19_B";"IX_TOT";"IX_MEN10";"IX_MAYEQ10";"ITF";"DECIFR";"IDECIFR";"RDECIFR";"GDECIFR";"PDECIFR";"ADECIFR";"IPCF";"DECCFR";"IDECCFR";"RDECCFR";"GDECCFR";"PDECCFR";"ADECCFR";"PONDIH";"VII1_1";"VII1_2";"VII2_1";"VII2_2";"VII2_3";"VII2_4";"V5_01";"V21_02";"V21_03";"V22_02";"V22_03";"V2_01"
"TQRMNOPRPHLOKTCDEFLID00852005";2023;4;1;1;43;"S";5;431;1;"";3;1;"";2;1;1;1;"";1;1;2;2;2;2;2;3;2;2;0;1;2;1;2;0;2;0;1;"";2;"";1;1;2;0;0;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;3;1;2;172000;2;2;2;2;;3;57333,33;2;2;2;2;;2;598;3;0;98;0;0;0;1;2;2;2;2;0
"TQRMNOPPSHJOKRCDEFLID00793307";2023;4;1;1;43;"S";5;381;1;"";2;1;"";4;1;1;1;"";1;1;1;2;2;2;2;2;2;2;0;1;1;1;2;0;2;0;1;"";1;"";1;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;2;0;2;510000;8;8;8;7;;8;255000;8;9;8;8;;9;783;1;0;98;0;0;0;2;2;2;2;2;1
"TQRMNOPSXHMMKQCDEFLID00809024";2023;4;1;1;43;"S";5;497;2;"";2;1;"";4;1;1;1;"";1;1;1;1;2;2;2;2;2;2;0;1;1;2;2;0;2;0;2;"";1;"";1;1;2;0;0;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;4;1;3;0;12;12;12;12;;12;0;12;12;12;12;;12;0;2;0;1;0;0;0;2;2;2;2;2;0
"TQRMNOPRPHJOKUCDEFOCD00799047";2023;4;1;1;41;"N";8;341;1;"";3;1;"";2;1;1;1;"";1;1;2;2;2;2;2;3;1;2;0;1;1;2;2;0;2;0;1;"";2;"";1;1;2;0;0;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;0;1;20000;1;1;1;;1;1;20000;1;1;1;;1;1;415;1;0;98;0;0;0;2;2;2;2;2;0
"TQRMNOSVQHJOMMCDEHPJB00793758";2023;4;1;1;40;"S";29;283;1;"";3;1;"";4;1;1;1;"";1;1;1;2;1;2;2;2;1;2;0;1;2;1;2;0;2;0;6;"";2;"";3;1;2;0;0;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;0;2;180000;2;2;3;2;;3;90000;3;3;5;3;;4;276;1;0;98;0;0;0;2;2;2;2;2;0
"TQRMNOWTPHLLKMCDEIHJF00854714";2023;4;1;1;44;"N";31;445;1;"";4;1;"";4;1;1;1;"";1;1;1;1;2;2;2;4;3;2;0;1;1;2;2;0;2;0;1;"";1;"";1;1;2;0;0;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;1;2;2;2;4;2;2;0;12;12;12;;12;12;0;12;12;12;;12;12;0;1;2;98;0;0;0;2;2;2;2;2;0
"TQRMNOVTWHJOLLCDEHMHF00794046";2023;4;1;1;42;"N";26;202;2;"";2;1;"";1;1;1;1;"";1;1;1;1;2;2;2;2;1;2;0;1;2;1;2;0;2;0;1;"";1;"";1;1;2;0;0;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;0;1;300000;5;5;5;;5;4;300000;9;9;9;;9;9;210;1;0;98;0;0;0;2;2;2;2;2;0
"TQRMNORWVHJMKNCDEIGED00796237";2023;4;1;1;43;"N";30;146;1;"";3;1;"";5;1;1;1;"";1;1;1;1;2;2;2;3;2;2;0;1;2;2;2;0;2;0;1;"";1;"";1;1;2;0;0;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;1;2;2;1;2;2;2;5;0;5;152000;2;2;2;;2;2;30400;1;1;1;;1;1;191;1;0;98;0;0;0;1;2;2;2;2;0
"TQRMNOPXSHKKKQCDEHLEH00790337";2023;4;1;1;40;"N";25;142;1;"";6;1;"";1;1;1;1;"";1;1;1;1;2;2;2;6;2;2;0;1;1;1;2;0;2;0;1;"";1;"";1;1;2;0;0;2;2;2;2;2;2;2;2;1;2;1;2;2;2;2;2;2;1;2;2;2;2;3;0;3;0;12;12;12;;12;12;0;12;12;12;;12;12;0;96;0;2;3;0;0;2;2;2;2;2;0
"TQRMNOQVWHKKKRCDEHLEH00790411";2023;4;1;1;40;"N";25;110;1;"";3;1;"";1;1;1;1;"";1;1;1;1;2;2;2;3;1;2;0;1;1;1;2;0;2;0;1;"";1;"";1;2;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;2;0;2;760000;9;9;10;;9;10;380000;10;10;10;;10;10;158;2;1;98;0;0;0;2;2;2;2;2;1
"TQRMNORYYHKOKSCDEHLEH00790359";2023;4;1;1;40;"N";25;164;1;"";2;1;"";1;1;1;1;"";1;1;1;1;2;2;2;2;1;2;0;1;2;1;2;0;2;0;3;"";2;"";1;1;2;0;0;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;1;1;2;2;2;1;0;1;309500;5;5;6;;5;6;309500;9;9;10;;9;10;179;1;0;98;0;0;0;2;2;2;2;2;0
"TQRMNORXXHJOKOCDEGPDJ00795663";2023;4;2;1;40;"N";19;170;3;"";7;1;"";2;1;2;1;"";1;2;1;1;2;2;2;4;4;2;0;2;2;2;0;0;0;0;1;"";2;"";1;1;1;2;2;2;2;2;2;2;2;2;2;1;2;1;1;2;2;1;2;1;1;2;2;2;2;6;0;6;940000;10;10;10;;10;10;156666,67;6;6;8;;7;7;170;6;1;4;0;0;0;2;2;2;2;2;1
"TQRMNOSWSHLOLLCDEFNFF00852308";2023;4;1;1;41;"N";7;377;1;"";3;1;"";4;1;1;1;"";1;1;1;1;2;2;2;3;1;2;0;1;2;2;2;0;2;0;1;"";2;"";1;2;1;2;2;2;1;2;2;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;0;2;176000;2;2;3;;2;3;88000;3;3;4;;3;4;552;2;0;1;0;0;0;2;2;2;2;2;1
"TQRMNOPTUHLOLMCDEFNFF00852310";2023;4;1;1;41;"N";7;183;1;"";3;1;"";4;1;1;1;"";1;1;1;2;2;2;2;3;2;2;0;1;2;2;2;0;2;0;1;"";2;"";1;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;1;2;2;2;2;3;0;3;440000;7;7;8;;7;8;146666,67;6;6;7;;6;6;399;3;0;2;0;0;0;2;2;2;2;2;1
"TQRMNPPQVHLOLNCDEFNFF00852311";2023;4;1;1;41;"N";7;414;1;"";2;2;"";4;2;1;1;"";1;1;1;2;2;2;2;2;1;2;0;1;2;2;2;0;2;0;1;"";2;"";1;1;2;0;0;2;2;2;2;1;2;2;2;2;2;2;2;2;2;1;2;2;2;2;2;2;2;1;0;1;347000;5;6;7;;6;7;347000;9;9;10;;9;10;421;1;0;98;0;0;0;2;2;2;2;2;0
"TQRMNOTQSHKOKUCDEFNFF00788152";2023;4;1;1;41;"N";7;295;1;"";3;1;"";4;1;1;1;"";1;1;1;3;2;2;2;3;3;2;0;1;1;2;2;0;2;0;1;"";2;"";1;1;1;2;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;2;2;2;5;0;5;517900;8;8;9;;8;8;103580;4;4;5;;4;4;845;2;0;3;4;5;0;2;2;2;2;1;2
"TQRMNOSWTHMOKNCDEHIBB00810870";2023;4;1;1;40;"N";22;129;1;"";2;1;"";2;1;1;1;"";1;1;1;1;2;2;2;2;2;2;0;1;2;2;2;0;2;0;1;"";2;"";1;1;2;0;0;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;0;2;118000;1;1;1;;1;1;59000;2;2;3;;2;3;127;1;0;2;0;0;0;1;2;2;2;2;0
"TQRMNOTSUHJOKMCDEHIBB00793434";2023;4;1;1;40;"N";22;213;1;"";2;1;"";1;1;1;1;"";1;1;1;1;2;2;2;2;2;2;0;1;2;2;2;0;2;0;1;"";2;"";1;1;2;0;0;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;1;2;2;2;2;2;2;2;1;1;54000;1;1;1;;1;1;27000;1;1;1;;1;1;228;1;0;98;0;0;0;1;2;2;2;2;0
"TQRMNOSXXHKMKRCDEHIBB00796788";2023;4;1;1;40;"N";22;127;1;"";1;1;"";1;1;1;1;"";1;1;1;1;2;2;2;1;1;2;0;1;2;2;2;0;2;0;6;"";2;"";1;1;2;0;0;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;1;2;2;2;2;1;0;1;600000;8;9;9;;9;9;600000;10;10;10;;10;10;159;1;0;98;0;0;0;2;2;2;2;2;0
"TQRMNOSUYHLOLNCDEHMHF00854192";2023;4;1;1;42;"N";26;153;1;"";3;1;"";1;1;1;1;"";1;1;1;1;2;2;2;3;2;2;0;1;1;1;2;0;2;0;1;"";1;"";1;1;2;0;0;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;1;2;2;2;2;2;0;2;500000;7;8;8;;8;6;250000;8;9;9;;9;8;171;1;2;98;0;0;0;2;2;2;2;2;0
"TQRMNOSSUHMOKUCDEIHJF00811786";2023;4;1;1;44;"N";31;265;1;"";5;1;"";4;1;1;1;"";1;1;1;1;2;2;2;5;4;2;0;1;2;2;2;0;2;0;1;"";1;"";1;1;2;0;0;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;7;0;7;460000;7;7;6;;7;5;65714,29;2;2;1;;2;1;355;1;0;98;0;0;0;2;2;2;2;2;0
"TQRMNORUWHKKKMCDEIHJF00791142";2023;4;1;1;44;"N";31;196;2;"";4;1;"";4;1;1;1;"";1;1;1;1;2;2;2;4;3;2;0;1;2;2;2;0;2;0;3;"";1;"";1;1;2;0;0;2;2;1;1;2;2;2;2;2;2;1;2;2;2;1;2;2;1;2;2;2;2;1;0;1;5881000;10;10;10;;10;10;5881000;10;10;10;;10;10;202;1;0;98;0;0;0;2;2;2;2;2;0
"TQRMNOQVWHKMKOCDEIHJF00791206";2023;4;1;1;44;"N";31;476;2;"";2;1;"";4;2;1;1;"";1;1;1;2;2;2;2;2;1;2;0;2;2;2;0;0;0;0;3;"";1;"";1;1;2;0;0;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;1;0;1;500000;7;8;6;;8;6;500000;10;10;10;;10;9;471;1;0;98;0;0;0;2;2;2;2;2;0
"TQRMNOQSVHMMLQCDEHMHF00854195";2023;4;1;1;42;"N";26;170;2;"";1;1;"";4;1;1;1;"";1;1;1;1;2;2;2;1;1;2;0;1;1;1;2;0;2;0;4;"";1;"";1;1;2;0;0;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;1;2;1;2;2;2;2;3;1;2;360000;6;6;6;;6;4;120000;5;5;5;;5;4;217;1;2;3;0;0;0;2;2;2;2;2;0
"TQRMNORSQHKMLLCDEHLEH00790372";2023;4;1;1;40;"N";25;99;1;"";2;1;"";2;2;1;1;"";1;1;1;1;2;2;2;2;1;2;0;1;2;2;2;0;2;0;1;"";2;"";1;1;2;0;0;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;0;1;70000;1;1;1;;1;1;70000;2;2;3;;3;3;125;1;0;97;0;0;0;2;2;2;2;2;0
"TQRMNOSSWHMKKOCDEFNFF00809377";2023;4;1;1;41;"N";7;155;2;"";1;1;"";4;1;1;1;"";1;1;1;1;2;2;2;1;1;2;0;1;1;2;2;0;2;0;3;"";2;"";1;2;2;0;0;2;2;2;2;2;2;2;1;2;2;2;2;2;1;1;2;2;2;2;2;2;2;1;0;1;0;12;12;12;;12;12;0;12;12;12;;12;12;0;1;0;98;0;0;0;2;2;2;2;2;0
"TQRMNOQWSHMOKPCDEFNFF00809379";2023;4;1;1;41;"N";7;343;1;"";4;1;"";4;1;1;1;"";1;1;1;2;2;2;2;4;2;2;0;1;1;2;2;0;2;0;1;"";2;"";1;1;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;1;2;2;2;2;2;0;2;0;12;12;12;;12;12;0;12;12;12;;12;12;0;2;0;1;0;0;0;2;2;2;1;2;2
"TQRMNOUVXHJOKNCDEFNFF00796677";2023;4;3;1;41;"N";7;290;2;"";4;1;"";4;1;1;1;"";1;1;1;1;2;2;2;4;1;2;0;1;1;2;2;0;2;0;3;"";2;"";1;1;2;0;0;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;2;0;2;0;12;12;12;;12;12;0;12;12;12;;12;12;0;2;0;1;0;0;0;2;2;2;2;2;0
"TQRMNOTQVHKOKUCDEFNFF00788084";2023;4;1;1;41;"N";7;346;1;"";3;2;"";4;1;1;1;"";1;1;1;2;2;2;2;3;1;2;0;1;1;1;2;0;2;0;1;"";2;"";1;1;2;0;0;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;1;2;2;2;2;0;2;300000;5;5;6;;5;6;150000;6;6;7;;6;7;542;2;0;98;0;0;0;2;2;2;2;2;0
"TQRMNOQRRHKOLMCDEFNFF00788201";2023;4;1;1;41;"N";7;427;1;"";4;1;"";4;1;1;1;"";1;1;1;2;2;2;2;4;2;2;0;1;2;2;2;0;2;0;1;"";2;"";1;1;2;0;0;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;2;0;2;0;12;12;12;;12;12;0;12;12;12;;12;12;0;2;0;98;0;0;0;2;2;2;2;2;0
"TQRMNORUVHMLKPCDEHJGH00811014";2023;4;1;1;40;"S";23;207;2;"";4;1;"";9;1;1;1;"";1;1;1;1;2;2;2;4;1;1;1;1;1;2;2;0;2;0;1;"";1;"";1;1;1;2;2;2;1;2;2;2;2;2;1;2;2;2;2;2;1;2;2;2;1;2;2;2;2;2;0;2;661000;9;9;9;9;;9;330500;9;9;10;9;;10;381;1;0;98;0;0;0;2;2;2;2;2;1
"TQRMNORQRHLLKRCDEHJGH00853948";2023;4;1;1;40;"S";23;248;1;"";6;1;"";2;1;1;1;"";1;1;1;1;2;2;2;6;1;2;0;1;1;2;2;0;2;0;6;"";1;"";1;1;2;0;0;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;2;2;2;2;0;2;300000;5;5;6;5;;5;150000;6;6;8;6;;7;243;1;0;2;0;0;0;2;2;2;2;2;0
"TQSMNOSRUHKMKRCDEHJGH00790190";2023;4;1;1;40;"S";23;380;1;"";3;2;"";4;2;2;1;"";1;2;1;2;1;2;2;3;3;2;0;1;2;2;2;0;2;0;1;"";2;"";3;1;1;2;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;6;2;4;457900;7;7;8;7;;7;76316,67;3;3;4;3;;4;431;1;0;4;0;0;0;2;2;1;2;1;2
"TQRMNORVPHLMKSCDEHJGH00853949";2023;4;1;1;40;"S";23;299;1;"";5;1;"";2;1;1;1;"";1;1;1;1;2;2;2;5;3;2;0;1;1;1;2;0;2;0;1;"";1;"";1;1;1;2;2;2;1;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;1;2;2;2;2;5;0;5;556000;8;8;9;8;;8;111200;4;5;6;4;;6;481;2;0;4;0;0;0;2;2;2;2;2;1
"TQRMNORVWHMLKTCDEHJGH00811016";2023;4;1;1;40;"S";23;368;1;"";4;1;"";4;1;1;1;"";1;1;1;1;2;2;2;4;1;1;1;1;1;2;2;0;2;0;6;"";2;"";1;1;2;0;0;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;0;1;200000;3;3;3;3;;3;200000;7;8;9;7;;9;295;1;0;98;0;0;0;2;2;2;2;2;0
"TQRMNOSUVHLOKUCDEGNFJ00853325";2023;4;1;1;44;"N";17;355;1;"";1;2;"";6;1;1;1;"";1;1;1;1;2;2;2;1;1;2;0;1;2;2;2;0;2;0;3;"";4;"ELECTRICIDAD";1;1;2;0;0;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;0;1;230000;3;4;2;;4;3;230000;8;8;7;;8;6;340;1;0;98;0;0;0;2;2;2;2;2;0
"TQRMNORUVHJLKTCDEGNFJ00853326";2023;4;1;1;44;"N";17;150;2;"";2;1;"";4;1;1;1;"";1;1;1;1;2;2;2;2;1;2;0;1;2;2;2;0;2;0;3;"";1;"";1;1;2;0;0;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;2;2;1;0;1;300000;5;5;3;;5;4;300000;9;9;8;;9;7;228;1;0;98;0;0;0;2;2;2;2;2;0
"TQRMNOSSVHMNLMCDEGNFJ00810402";2023;4;1;1;44;"N";17;162;1;"";3;1;"";1;1;1;1;"";1;1;1;1;2;2;2;3;2;2;0;1;2;2;2;0;2;0;1;"";1;"";1;2;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;0;2;240000;3;4;3;;4;3;120000;5;5;3;;5;3;265;1;2;98;0;0;0;2;2;2;2;2;2
"TQRMNOQSYHMMLQCDEHMHF00811268";2023;4;1;1;42;"N";26;199;1;"";3;1;"";1;1;1;1;"";1;1;1;1;2;2;2;3;2;2;0;1;1;1;2;0;2;0;3;"";2;"";1;1;2;0;0;2;2;2;2;2;2;2;1;2;2;2;1;2;2;1;1;1;2;1;2;2;2;5;0;5;421800;7;7;7;;7;5;84360;3;3;3;;3;2;225;1;2;3;4;5;0;1;2;2;2;2;0
"TQRMNOSUQHLOMNCDEFKID00851849";2023;4;1;1;43;"S";4;526;2;"";3;1;"";9;1;1;1;"";1;1;1;1;2;2;2;3;2;2;0;1;2;2;2;0;2;0;1;"";1;"";1;1;1;2;2;2;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;2;0;2;0;12;12;12;12;;12;0;12;12;12;12;;12;0;1;2;98;0;0;0;2;2;2;2;2;1
"TQRMNORYPHLOQUCDEIJAH00855407";2023;4;1;1;1;"S";33;3727;2;"";4;1;"";9;1;1;1;"";1;1;1;1;2;2;2;4;3;2;0;1;1;2;2;0;2;0;1;"";1;"";1;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;4;0;4;0;12;;12;12;;12;0;12;;12;12;;12;0;1;0;98;0;0;0;2;2;2;2;2;1
"TQRMNOSRXHJMRMCDEIJAH00796978";2023;4;1;1;1;"S";33;1587;1;"";3;1;"";3;1;1;1;"";1;1;1;1;2;2;2;3;2;2;0;1;1;1;2;0;2;0;1;"";1;"";1;1;1;1;2;2;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;3;0;3;0;12;;12;12;;12;0;12;;12;12;;12;0;2;0;98;0;0;0;2;2;2;1;2;1
"TQRMNORUTHMNROCDEIJAH00812615";2023;4;1;1;1;"S";33;3006;1;"";3;1;"";4;1;1;1;"";1;1;1;1;2;2;2;3;2;2;0;1;1;2;2;0;2;0;1;"";1;"";1;1;2;0;0;2;2;2;2;2;2;1;2;2;2;2;2;2;1;2;2;2;1;2;2;2;2;4;2;2;0;12;;12;12;;12;0;12;;12;12;;12;0;2;1;98;0;0;0;2;2;2;2;2;0
"TQRMNOPTWHJMKTCDEFIAH00797179";2023;4;1;1;43;"S";2;809;2;"";3;2;"";4;1;1;1;"";1;1;1;1;2;2;2;3;3;2;0;1;1;2;2;0;2;0;6;"";1;"";1;1;2;0;0;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;4;0;4;710000;9;9;9;9;;9;177500;7;7;7;7;;6;903;2;0;98;0;0;0;2;2;2;2;2;0
"TQRMNOSTRHKOKOCDEFNFF00788136";2023;4;1;1;41;"N";7;362;1;"";2;1;"";4;1;1;1;"";1;1;1;2;2;2;2;2;1;2;0;1;2;2;2;0;2;0;1;"";2;"";1;1;2;0;0;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;0;2;0;12;12;12;;12;12;0;12;12;12;;12;12;0;2;0;1;0;0;0;2;2;2;2;2;0
"TQRMNOPVTHLKKRCDEFMDB00852150";2023;4;1;1;43;"N";6;197;1;"";3;1;"";1;1;1;1;"";1;1;1;1;2;2;2;3;2;2;0;1;1;1;2;0;2;0;1;"";1;"";1;1;2;0;0;2;2;2;2;2;2;2;2;2;2;1;2;2;2;1;2;1;1;2;2;2;2;3;0;3;0;12;12;12;;12;12;0;12;12;12;;12;12;0;1;2;3;0;0;0;2;2;2;2;2;0
"TQRMNOTRXHMOKTCDEFMDB00809248";2023;4;1;1;43;"N";6;183;1;"";4;1;"";5;1;1;1;"";1;1;1;2;2;2;2;4;2;2;0;1;2;2;2;0;2;0;2;"";2;"";1;1;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;3;0;3;255000;4;4;4;;4;4;85000;3;3;3;;3;3;322;1;3;2;0;0;0;2;2;2;2;2;1
