"CODUSU";"ANO4";"TRIMESTRE";"NRO_HOGAR";"REALIZADA";"REGION";"MAS_500";"AGLOMERADO";"PONDERA";"IV1";"IV1_ESP";"IV2";"IV3";"IV3_ESP";"IV4";"IV5";"IV6";"IV7";"IV7_ESP";"IV8";"IV9";"IV10";"IV11";"IV12_1";"IV12_2";"IV12_3";"II1";"II2";"II3";"II3_1";"II4_1";"II4_2";"II4_3";"II5";"II5_1";"II6";"II6_1";"II7";"II7_ESP";"II8";"II8_ESP";"II9";"V1";"V2";"V2_02";"V2_03";"V21_01";"V22_01";"V3";"V4";"V5_02";"V5_03";"V6";"V7";"V8";"V9";"V10";"V11_01";"V11_02";"V12";"V13";"V14";"V15";"V16";"V17";"V18";"V19_A";"V19_B";"IX_TOT";"IX_MEN10";"IX_MAYEQ10";"ITF";"DECIFR";"IDECIFR";"RDECIFR";"GDECIFR";"PDECIFR";"ADECIFR";"IPCF";"DECCFR";"IDECCFR";"RDECCFR";"GDECCFR";"PDECCFR";"ADECCFR";"PONDIH";"VII1_1";"VII1_2";"VII2_1";"VII2_2";"VII2_3";"VII2_4";"V5_01";"V21_02";"V21_03";"V22_02";"V22_03";"V2_01"
"TQRMNORVRHLMKOCDEIHJF00887401";2025;2;1;1;44;"N";31;150;2;"";1;1;"";4;1;1;1;"";1;1;1;1;2;2;2;1;1;2;0;2;2;2;0;0;0;0;3;"";1;"";1;1;2;0;0;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;1;2;2;2;2;2;1;0;1;1200000;"5";"6";"4";"";"6";"3";1200000;"9";"9";"9";"";"10";"8";155;1;0;98;0;0;0;2;2;2;2;2;0
"TQRMNORPWHLLPQCDEIJAH00887402";2025;2;1;1;1;"S";33;1841;1;"";5;1;"";2;1;1;1;"";1;1;1;1;2;2;2;5;3;2;0;1;2;2;2;0;2;0;1;"";1;"";1;1;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;4;0;4;0;"12";"";"12";"12";"";"12";0;"12";"";"12";"12";"";"12";0;1;2;3;4;0;0;2;2;2;2;2;1
"TQRMNOUVQHMKPRCDEIJAH00887403";2025;2;1;1;1;"S";33;2772;2;"";2;1;"";9;1;1;1;"";1;1;1;1;2;2;2;2;1;2;0;1;2;2;2;0;2;0;3;"";1;"";1;1;2;0;0;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;1;0;1;2000000;"8";"";"8";"8";"";"8";2000000;"10";"";"10";"10";"";"10";3318;1;0;98;0;0;0;2;2;2;2;2;0
"TQRMNOSPUHLOMPCDEIJAH00887404";2025;2;1;1;1;"S";33;2861;1;"";5;1;"";4;2;1;1;"";1;1;1;1;2;2;2;5;3;2;0;1;2;2;2;0;2;0;7;"";2;"";1;1;2;0;0;2;2;2;2;1;2;2;2;2;2;2;2;2;2;1;1;1;1;1;2;2;2;6;0;6;1373000;"6";"";"6";"6";"";"6";228833,33;"2";"";"2";"2";"";"2";4554;2;0;98;0;0;0;1;2;2;2;2;0
"TQRMNOQVQHLNMQCDEIJAH00887405";2025;2;1;1;1;"S";33;2116;1;"";2;1;"";4;1;1;1;"";1;1;1;1;2;2;2;2;2;2;0;1;2;2;2;0;2;0;1;"";2;"";1;1;2;0;0;2;2;2;2;2;2;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;5;1;4;0;"12";"";"12";"12";"";"12";0;"12";"";"12";"12";"";"12";0;1;2;98;0;0;0;1;2;2;2;2;0
"TQRMNOSTYHKNMOCDEIJAH00856759";2025;2;1;1;1;"S";33;297;1;"";3;2;"";1;1;1;2;"";1;1;1;1;2;2;2;3;1;2;0;2;2;1;2;0;2;0;1;"";2;"";1;2;1;1;2;2;1;2;2;2;2;2;2;2;2;2;2;2;2;1;1;2;1;2;2;2;2;2;0;2;680000;"3";"";"3";"3";"";"3";340000;"4";"";"4";"4";"";"4";496;1;2;98;0;0;0;2;2;2;1;2;1
"TQRMNOPQQHLMLTCDEHNHB00887399";2025;2;1;1;42;"S";27;357;1;"";3;1;"";1;1;1;1;"";1;1;1;1;2;2;2;3;2;2;0;2;2;2;0;0;0;0;1;"";1;"";1;1;1;2;2;2;1;2;2;2;2;2;2;2;2;2;2;2;2;1;2;1;1;2;2;2;2;3;0;3;1155000;"5";"5";"6";"5";"";"6";385000;"5";"5";"5";"4";"";"6";401;1;0;2;0;0;0;2;2;2;2;2;1
"TQRMNOTUTHMOMLCDEFKID00878921";2025;2;1;1;43;"S";4;852;1;"";2;1;"";5;1;1;1;"";1;1;1;2;2;2;2;2;2;2;0;1;2;1;2;0;2;0;1;"";1;"";1;1;2;0;0;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;2;3;0;3;2000000;"8";"8";"8";"8";"";"8";666666,67;"7";"7";"7";"7";"";"7";1469;1;2;98;0;0;0;2;2;2;2;2;0
"TQRMNOPXPHMMKSCDEIHJF00881760";2025;2;1;1;44;"N";31;92;1;"";5;1;"";4;1;1;1;"";1;1;1;1;2;2;2;5;3;2;0;1;2;2;2;0;2;0;1;"";1;"";1;2;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;4;0;4;0;"12";"12";"12";"";"12";"12";0;"12";"12";"12";"";"12";"12";0;3;0;98;0;0;0;1;2;2;2;2;1
"TQRMNOPXQHMMKSCDEIHJF00878962";2025;2;1;1;44;"N";31;94;1;"";3;1;"";4;1;1;1;"";1;1;1;1;2;2;2;3;2;2;0;1;2;2;2;0;2;0;3;"";1;"";1;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;1;2;2;2;2;3;0;3;0;"12";"12";"12";"";"12";"12";0;"12";"12";"12";"";"12";"12";0;2;0;98;0;0;0;2;2;2;2;2;1
"TQRMNOSQPHMMKTCDEIHJF00878963";2025;2;1;1;44;"N";31;64;1;"";4;1;"";4;1;1;1;"";1;1;1;1;2;2;2;4;3;2;0;1;1;2;2;0;2;0;1;"";1;"";1;1;2;0;0;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;3;0;3;1400000;"6";"7";"5";"";"7";"5";466666,67;"6";"6";"4";"";"6";"4";71;2;0;98;0;0;0;2;2;2;2;2;0
"TQRMNORSYHLKKTCDEIHJF00887400";2025;2;1;1;44;"N";31;76;1;"";4;1;"";4;1;1;1;"";1;1;1;1;2;2;2;4;1;2;0;1;2;2;2;0;2;0;1;"";1;"";1;1;2;0;0;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;0;2;5000000;"10";"10";"10";"";"10";"10";2500000;"10";"10";"10";"";"10";"10";84;2;0;98;0;0;0;2;2;2;2;2;0
"TQRMNOQSWHJOKMCDEIHJF00864751";2025;2;1;1;44;"N";31;263;1;"";3;1;"";4;1;1;1;"";1;1;1;1;2;2;2;3;2;2;0;1;1;2;2;0;2;0;1;"";1;"";1;1;2;0;0;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;4;0;4;2380000;"9";"9";"8";"";"9";"8";595000;"7";"7";"5";"";"7";"5";280;1;2;3;4;0;0;2;2;2;2;2;0
"TQRMNOPPXHKMKOCDEIHJF00856851";2025;2;1;1;44;"N";31;133;1;"";6;1;"";4;1;1;1;"";1;1;1;2;2;2;2;6;2;2;0;2;1;1;2;0;2;0;1;"";4;"electrica";1;2;1;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;1;0;1;840000;"4";"4";"3";"";"4";"2";840000;"8";"8";"7";"";"9";"6";140;97;0;97;0;0;0;2;2;2;2;2;2
"TQRMNOPTPHKLLSCDEHNHB00861369";2025;2;1;1;42;"S";27;431;1;"";4;1;"";1;1;1;1;"";1;1;1;1;2;2;2;4;1;2;0;1;1;1;2;0;2;0;1;"";1;"";1;2;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;0;1;800000;"3";"4";"4";"3";"";"4";800000;"8";"8";"9";"8";"";"9";492;1;0;98;0;0;0;2;2;2;2;2;1
"TQRMNOPWYHLMLMCDEGJBF00883575";2025;2;1;1;43;"S";13;522;2;"";1;1;"";1;1;1;1;"";1;1;1;1;2;2;2;1;1;2;0;1;2;2;2;0;2;0;3;"";1;"";1;1;2;0;0;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;0;1;500000;"2";"2";"2";"2";"";"2";500000;"6";"6";"5";"6";"";"5";546;1;0;98;0;0;0;2;2;2;2;2;0
"TQRMNOSSPHLLLNCDEGJBF00883576";2025;2;1;1;43;"S";13;608;2;"";1;1;"";9;1;1;1;"";1;1;1;1;2;2;2;1;1;2;0;1;2;2;1;1;2;0;3;"";2;"";1;1;2;0;0;2;2;2;2;2;2;2;1;2;2;2;2;2;1;2;2;2;1;1;2;2;2;2;0;2;1300000;"6";"6";"6";"6";"";"6";650000;"7";"7";"7";"7";"";"6";643;1;2;98;0;0;0;2;2;2;2;2;0
"TQRMNOQYPHLOLPCDEGJBF00883577";2025;2;1;1;43;"S";13;855;1;"";2;2;"";2;1;1;1;"";1;1;1;2;2;2;2;2;1;2;0;1;2;2;2;0;2;0;4;"";2;"";1;1;2;0;0;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;1;2;1;1;2;2;2;1;0;1;820000;"4";"4";"4";"3";"";"4";820000;"8";"8";"8";"8";"";"8";1011;1;0;98;0;0;0;2;2;2;2;2;0
"TQRMNOPTUHJNLLCDEGNFJ00863332";2025;2;1;1;44;"N";17;192;1;"";1;2;"";2;2;1;1;"";1;1;1;1;2;2;2;1;1;2;0;2;2;2;0;0;0;0;1;"";1;"";1;1;2;0;0;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;0;1;750000;"3";"3";"2";"";"3";"2";750000;"8";"8";"7";"";"8";"6";257;1;0;97;0;0;0;2;2;2;2;2;0
"TQRMNORXWHJNLLCDEGNFJ00863333";2025;2;1;1;44;"N";17;354;1;"";3;1;"";1;1;1;1;"";1;1;1;1;2;2;2;3;2;2;0;1;2;2;2;0;2;0;1;"";1;"";1;1;2;0;0;2;2;2;2;2;2;2;1;2;2;2;2;2;2;1;1;2;1;2;2;2;2;6;0;6;2100000;"8";"9";"7";"";"9";"7";350000;"4";"4";"3";"";"4";"2";752;1;0;98;0;0;0;2;2;2;2;2;0
"TQRMNORPUHJLLMCDEGNFJ00863893";2025;2;1;1;44;"N";17;208;1;"";2;1;"";1;1;1;1;"";1;1;1;1;2;2;2;2;2;2;0;1;2;2;2;0;2;0;1;"";1;"";1;1;1;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;2;1;2;2;2;2;2;2;2;3;0;3;500000;"2";"2";"1";"";"2";"2";166666,67;"1";"1";"1";"";"1";"1";285;2;0;1;0;0;0;2;2;2;2;2;1
"TQRMNORWUHLOLMCDEGNFJ00883642";2025;2;1;1;44;"N";17;170;2;"";3;1;"";1;1;1;1;"";1;1;1;1;2;1;2;3;2;2;0;2;2;2;0;0;0;0;1;"";1;"";1;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;1;2;2;2;2;2;3;0;3;2100000;"8";"9";"7";"";"9";"7";700000;"8";"8";"6";"";"8";"6";228;2;0;1;0;0;0;2;2;2;2;2;1
"TQRMNOUUVHLOLMCDEGNFJ00883643";2025;2;1;1;44;"N";17;200;1;"";2;1;"";2;1;1;1;"";1;1;1;1;2;2;2;2;1;2;0;2;2;2;0;0;0;0;3;"";1;"";1;1;2;0;0;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;0;1;1200000;"5";"6";"5";"";"6";"4";1200000;"9";"9";"9";"";"10";"8";217;1;0;98;0;0;0;2;2;2;2;2;0
"TQRMNORPXHLMLNCDEGNFJ00883644";2025;2;1;1;44;"N";17;430;1;"";2;1;"";1;1;1;1;"";1;1;1;1;2;2;2;2;2;2;0;1;2;1;2;0;2;0;6;"";1;"";1;1;2;0;0;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;5;0;5;1600000;"7";"7";"6";"";"7";"5";320000;"3";"4";"2";"";"4";"2";675;1;0;98;0;0;0;2;2;2;2;2;0
"TQRMNOSQTHLMLNCDEGNFJ00883645";2025;2;1;1;44;"N";17;200;1;"";2;1;"";1;1;1;1;"";1;1;1;1;2;2;2;2;2;2;0;1;2;2;2;0;2;0;1;"";1;"";1;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;2;0;2;3100000;"10";"10";"9";"";"10";"9";1550000;"10";"10";"9";"";"10";"9";301;2;0;98;0;0;0;2;2;2;2;2;1
"TQRMNOPVQHKMLLCDEGNFJ00860468";2025;2;1;1;44;"N";17;298;3;"";2;1;"";1;1;1;1;"";1;1;1;1;2;2;2;2;1;2;0;1;2;2;2;0;2;0;3;"";1;"";1;1;2;0;0;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;1;0;1;850000;"4";"4";"3";"";"4";"3";850000;"8";"9";"7";"";"9";"7";286;1;0;98;0;0;0;2;2;2;2;2;0
"TQRMNOTPRHMMLOCDEGNFJ00879840";2025;2;1;1;44;"N";17;147;1;"";2;1;"";4;1;1;1;"";1;1;1;1;2;2;2;2;2;2;0;1;1;2;2;0;2;0;3;"";1;"";1;1;2;0;0;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;1;2;2;2;2;2;0;2;3500000;"10";"10";"9";"";"10";"9";1750000;"10";"10";"10";"";"10";"10";213;2;0;1;0;0;0;2;2;2;2;2;0
"TQRMNOPTRHJOLOCDEGNFJ00863935";2025;2;1;1;44;"N";17;580;1;"";3;1;"";1;1;1;1;"";1;1;1;2;2;2;2;3;2;2;0;1;2;2;2;0;2;0;1;"";2;"";1;1;2;0;0;2;2;2;2;2;2;1;1;2;2;2;2;2;2;1;2;2;2;2;2;2;2;4;1;3;800000;"3";"4";"2";"";"4";"3";200000;"2";"2";"1";"";"2";"1";624;1;0;98;0;0;0;1;2;2;2;2;0
"TQRMNOQVRHMOLLCDEFOCD00883415";2025;2;1;1;41;"N";8;415;1;"";4;1;"";4;1;1;1;"";1;1;1;2;2;2;2;4;4;2;0;1;1;2;2;0;2;0;1;"";2;"";1;2;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;10;1;9;750000;"3";"3";"4";"";"3";"5";75000;"1";"1";"1";"";"1";"1";1275;1;0;2;0;0;0;1;2;2;2;2;1
"TQRMNOQYQHMOLMCDEFOCD00882039";2025;2;1;1;41;"N";8;284;1;"";2;1;"";4;1;1;1;"";1;1;1;1;2;2;2;2;2;2;0;1;1;1;2;0;2;0;1;"";2;"";1;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;4;0;4;0;"12";"12";"12";"";"12";"12";0;"12";"12";"12";"";"12";"12";0;2;0;4;0;0;0;2;2;2;2;2;1
"TQRMNORYTHMMLOCDEHJGH00880193";2025;2;1;1;40;"S";23;469;1;"";5;1;"";2;1;1;1;"";1;1;1;1;2;2;2;5;3;1;1;1;1;1;2;0;1;1;1;"";1;"";1;1;2;0;0;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;5;1;4;1080000;"5";"5";"6";"5";"";"5";216000;"2";"2";"2";"2";"";"2";473;2;0;1;3;0;0;1;2;2;2;2;0
"TQRMNOQQQHKMLLCDEHJGH00860283";2025;2;1;1;40;"S";23;292;1;"";2;2;"";4;2;2;1;"";1;2;1;1;2;2;2;2;1;2;0;2;2;2;0;0;0;0;8;"";2;"";1;2;1;2;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;2;2;2;1;0;1;245000;"1";"1";"1";"1";"";"1";245000;"2";"2";"3";"2";"";"3";289;1;0;98;0;0;0;2;2;2;2;1;2
"TQRMNOPQXHKNLMCDEHJGH00860349";2025;2;1;1;40;"S";23;395;1;"";2;1;"";2;1;1;1;"";1;1;1;1;2;2;2;2;1;2;0;2;1;2;2;0;2;0;1;"";1;"";1;1;2;0;0;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;1;1;2;2;2;3;1;2;1480000;"6";"7";"7";"6";"";"7";493333,33;"6";"6";"7";"6";"";"7";409;2;0;98;0;0;0;2;2;2;2;2;0
"TQRMNOSVRHLNLLCDEHJGH00883578";2025;2;1;1;40;"S";23;355;1;"";3;2;"";3;2;1;1;"";1;1;1;1;1;2;2;2;2;2;0;2;2;2;0;0;0;0;7;"";2;"";1;1;1;2;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;1;2;2;2;2;2;2;16;4;12;3128000;"10";"10";"10";"9";"";"10";195500;"2";"2";"2";"2";"";"2";364;2;6;98;0;0;0;1;2;2;2;1;2
"TQRMNORVRHLMLNCDEHJGH00883579";2025;2;1;1;40;"S";23;392;1;"";4;1;"";4;1;1;1;"";1;1;1;1;2;2;2;4;3;2;0;1;1;2;2;0;2;0;1;"";2;"";1;1;2;0;0;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;6;1;5;2235000;"9";"9";"9";"8";"";"9";372500;"4";"5";"6";"4";"";"6";392;1;0;98;0;0;0;1;2;2;2;2;0
"TQRMNORYRHKNKOCDEGNFJ00860135";2025;2;1;1;44;"N";17;291;2;"";3;1;"";4;1;1;1;"";1;1;1;1;2;2;2;3;2;2;0;1;2;2;2;0;2;0;2;"";1;"";1;1;2;0;0;2;2;2;2;2;2;2;1;2;2;2;2;2;2;1;1;1;2;2;2;2;2;4;1;3;0;"12";"12";"12";"";"12";"12";0;"12";"12";"12";"";"12";"12";0;1;0;98;0;0;0;2;2;2;2;2;0
"TQRMNOTPWHMOKTCDEGNFJ00879352";2025;2;1;1;44;"N";17;159;2;"";1;1;"";4;2;1;1;"";1;1;1;1;2;2;2;1;1;2;0;2;2;2;0;0;0;0;1;"";1;"";1;1;2;0;0;2;2;2;2;1;2;2;2;2;2;2;2;2;1;2;1;2;2;2;2;2;2;2;0;2;430000;"1";"1";"1";"";"2";"1";215000;"2";"2";"1";"";"2";"1";170;1;2;98;0;0;0;2;2;2;2;2;0
"TQRMNOTVTHMOKTCDEGNFJ00879556";2025;2;1;1;44;"N";17;201;1;"";1;1;"";4;1;1;1;"";1;1;1;1;2;2;2;1;1;2;0;2;1;2;2;0;2;0;1;"";1;"";1;2;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;0;2;810000;"4";"4";"3";"";"4";"3";405000;"5";"5";"3";"";"5";"3";244;1;0;98;0;0;0;2;2;2;2;2;1
"TQRMNORSVHLOKTCDEGNFJ00883580";2025;2;1;1;44;"N";17;155;1;"";3;1;"";4;1;1;1;"";1;1;1;1;2;2;2;3;2;2;0;1;1;2;2;0;2;0;1;"";1;"";1;1;2;0;0;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;0;2;0;"12";"12";"12";"";"12";"12";0;"12";"12";"12";"";"12";"12";0;1;2;98;0;0;0;2;2;2;2;2;0
"TQRMNOTRTHLOKTCDEGNFJ00883581";2025;2;1;1;44;"N";17;281;1;"";1;1;"";1;1;1;1;"";1;1;1;1;2;2;2;1;1;2;0;1;1;1;2;0;2;0;4;"";1;"";1;1;2;0;0;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;0;1;1400000;"6";"7";"5";"";"7";"5";1400000;"10";"10";"9";"";"10";"9";373;1;0;98;0;0;0;2;2;2;2;2;0
"TQRMNOPVRHLKKSCDEGKDB00883582";2025;2;1;1;43;"N";14;71;1;"";3;1;"";3;1;1;1;"";1;1;1;1;2;2;2;3;1;2;0;1;1;1;2;0;2;0;1;"";1;"";1;2;1;2;2;2;2;2;2;2;2;1;2;1;2;2;2;2;2;1;2;2;1;2;2;2;2;1;0;1;1090000;"5";"5";"5";"";"5";"6";1090000;"9";"9";"9";"";"9";"10";72;1;0;98;0;0;0;2;2;2;2;2;1
"TQRMNOPPTHJOKUCDEGKDB00863067";2025;2;1;1;43;"N";14;83;1;"";3;1;"";4;1;1;1;"";1;1;1;1;2;2;2;3;2;2;0;2;2;2;0;0;0;0;1;"";2;"";1;1;2;0;0;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;2;2;2;2;4;0;4;418000;"1";"1";"1";"";"1";"2";104500;"1";"1";"1";"";"1";"1";182;1;0;2;3;4;0;2;2;2;2;2;0
"TQRMNOPSYHLMKUCDEGKDB00883583";2025;2;1;1;43;"N";14;100;1;"";5;1;"";4;1;1;1;"";1;1;1;1;2;2;2;5;1;2;0;1;1;1;2;0;2;0;1;"";1;"";1;2;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;2;0;2;0;"12";"12";"12";"";"12";"12";0;"12";"12";"12";"";"12";"12";0;1;0;98;0;0;0;2;2;2;2;2;1
"TQRMNOSYPHMKKOCDEFMDB00879467";2025;2;1;1;43;"N";6;231;1;"";3;1;"";3;1;1;1;"";1;1;1;1;2;2;2;3;1;2;0;1;2;1;2;0;2;0;1;"";1;"";1;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;0;1;600000;"2";"2";"2";"";"2";"2";600000;"7";"7";"6";"";"7";"7";259;1;0;98;0;0;0;2;2;2;2;2;1
