"id"|"provincia"|"region"|"subregion"|"trimestre"|"anio"|"pondera"|"cv1c04"|"cv1c05_a"|"cv1c05_b"|"cv1c05_c"|"cv1c05_d"|"cv1c06_e"|"cv1c06_f"|"cv1c07"|"cv1c08"|"cv1c09"|"cv1c10"|"cv1c11"|"cv1c12"|"cv1c13"|"ch01"|"ch02"|"ch03"|"ch04"|"ch05"|"ch06"|"ch07"|"ch08"|"ch09"|"ch10"|"ch11"|"ch12"|"ch13"|"ch14"|"ch15"|"ch16"|"ch17_a"|"ch17_b"|"ch18"|"ch19"|"ch20"|"ch21"|"propauto"|"regten"|"hacina"|"jniveled"|"jsexo"|"jedad_agrup"|"jsitconyugal"|"jdif_lp"|"jestado"|"jocupengh"|"jpercept"|"jcomed"|"tipohog"|"cantping"|"reldep"|"cantmiem"|"cantadequi"|"menor18"|"menor14"|"mayor65"|"dif_lph"|"cant_act"|"permieoc"|"clima_educativo"|"gastot"|"gastotpc"|"gasto_comunh"|"gascomp"|"gasvent"|"gc_01"|"gc_02"|"gc_03"|"gc_04"|"gc_05"|"gc_06"|"gc_07"|"gc_08"|"gc_09"|"gc_10"|"gc_11"|"gc_12"|"gc09_01"|"gc09_02"|"gc09_03"|"gc09_04"|"gc09_05"|"gc09_06"|"gc09_07"|"gc09_08"|"gc09_09"|"fp_contado"|"fp_credito"|"fp_especie"|"fp_prodprop"|"fp_tarjetas"|"fp_otras"|"fp_indef"|"tn_hipsup"|"tn_autoserv"|"tn_negesp"|"tn_restaurant"|"tn_kiosco"|"tn_internet"|"tn_comedor"|"tn_especie"|"tn_otros"|"tn_indef"|"decgaphp"|"decgaphr"|"decgapht"|"quigaphp"|"quigaphr"|"quigapht"|"gasto_imputado"|"m_gasto_imputado"|"ingtoth"|"ingpch"|"m_ingtoth"|"ingtoth_imp"|"qinth_p"|"qinth_r"|"qinth_t"|"dinth_p"|"dinth_r"|"dinth_t"|"qinpch_p"|"qinpch_r"|"qinpch_t"|"dinpch_p"|"dinpch_r"|"dinpch_t"
478229345|2|1|"1A"|4|2018|276|4|2|3|3|3|3|3|1|1|1|1|1|4|2|1|2|2|1|4|1|1|1|1|1|1|1|3|1|1|1|1|1|2|1|7|1|2|1|0.5|4|1|6|2|2|3||"1"|1|2|2|1|2|1.37|0|0|2|0|0||3|36754.07|18377.035|26552.59|36754.07|0|4871.25|1428.9|0|8680|0|4800|2748.48|1725|1625|0|9893|982.44|15393.15|0|8680|0|4800|5155.92|2425|0|300|35471.59|1040|0|0|242.48|0|23000|600|3264.82|12315.77|6495|242.48|0|0|0|866|12970|7|9|9|4|5|5|0|2|35083.3333333333|17541.6666666667|0|0|3|4|4|5|7|7|3|4|4|6|8|8
824935596|2|1|"1A"|4|2018|271|4|3|3|3|3|3|3|1|1|1|1|1|5|2|1|2|2|1|5|2|1|1|1|1|1|1|3|1|1|1|1|1|1|1|7|1|1|1|0.4|6|2|6|4|2|3||"1"|1|3|1|2|2|1.43|0|0|1|0|1||4|30000.7|15000.35|28407.26|30000.7|0|6984.29|0|0|7933|448|9303.2|1593.44|2690|750|0|0|298.77|6984.29|0|7933|448|9303.2|4283.44|750|0|298.77|26902.74|2760.22|0|0|337.74|0|36000|0|5802.2|11952.06|0|337.74|0|0|0|1255.7|10653|6|8|9|3|4|5|0|2|42666.6666666667|21333.3333333333|0|0|4|4|4|7|8|8|4|5|5|7|9|9
549385244|2|1|"1A"|1|2017|264|4|2|3|3|3|3|3|1|1|1|1|1|1|2|3||||1|1|1|1|1|1|1|1|1|1|1|1|2|1|1|1|1|1|1|2|1|5|1|2|5|2|3||"1"|2|1|1|1|1|1.02|0|0|0|0|0||3|5816.0773|5816.0773|5085.1733|5816.0773|0|935.3233|0|500|522.45|50|0|1411.304|1060|600|0|433|304|1368.3233|500|522.45|50|0|2471.304|0|600|304|3444.7733|2160|0|0|0|0|211.304|985.3233|0|2348|433|0|0|0|0|0|2049.754|2|4|5|1|2|3|692.184|1|15000|15000|0|0|1|2|2|2|3|3|3|4|4|5|7|8
64338930|2|1|"1A"|3|2018|245|4|3|3|3|3|3|3|1|1|1|1|1|1|2|3||||1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|2|1|5|1|5|3|2|3||"1"|1|1|1|1|1|1|0|0|0|0|0||3|33049.61|33049.61|29996.96|33049.61|0|4334.33|913.63|200|15000|0|0|368.05|1000|3948.5|5000|2035.1|250|7283.06|200|15000|0|0|1368.05|0|8948.5|250|24758.12|7923.44|0|0|368.05|0|10000|896.31|2281.91|8503.34|0|368.05|0|0|0|0|21000|9|10|10|5|5|5|0|2|65000|65000|0|0|5|5|5|9|9|10|5|5|5|10|10|10
635779227|2|1|"1A"|3|2018|283|4|3|3|3|3|3|3|1|1|1|1|1|1|3|3||||1|1|1|1|1|1|1|1|1|1|5|1|2|1|2|1|1|1|1|2|2|5|1|2|1|2|1|1|"1"|2|2|2|1|2|1.78|0|0|0|0|2|2|3|34307.245|17153.6225|30676.54|34307.245|0|5897.46|0|5450|12175|1909.8|2000|771.005|1384|900|0|2814.5|1005.48|8711.96|5450|12175|1909.8|2000|2155.005|900|0|1005.48|24999.74|5850|2814.5|0|643.005|0|7500|11309.54|200|4944|0|816.205|0|0|2814.5|0|14223|6|9|9|3|5|5|0|2|30883.3333333333|15441.6666666667|0|0|3|3|4|5|6|7|3|4|4|5|8|8
995013|2|1|"1A"|1|2018|549|4|1|1|3|3|3|3|1|1|1|1|1|3|3|4||||3|2|1|1|1|1|1|1|1|1|1|1|1|1|3|1|7|1|2|3|1|2|1|5|1|2|1|1|"1"|1|3|3|1|3|2.79|0|0|0|0|3|1|3|17778.075|5926.025|8674.25|17778.075|0|2983.37|0|0|0|1519.41|0|7099.925|303.1|1280|0|3464|1128.27|6447.37|0|0|1519.41|0|7403.025|1280|0|1128.27|10114.17|6657.18|0|0|1006.725|0|10920|0|3039.82|9138.03|3464|1006.725|0|0|0|649.5|480|2|4|5|1|2|3|7588.325|1|63666.6666666667|21222.2222222222|0|0|4|5|5|8|9|10|4|5|5|7|9|9
459317539|2|1|"1A"|1|2018|603|4|3|3|3|3|3|3|1|1|1|1|1|6|3|1|2|2|1|6|1|1|1|1|1|1|1|2|1|1|1|1|1|1|1|7|1|2|1|0.166666666666667|6|2|6|4|1|1|3|"1"|1|1|1|1|1|0.67|0|0|1|1|1|1|5|79541.0795|79541.0795|71010.9795|79541.0795|0|4570.9645|2790.685|17450|8100|3900|2944.4|20311.5|1275|1125|0|1818.6|15254.93|9180.2495|17450|12100|3900|2944.4|17586.5|1125|0|15254.93|39359.04|36582.0395|0|0|0|0|28600|6201.2095|0|46098.07|1818.6|173.2|0|0|0|800|24450|10|10|10|5|5|5|0|2|82666.6666666667|82666.6666666667|0|0|5|5|5|9|10|10|5|5|5|10|10|10
712307269|2|1|"1A"|1|2018|722|4|3|3|3|3|3|3|1|1|1|1|1|4|3|1|2|2|1|4|3|1|1|1|1|1|1|3|1|1|1|1|1|4|1|7|1|2|1|1.25|6|1|5|2|2|1|1|"1"|1|3|2|2.5|5|4.26|3|1|0|0|2|2.5|5|170018.52|34003.704|163523.52|170018.52|0|1039.2|4330|6000|6340|11000|10000|3928|5000|36720|58440|6495|20726.32|11864.2|6000|9840|11000|10000|7289.2|36720|58440|18865.12|26389.2|129129.32|4500|0|0|0|185000|0|0|55843.52|6495|0|0|0|0|0|107680|9|10|10|5|5|5|0|2|219833.333333333|43966.6666666667|0|0|5|5|5|10|10|10|5|5|5|10|10|10
474783756|2|1|"1A"|2|2018|602|4|3|2|3|3|3|3|1|1|1|1|1|4|3|1|2|2|1|4|1|1|1|1|1|1|1|2|1|1|1|1|1|1|1|7|1|1|1|0.25|6|2|6|5|1|3||"1"|1|1|1|1|1|0.63|0|0|1|1|0||5|24025.57|24025.57|24025.57|24025.57|0|1359.62|519.6|0|5136.5|8284.85|6984|0|596.15|1144.85|0|0|0|1879.22|0|5136.5|8284.85|6984|596.15|1144.85|0|0|15246.57|779|0|0|0|0|43148|0|1727.67|8199.4|0|0|0|0|0|0|14098.5|8|9|10|4|5|5|0|2|8233.33333333333|8233.33333333333|0|0|1|1|1|1|1|1|1|3|3|2|5|5
489908161|2|1|"1A"|2|2018|891|4|3|3|3|3|3|3|1|1|1|1|1|1|2|3||||1|1|1|1|1|1|1|1|1|1|5|1|2|2||1|5|1|1|2|1|6|2|3|5|2|1|1|"1"|1|1|1|1|1|0.77|0|0|0|0|1|1|5|27114.9495|27114.9495|23746.2095|27114.9495|0|2495.812|0|240|7810.28|752|340.9875|4060.83|4112|3061.5|0|2671.61|1569.93|5167.422|240|7810.28|752|340.9875|8172.83|2161.5|900|1569.93|20007.3195|5328|1558.8|0|220.83|0|5804|2305.292|194.85|6554.4875|1199.41|394.03|0|0|1558.8|1125.8|13782.28|9|10|10|5|5|5|0|2|23166.6666666667|23166.6666666667|0|0|2|3|3|3|5|5|4|5|5|7|9|9
56586228|2|1|"1A"|2|2018|837|4|3|3|3|3|3|3|1|1|1|1|1|1|2|1|2|2|1|1|1|1|1|1|1|1|1|1|1|5|1|2|1|1|1|5|1|1|1|1|6|1|5|3|2|3||"1"|2|1|1|1|1|0.83|0|0|0|0|0||5|16023.67|16023.67|11594.08|16023.67|0|1441.89|476.3|4860|1600|0|1052.19|229.49|1000|2522.5|0|2641.3|200|4083.19|4860|1600|0|1052.19|1229.49|2522.5|0|676.3|15794.18|0|0|0|229.49|0|8000|0|1441.89|7194.69|2641.3|705.79|0|0|0|0|4040|6|8|9|3|4|5|0|2|45000|45000|0|0|4|4|5|7|8|9|5|5|5|10|10|10
595273507|2|1|"1A"|2|2018|1300|4|3|3|3|3|3|3|1|1|1|1|1|1|2|3||||1|1|1|1|1|1|1|1|1|1|1|1|2|1|2|1|1|1|1|2|4|5|1|4|2|2|1|1|"1"|2|3|1|4|4|3.06|2|2|0|0|1|4|5|34175.11|8543.7775|31144.11|34175.1099999999|0|6352.11|0|700|12067|173.2|857.6|11991|128|240|1060|0|606.2|6352.11|700|12067|173.2|857.6|12119|0|1300|606.2|31016.11|128|0|0|3031|0|180|2048.09|2061.08|4147.94|0|3031|0|0|0|0|22887|3|6|7|2|3|4|0|2|25874|6468.5|1|25874|2|3|3|4|5|6|1|2|2|2|3|4
289489373|2|1|"1A"|2|2018|1019|4|3|3|3|3|3|3|1|1|1|1|1|4|3|3||||4|2|1|1|1|1|1|1|2|1|1|1|1|1|2|1|7|1|2|2|0.75|6|1|5|2|2|1|1|"1"|1|3|2|1.5|3|2.45|1|1|0|0|2|1.5|5|98888.2695|32962.7565|92912.8695|98888.2695|0|6461.0095|0|13350|21650|9383.205|0|9119.4|3000|3400|23500|6873.875|2150.78|13334.8845|13350|20150|9383.205|0|10853.68|5800|24300|1716.5|45597.6895|41090.58|0|0|0|3200|44000|2710.58|604.035|23252.2295|1970.15|0|0|0|0|5921.275|64430|9|10|10|5|5|5|0|2|106916.666666667|35638.8888888889|0|0|5|5|5|10|10|10|5|5|5|9|10|10
821129304|2|1|"1A"|2|2018|878|4|3|3|3|3|3|3|1|1|1|1|1|4|3|1|2|2|1|4|1|1|1|1|1|1|1|3|1|1|1|1|1|2|1|5|1|1|1|0.25|6|2|5|5|2|1|3|"1"|1|1|1|1|1|0.76|0|0|0|0|1|1|5|38113.544|38113.544|36435.669|38113.544|0|2155.474|0|0|4673.495|3600|10200|1677.875|5555|3676|2500|2987.7|1088|5143.174|0|4673.495|3600|10200|7232.875|1276|4900|1088|6292.77|29095.499|0|0|725.275|0|42000|917.96|692.367|15481.847|0|725.275|0|0|0|3352.6|16943.495|10|10|10|5|5|5|0|2|50000|50000|0|0|4|5|5|7|9|9|5|5|5|10|10|10
952424651|2|1|"1A"|3|2018|888|4|3|3|3|3|3|3|1|1|1|1|1|5|3|2|2|2|1|5|1|1|1|1|1|1|1|3|1|1|1|1|2||1|7|1|1|1|0.2|6|1|6|4|1|3||"1"|1|1|1|1|1|0.74|0|0|1|1|0||5|46363.9154|46363.9154|43765.9154|46363.9154|0|11549.7987|0|1300|6455.89|10132.8444|9448.3823|2598|1780|2699|0|0|400|11549.7987|1300|6455.89|10132.8444|9448.3823|4378|2699|0|400|36363.9154|0|0|0|0|0|39879|8805.1849|1376.94|4447.9005|0|0|0|0|0|12498|19235.89|10|10|10|5|5|5|0|2|54587.5|54587.5|0|0|4|5|5|8|9|9|5|5|5|10|10|10
793474025|2|1|"1A"|4|2018|954|4|3|3|3|3|3|3|1|1|1|1|1|2|2|3||||1|1|1|1|1|1|1|2||1|5|2|2|1|1|1|5|1|1|2|1|5|2|2|5|2|3||"1"|2|1|1|1|1|0.76|0|0|0|0|0||3|12823.079|12823.079|9857.029|12823.079|0|2711.879|0|580|5800|150|0|562.9|396.5|400|0|1991.8|230|4703.679|810|5800|150|0|959.4|0|400|0|12260.179|0|0|0|562.9|0|990|0|1896.289|3084.89|0|1645.4|0|0|0|0|6196.5|5|8|8|3|4|4|0|2|11000|11000|0|0|1|1|1|1|2|2|2|3|4|3|6|7
901093133|2|1|"1A"|4|2018|953|4|3|3|3|3|3|3|1|1|1|1|1|2|2|3||||1|1|1|1|1|1|1|2||1|5|2|2|1|1|1|5|1|1|2|1|5|2|2|5|2|2||"1"|2|1|1|1|1|0.76|0|0|0|0|1||4|9934.4108|9934.4108|9934.4108|9934.4108|0|1644.3608|0|1230|5800|112|0|0|996.5|0|0|151.55|0|1795.9108|1230|5800|112|0|996.5|0|0|0|9934.4108|0|0|0|0|0|0|129.9|1427.8608|1580.15|0|0|0|0|0|0|6796.5|3|6|7|2|3|4|0|2|10000|10000|0|0|1|1|1|1|2|2|2|3|3|3|6|6
259744289|2|1|"1A"|4|2018|1127|4|3|3|3|3|3|3|1|1|1|1|1|4|2|3||||4|3|1|1|1|1|1|1|2|1|5|1|1|1|3|1|7|1|1|2|1|5|1|3|1|2|1|1|"1"|1|4|3|1.33|4|2.89|1|1|0|0|3|2|4|50021.216|12505.304|42628.174|50021.216|0|5708.672|1554.47|3679|25370.38|995|1787|2555.605|4419.5|1259.5|0|2636.97|55.119|9207.312|3679|25370.38|995|1787|6975.105|1259.5|0|747.919|40593.471|7832.14|0|0|1595.605|0|24800|3442.35|359.39|6574.484|1134.46|4652.152|2969|0|0|0|30889.38|5|7|8|3|4|4|0|2|62416.6666666667|15604.1666666667|0|0|4|5|5|8|9|10|3|4|4|5|8|8
618417598|2|1|"1A"|4|2018|1150|4|2|3|3|3|3|3|1|1|1|1|1|4|2|3||||4|2|1|1|1|1|1|1|2|1|1|1|1|1|2|1|7|1|2|2|1|6|1|4|2|2|1|1|"1"|1|3|2|2|4|2.67|2|2|0|0|2|2|5|111504.2087|27876.052175|99752.5887|111504.2087|0|16568.2687|0|0|40200|13400|16000|8946.72|2450|6850|1200|4892.9|996.32|21461.1687|0|40200|13400|16000|11893.04|6850|1200|500|83516.1687|13974.82|0|0|1013.22|0|63000|0|5968.8617|39649.827|4892.9|1013.22|0|0|0|779.4|59200|9|10|10|5|5|5|0|2|72049.1666666667|18012.2916666667|1|72049.1666666667|5|5|5|9|10|10|3|4|5|6|8|9
4659407|2|1|"1A"|3|2018|1072|4|1|3|3|3|3|3|1|1|1|1|1|5|3|1|1|2|1|5|4|1|1|1|1|1|1|4|1|1|1|1|1|5|1|7|1|2|1|1|6|1|4|2|2|1|1|"1"|1|3|1|5|5|4.02|2|1|0|0|1|5|4|126165.5183|25233.10366|102164.3283|126165.5183|0|10619.3683|0|3800|31629.2|7277.42|0|9151.57|3870|8384.1|25920|23741.39|1772.47|34360.7583|3800|31629.2|7277.42|0|13952.17|8384.1|25920|841.87|90950.7483|30423.2|1000|0|991.57|0|67800|11190.9283|0|22429.71|21593.71|991.57|0|0|0|14530.6|55429|8|10|10|4|5|5|0|2|51360|10272|1|51360|4|5|5|7|9|9|2|3|3|3|6|6
768878704|2|1|"1A"|3|2018|802|4|1|3|3|3|3|3|1|1|1|1|1|5|3|1|2|2|1|5|2|1|1|1|1|1|1|2|1|1|1|1|1|2|1|7|1|2|1|0.4|6|1|6|2|2|1|3|"1"|1|2|2|1|2|1.5|0|0|2|0|1|2|4|66200.8585|33100.42925|58153.1638|66200.8585|0|11303.0753|0|4750|18992|1087.9247|14059.2138|4375.8547|3100|2019|1200|3563.59|1750.2|14866.6653|4750|18992|1087.9247|14059.2138|7786.0547|2019|1200|1440|46782.6371|19050.1714|0|0|368.05|0|90000|7003.9482|3591.5185|25796.5018|3585.24|714.45|0|0|0|1270.2|24239|9|10|10|5|5|5|0|2|100466.666666667|50233.3333333333|0|0|5|5|5|10|10|10|5|5|5|10|10|10
607108826|2|1|"1A"|3|2018|779|4|2|3|3|3|3|3|1|1|1|1|1|4|3|1|2|2|1|4|3|1|1|1|1|1|1|2|1|5|1|2|1|3|1|1|1|2|1|0.75|5|2|2|5|2|1|1|"1"|1|4|3|1|3|2.8|0|0|0|0|3|1|5|85052.2556|28350.7518666667|63019.9599|85052.2555999999|0|8139.8371|995.9|0|5950|3911.35|2700|10917.0335|880|12458.5|27480|8594.21|3025.425|17089.9471|0|5950|3911.35|2700|12076.2135|12098.5|28480|2746.245|39667.8806|40892.805|0|0|991.57|0|41500|1600|7864.8821|18972.65|6482.01|1641.07|2598|0|0|6323.6435|39570|9|10|10|5|5|5|0|2|122313.373333333|40771.1244444444|1|122313.373333333|5|5|5|10|10|10|5|5|5|10|10|10
229035081|2|1|"1A"|3|2018|1106|4|1|3|3|3|3|3|1|1|1|1|1|4|3|3||||4|3|1|1|1|1|1|1|2|1|1|1|1|1|3|1|7|1|1|2|1.25|6|1|5|1|2|1|3|"1"|1|3|1|5|5|4.17|3|2|0|0|1|5|5|56981.7018|11396.34036|52140.7618|56981.7018|0|7499.3868|0|2200|16751.6|0|9210.94|714.45|2212.6|1978.4|13259.92|2598|556.405|10097.3868|2200|16751.6|0|9210.94|2927.05|1978.4|13259.92|556.405|52437.3318|3829.92|0|0|714.45|0|3900|5986.0518|0|6612.68|2598|714.45|0|0|0|8267|32803.52|4|7|8|2|4|4|0|2|27666.6666666667|5533.33333333333|1|27666.6666666667|2|3|3|4|6|6|1|2|2|1|3|3
574891217|2|1|"1A"|3|2018|845|4|2|3|3|3|3|3|1|1|1|1|1|3|3|1|2|2|1|3|2|1|1|1|1|1|1|3|1|1|1|2|1|2|1|7|1|2|1|1|6|1|4|2|2|1|4|"1"|1|3|2|1.5|3|2.12|1|1|0|0|2|1.5|5|62636.2269|20878.7423|58103.1499|73036.2269|-10400|4328.8742|666.82|1600|8201|3392|8354.38|19174.677|3900|640|0|10198.4167|2180.059|9594.1109|1600|8201|3392|8354.38|23539.977|6240|0|1714.759|55651.3109|10964|2932|0|0|0|58088.916|3750.1459|0|14580.584|2489.75|0|0|1208.07|0|353.761|40253.916|7|9|10|4|5|5|368.916|1|74200|24733.3333333333|0|0|5|5|5|9|10|10|4|5|5|8|9|10
283889157|2|1|"1A"|3|2018|725|4|3|3|3|3|3|3|1|1|1|1|1|3|2|1|2|2|1|3|1|1|1|1|1|1|1|1|1|1|1|2|1|1|1|7|1|1|1|0.333333333333333|6|1|3|5|2|1|1|"1"|1|1|1|1|1|1|0|0|0|0|1|1|5|41266.762|41266.762|28112.222|41266.762|0|2699.4086|0|400|7325|6306.4067|0|8449.14|1125|2625|0|11905.4|431.4067|13004.8086|400|7325|6306.4067|0|9574.14|4225|0|431.4067|24647.54|11619.222|0|0|0|0|43000|1746.722|0|3142|10305.4|0|0|0|0|4797.64|21275|10|10|10|5|5|5|0|2|37916.6666666667|37916.6666666667|0|0|3|4|4|6|7|8|5|5|5|9|10|10
196237915|2|1|"1A"|3|2018|725|4|3|3|3|3|3|3|1|1|1|1|1|1|2|3||||1|1|1|1|1|1|1|1|1|1|1|1|2|1|1|1|5|2|1|2|1|4|1|3|5|2|1|1|"1"|1|1|1|1|1|1.02|0|0|0|0|1|1|3|18686.3107|18686.3107|15612.0107|18686.3107|0|977.9305|0|730|9200|2833.2525|0|160|1500|0|0|3074.3|210.8277|4052.2305|730|9200|2833.2525|0|1660|0|0|210.8277|15612.0107|0|3074.3|0|0|0|0|0|1246.1307|3169.28|3074.3|0|0|0|0|336.6|10860|7|9|9|4|5|5|0|2|21166.6666666667|21166.6666666667|0|0|2|2|3|3|4|5|4|5|5|7|9|9
613961214|2|1|"1A"|3|2018|883|4|3|3|3|3|3|3|1|1|1|1|1|1|2|3||||1|1|1|1|1|1|1|1|1|1|1|1|2|1|2|1|5|2|1|2|2|5|2|2|5|2|2||"1"|2|4|2|1|2|1.52|0|0|0|0|2||3|27936.03|13968.015|19293.35|27936.03|0|2143.35|0|1560|15000|0|0|1346.63|0|590|0|7296.05|0|9439.4|1560|15000|0|0|1346.63|590|0|0|27715.2|0|0|0|220.83|0|8480|0|2143.35|7714.05|1732|220.83|0|0|0|1125.8|15000|5|8|8|3|4|4|0|2|35833.3333333333|17916.6666666667|0|0|3|4|4|5|7|7|3|4|5|6|8|9
192054516|2|1|"1A"|3|2018|735|4|3|3|3|3|3|3|1|1|1|1|1|1|2|3||||1|1|1|1|1|1|1|1|1|1|1|1|2|1|2|1|5|2|1|2|2|5|1|4|1|2|1|1|"1"|1|2|2|1|2|1.77|0|0|0|0|2|1|3|69728.9984|34864.4992|55372.8834|69728.9984|0|1405.518|430.3154|22110|10725|720|368.05|5263.115|5100|10950|3564|9093|0|10928.8334|22110|10725|720|368.05|10363.115|10950|3564|0|26522.72|29336.9634|13758.9|0|110.415|0|30000|1047.7734|0|29212.91|7361|110.415|0|0|1732|5325.9|24939|10|10|10|5|5|5|0|2|75666.6666666667|37833.3333333333|0|0|5|5|5|9|10|10|5|5|5|9|10|10
857101344|2|1|"1A"|3|2018|826|4|3|3|3|3|3|3|1|1|1|1|1|1|2|3||||1|1|1|1|1|1|1|1|1|1|1|1|2|1|2|1|5|1|1|2|2|5|2|2|5|2|1|1|"1"|1|4|2|1|2|1.78|0|0|0|0|2|1|3|27485.2055|13742.60275|23038.2955|27485.2055|0|5228.1719|0|540|13000|921.6|0|240|708|1149.5|0|3745.45|1952.4836|8973.6219|540|13000|921.6|0|948|1149.5|0|1952.4836|18121.01|7588.8955|1775.3|0|0|0|12116|7250.2955|80|3427.05|2727.9|51.96|0|0|0|0|13948|5|8|8|3|4|4|0|2|32666.6666666667|16333.3333333333|0|0|3|3|4|5|6|7|3|4|4|5|8|8
954970955|2|1|"1A"|3|2018|749|4|3|3|3|3|3|3|1|1|1|1|1|6|3|1|2|2|1|6|1|1|1|1|1|1|1|3|1|1|1|1|1|2|1|7|1|1|1|0.333333333333333|6|1|6|2|2|1|1|"1"|1|2|2|1|2|1.5|0|0|1|0|2|1|4|30076.15|15038.075|28067.03|30076.15|0|5581.37|0|0|15330|5000|467.64|1792.62|1080|550|0|216.5|58.02|5797.87|0|15330|5000|467.64|2872.62|550|0|58.02|20902.03|3680.5|0|0|493.62|0|18000|3901.33|0|2147.68|0|710.12|58.02|0|0|1299|21960|6|8|9|3|4|5|0|2|130000|65000|0|0|5|5|5|10|10|10|5|5|5|10|10|10
398631952|2|1|"1A"|3|2018|802|4|3|3|3|3|3|3|1|1|1|1|1|6|3|1|2|2|1|6|1|1|1|1|1|1|1|3|1|1|1|1|1|2|1|7|1|2|1|0.333333333333333|6|1|6|1|2|3||"1"|1|2|2|1|2|1.5|0|0|2|0|1|2|5|65535.485|32767.7425|57672.205|65535.485|0|10731.905|0|3100|10760|10436|16000|7526.66|3220|1360|0|649.5|1751.42|11381.405|3100|10760|10436|16000|11398.08|1360|0|1100|43496.12|11413.565|0|0|1125.8|0|51500|147.22|0|38615.845|649.5|1402.92|0|0|0|0|24720|9|10|10|5|5|5|0|2|141166.666666667|70583.3333333333|0|0|5|5|5|10|10|10|5|5|5|10|10|10
326820872|2|1|"1A"|3|2018|754|4|3|3|3|3|3|3|1|1|1|1|1|6|3|1|1|2|1|6|3|1|1|1|1|1|1|3|1|1|1|1|1|3|1|7|1|3|1|0.5|6|2|5|3|2|1|1|"1"|1|3|3|1|3|2.28|0|0|0|0|3|1|4|137801.065|45933.6883333334|118530.4|137801.065|0|4814.96|259.8|5500|15900|7700|869.6|63055.365|8409.1|11150|0|14391.54|5750.7|13466.3|5500|22300|7700|869.6|66150.165|17150|0|4665|96371.1|31656.6|0|0|2773.365|0|247000|1861.9|1645.4|38639.75|3000.69|3431.525|0|0|0|6321.8|82900|10|10|10|5|5|5|11498.315|1|105583.333333333|35194.4444444444|0|0|5|5|5|10|10|10|5|5|5|9|10|10
870181250|2|1|"1A"|2|2018|172|4|3|3|3|3|3|3|1|1|1|1|1|3|2|1|2|2|1|3|2|1|1|1|1|1|1|1|1|1|1|1|1|3|1|5|1|2|1|1|6|1|5|2|2|1|1|"1"|1|3|2|1.5|3|2.52|0|0|0|0|2|1.5|4|67616.243|22538.7476666667|61530.428|67616.243|0|7256.214|476.3|3000|12638|6530.222|7500|1746.4|4200|5520|10700|5866.717|2182.39|13599.231|3000|14038|6530.222|7500|6252.5|5520|10700|476.29|48898.037|10124.306|3247.5|0|346.4|0|110000|2567.257|5846.366|21193.02|1905.2|346.4|0|0|0|920|34838|8|9|10|4|5|5|0|2|113050|37683.3333333333|1|46383.3333333333|5|5|5|10|10|10|5|5|5|9|10|10
697277891|2|1|"1A"|3|2018|173|4|3|3|3|3|3|3|1|1|1|1|1|1|3|3||||1|1|1|1|1|1|1|1|1|1|1|1|2|1|2|1|7|1|1|2|2|3|1|6|1|2|1|1|"1"|1|2|2|1|2|1.5|0|0|1|0|2|1|2|25790.1046|12895.0523|22661.6796|25790.1046|0|4057.5564|0|480|9925|2373.6635|1600|1742.825|2350|750|0|1879.22|631.8397|5936.7764|480|9925|2373.6635|1600|4092.825|750|0|631.8397|19098.2195|5815.0601|0|0|876.825|0|11500|6547.4796|0|1489.2|1385.6|876.825|0|0|0|2466|13025|5|8|8|3|4|4|0|2|59466.6666666667|29733.3333333333|0|0|4|5|5|8|9|9|4|5|5|8|10|10
874952735|2|1|"1A"|3|2018|178|4|3|3|3|3|3|3|1|1|1|1|1|1|3|3||||1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|7|1|1|2|1|5|2|4|5|2|1|1|"1"|2|1|1|1|1|0.77|0|0|0|0|1|1|3|30918.9725|30918.9725|29576.6725|30918.9725|0|3808.235|723.11|590|12544.5|311.76|2165|0|1483|1730|0|909.3|6654.0675|5440.645|590|12544.5|311.76|2165|1483|1730|0|6654.0675|30918.9725|0|0|0|0|0|0|3617.715|1493.85|7775.6075|909.3|433|0|0|0|2165|14524.5|9|10|10|5|5|5|0|2|21466.6666666667|21466.6666666667|0|0|2|2|3|3|4|5|4|5|5|7|9|9
312849770|2|1|"1A"|4|2018|173|4|3|3|3|3|3|3|1|1|1|1|1|2|3|1|2|2|1|2|1|1|1|1|1|1|1|1|1|5|1|1|1|1|1|5|1|1|1|0.5|6|2|5|3|2|1|1|"1"|1|1|1|1|1|0.76|0|0|0|0|1|1|5|25513.328|25513.328|22934.38|25513.328|0|8584.225|0|900|3447.015|0|684.14|2245.538|1650|3522.41|4000|0|480|8584.225|900|3447.015|0|684.14|3895.538|3522.41|4000|480|24703.618|0|0|0|809.71|0|15752|129.9|0|11155.965|1082.5|809.71|0|0|0|1769.238|10566.015|8|10|10|4|5|5|0|2|43333.3333333333|43333.3333333333|0|0|4|4|4|7|8|8|5|5|5|10|10|10
