IPCBA (base 2021 = 100) según principales aperturas.  Índice mensual empalmado con la serie anterior (base julio 2011 - junio 2012 = 100). Ciudad de Buenos Aires. Julio de 2012 / febrero de 2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Apertura,Índice1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,07/01/2012,08/01/2012,09/01/2012,10/01/2012,11/01/2012,12/01/2012,01/01/2013,02/01/2013,03/01/2013,04/01/2013,05/01/2013,06/01/2013,07/01/2013,08/01/2013,09/01/2013,10/01/2013,11/01/2013,12/01/2013,01/01/2014,02/01/2014,03/01/2014,04/01/2014,05/01/2014,06/01/2014,07/01/2014,08/01/2014,09/01/2014,10/01/2014,11/01/2014,12/01/2014,01/01/2015,02/01/2015,03/01/2015,04/01/2015,05/01/2015,06/01/2015,07/01/2015,08/01/2015,09/01/2015,10/01/2015,11/01/2015,12/01/2015,01/01/2016,02/01/2016,03/01/2016,04/01/2016,05/01/2016,06/01/2016,07/01/2016,08/01/2016,09/01/2016,10/01/2016,11/01/2016,12/01/2016,01/01/2017,02/01/2017,03/01/2017,04/01/2017,05/01/2017,06/01/2017,07/01/2017,08/01/2017,09/01/2017,10/01/2017,11/01/2017,12/01/2017,01/01/2018,02/01/2018,03/01/2018,04/01/2018,05/01/2018,06/01/2018,07/01/2018,08/01/2018,09/01/2018,10/01/2018,11/01/2018,12/01/2018,01/01/2019,02/01/2019,03/01/2019,04/01/2019,05/01/2019,06/01/2019,07/01/2019,08/01/2019,09/01/2019,10/01/2019,11/01/2019,12/01/2019,01/01/2020,02/01/2020,03/01/2020,04/01/2020,05/01/2020,06/01/2020,07/01/2020,08/01/2020,09/01/2020,10/01/2020,11/01/2020,12/01/2020,01/01/2021,02/01/2021,03/01/2021,04/01/2021,05/01/2021,06/01/2021,07/01/2021,08/01/2021,09/01/2021,10/01/2021,11/01/2021,12/01/2021,01/01/2022,02/01/2022
"Azúcar, repostería y postres",6.3895392132998,6.46036499607822,6.62250335830651,6.76181357567234,6.86015019969527,7.00297243934763,7.13525861214039,7.28393422227031,7.28686090750908,7.33193186018626,7.43904853992553,7.60762560967913,7.76859329781192,7.9875093536725,8.13559962675466,8.29071394440988,8.52543410055987,8.90356183340997,9.12598991155708,9.73298443007961,10.0151168870978,10.2451543468657,10.5413348930301,10.6894251661122,10.8111752720454,11.1495000856481,11.5551386597427,12.0421390834753,12.454801702143,12.6286468053264,12.8990725213895,13.0612108836178,13.2409093572787,13.4621667613303,13.6629373687105,13.8157103381747,14.0949161099541,14.4865065949026,14.7674683778253,14.9518495478683,15.0952571245684,15.7145437210938,16.4602631199344,17.026284045114,17.4641161568352,18.0834027533606,18.7618083917093,18.8419995672518,19.1235466872222,19.5098691387409,19.9927722031392,20.599181384614,21.0001372623266,21.2688069672464,21.5199165607335,21.8722894634824,22.1321791126858,22.5261109458253,22.7684404835961,23.1395441718732,23.5352320161559,23.9443826125371,24.330119727008,24.8498990254149,25.1501769309135,25.6804922961801,26.0381332323587,26.4625025919815,27.0127194168718,27.4324060801125,27.982037567955,28.5094262479828,29.1854905381404,30.1501259928416,31.8394087126642,33.8523828198956,35.1477337065787,36.8510645155474,38.1569514690901,39.1397323722717,40.2132405178554,41.9522768867372,43.5174681524356,44.6577047214634,45.5807812457739,47.5545377708057,51.2644039794805,53.6496524490845,55.7726699212939,58.9194418900279,61.8654432513816,63.5880901829263,65.6835968138912,66.6406228869716,67.2921030211235,67.6614506982573,69.1329880363148,70.7953452519406,70.6642297532434,71.5709168402167,73.7963682957834,76.4397504034476,80.114496389257,83.6780283359929,85.8004604711546,88.8658705902505,91.1562944581181,94.3826722653468,98.6509500175804,102.60724312336,106.609192518865,112.322667442007,115.952927812187,119.352565385552,124.243641756597,129.85
Otros alimentos,5.86660455441683,5.9779212618898,6.14061491127337,6.28511256039694,6.38947197365285,6.51149221069053,6.63458280068468,6.69666327215999,6.73037939028882,6.75553268476589,6.81814833271943,7.03650033583949,7.27786492752367,7.4641063419496,7.60806881459493,7.75952375793556,7.89813446579854,8.294700236171,8.62543929972049,9.10388707126297,9.46566637055013,9.76590037484021,9.94090308322319,10.1233982623015,10.2871622646415,10.5017680324139,10.7388512122722,10.9791454509999,11.1664572183823,11.2847312200724,11.5389400472342,11.7353498147466,11.9269429939549,12.279624293112,12.5894914740104,12.8624314779104,13.1862132472429,13.4238316035794,13.677505254263,13.8418044330813,14.0259051415943,14.5273655017009,15.5104846922194,16.5150109418673,17.1224362446645,17.6929343704635,18.4662643815137,19.1132927437003,19.5799666327216,19.9957987563105,20.3907589972483,20.5823521764566,20.8734881806166,21.2529283036856,21.4723506597621,21.779006781791,22.1621931402076,22.579095616753,22.9703096223431,23.2368275085043,23.6301822200074,24.0374515199445,24.3103915238446,24.6507637640023,25.1704201243689,25.5974909540008,25.9833531948086,26.5870322622581,27.4224427447837,28.0025740471909,28.8481528828028,30.3284510216021,31.5449071566312,32.6029510541027,35.90659545425,39.1535111477044,40.5535328147683,41.2642471778649,43.0672567330401,44.6770675795723,45.7072823001755,47.5782592680866,49.2207158797911,51.2688362619981,52.2128875696054,54.3086386583754,59.2756115528785,60.892914870106,63.8433427946179,67.082766017377,69.1758412237558,70.9472753667151,72.8819383355362,72.6138149199402,73.4850822265075,73.8473967022729,74.7748575390549,76.4221307390636,76.0014820271705,76.4028643858471,78.316655472017,80.4857257383052,83.5415834290295,85.8894026390484,87.66618854679,90.7766342382944,93.544566983728,97.2260459775096,102.510378523606,106.273739518558,109.441449093233,113.46115962126,113.731958919247,116.248893896388,119.892375360215,123.5
Bebidas no alcohólicas,6.52725995914198,6.72263217216724,6.91000669226163,7.01683301926667,7.23048567327674,7.37158782712831,7.44185327216371,7.5029784967067,7.5218302014723,7.5264003117185,7.69092428058187,7.90857578105738,8.0462503522243,8.24733520305731,8.38672356556655,8.59466358176887,8.95113218097284,9.42013974498961,9.90171511218344,10.3067411327533,10.5883741766757,10.9345600278257,11.1367874062203,11.2990263199606,11.5418134267902,11.7880281163045,12.0256738491071,12.4701170705505,12.8025925909619,13.0830831073227,13.4732562695925,13.7154721126413,13.937693723363,14.3215829840442,14.6711964178789,14.8420042883308,15.0293788084252,15.3270072382093,15.5246645063576,15.7560263375718,16.0822179563946,16.4821026029375,16.9665342890353,17.4469671286675,17.9593907400232,18.4518201190518,18.8322817970484,19.1910354513754,19.6126281215878,20.1610413511324,20.7677234863161,21.1001990067275,21.6948846025149,22.2455828871826,22.852836286147,23.2035922475432,23.4475218819344,23.7074469021873,24.0193569264908,24.3512611831214,24.8065584163996,25.4132405515832,25.9702227378395,26.4877877232221,27.142456015991,27.5754739618189,28.0124907541122,28.6271705822268,29.3406790444155,29.8353934785671,30.4889192437744,31.6662938959529,32.6140205082597,33.8548054401042,36.7196933006939,39.6457063858265,41.5554412049593,42.9350432355324,44.2946510337783,45.6525450406819,46.6956727043781,47.8707623014336,49.3931802772005,51.4205954351731,52.4860023863196,54.2729154925857,57.5965281691381,60.0226854460921,62.3231646912754,64.4082774911063,66.5510879327956,68.1603380032405,69.823858132859,69.8512787943362,69.9643890229298,70.2294554172097,71.1309096632736,73.6901714011483,74.3317006269592,76.3882502377514,78.8309741643479,80.7487066764115,83.0748927917298,85.6290131555775,87.3656550491353,90.3722163273573,92.7161116198795,96.1979643637068,100.16996143144,104.042558601317,108.488704607094,111.97741251629,114.547528266,119.305013032299,123.913969215596,129.75
Bebidas alcohólicas y tabaco,4.94375554759214,5.04218816329906,5.10901397579734,5.26117815695895,5.32303718609587,5.3907660501144,5.54293023127602,5.62872012569948,5.63413843482096,5.66303608346886,5.809781955509,5.84861317087962,5.9000871075337,5.98497395043692,6.14481406952063,6.39179866030818,6.44959395760399,6.52725638834523,6.57782727347906,6.95575433470243,7.11965818562726,7.19867519364887,8.1640372687929,8.23628139041266,8.33245637731896,8.68374341869504,9.12352950905533,9.30865507070596,9.40212090305152,9.69154891529068,10.0595424097913,10.3769650191581,10.5535115913664,11.049286875982,11.1445588113681,11.8769335942884,11.9780753645561,12.1054056289109,12.5641558011964,12.742056950685,12.9253764092951,13.0974077239022,13.2477658020233,13.7471532927199,14.1395291782672,14.3996080160984,19.3293662651267,19.9335077321719,20.2676367946633,20.6171177329989,21.42580036938,21.8231430382887,22.7460616919811,23.0932850015161,23.3420756953442,24.2306783912672,24.7801852413375,25.4100636767098,26.0914160487361,26.3957444110593,27.1055429059735,27.4396719684649,27.6555012818039,28.4542503514624,28.6967196846487,28.9653775119222,29.6106078231386,30.1854001157758,30.4974044160212,30.844176199796,31.2961534856796,31.5792601372771,32.4136797419853,33.0792287124073,34.8108300024809,35.6064183918185,38.0613639496099,38.7291705488326,40.2873859470188,41.0382732861041,42.7134338561623,43.0398869807316,44.2201753176944,45.5648190313422,45.8068368387684,48.0436954544202,51.2436585164154,54.7226644981669,57.9289489208038,60.2195391019103,62.7855599966921,63.6859023623784,65.3877029522838,66.7802083965047,67.3288121950547,71.1654265788241,72.7611186151005,73.9788835901535,76.8767759186261,77.6692036276429,79.8582005127216,83.5300079940458,86.9403820602586,89.8432411720925,94.802800121289,97.6591520798302,99.4232632246327,104.721918019682,106.876598946991,108.943683876837,114.568340270695,117.589950657441,118.626653802685,124.542544311823,127.402056950685,131.04
Bebidas alcohólicas,7.24855378428838,7.41982095839916,7.56935037579587,7.6760629996649,7.81900521805735,7.9441619991383,7.98500263296472,8.06602518071712,8.10488965484226,8.16285700607975,8.28208530805687,8.47443151898128,8.61869117717459,8.86900473933649,9.04422423284982,9.17465077313419,9.39071090047393,9.60150126861027,9.77210972282062,10.0026616879697,10.3886715496194,10.6620403082962,10.8431882809134,10.904449231653,11.0724228062617,11.5453836947676,11.7844990186222,12.142842644454,12.4227986021351,12.5670582603284,12.7185638374264,13.011694193116,13.1045736990761,13.4049499736704,13.5808281870841,13.8067691129302,14.0327100387764,14.396982143712,14.5610033989181,14.7493972904399,15.1874460242233,15.5978285221887,15.9443151898128,16.5575834171095,17.0575518215329,17.7162717219589,18.5844645507205,19.4994264924123,20.3919919574896,21.3188108573891,22.4557614055244,23.4504284551678,24.4543175834171,25.2895744171574,26.0747685384652,26.7815749916224,27.1629738139691,27.6985130930155,28.4382555411939,29.1931485470822,29.8472574082053,30.4783110728134,31.0243898702666,31.453216525444,32.0796591507492,32.7976638422136,32.9017415864809,33.1303173919288,33.5953736416296,33.9201225525396,34.4102101584566,34.9273052802911,35.8396323423811,36.0379070324094,37.2183330939729,38.9257350758772,41.1884379338408,42.0935190770262,42.9814735028005,43.9049988031979,44.3608329742927,45.0412906314328,45.7224070084734,46.8461831586002,47.4713083441046,48.2578199052133,49.7768279955958,52.9880875101728,55.2461793288334,57.0016678634688,58.8921939776916,59.6372061850735,60.6825946670496,60.1878960218297,60.7497840968931,61.0870486859112,62.0388989420269,64.7627057302887,65.0993115994064,67.5899315429173,70.2557709799416,73.476911293025,75.8805802096797,78.7921221695629,82.3551381109675,88.3554176839485,91.1457551821533,96.2561041696587,100.436999377663,105.65801330844,110.446906984537,116.612525252525,119.560955526832,125.152170041649,129.896929484418,137.6
Vinos,8.58505158184319,8.66726570380559,8.76687127464466,8.88861141678129,8.99216958963778,9.05857330353049,9.12102441540578,9.24118351673544,9.2949389041724,9.3565994956442,9.45857662769372,9.63407215726731,9.83486433975241,10.1178706441999,10.3060145002293,10.3747897753324,10.522617090784,10.8190622420908,10.9558222718936,11.2159034846401,11.4933761462632,11.838833562586,12.0981242549289,12.1890341013297,12.3194699679046,12.6744136290692,12.9732303415864,13.2823238193489,13.533709307657,13.6538684089867,13.7337109697387,13.9795628152224,14.1020934777625,14.4230447615773,14.5463659445209,14.7906367491976,15.0183066254012,15.3384673888125,15.5613941425951,15.7447948762036,16.1479602819807,16.3780017193948,16.7424316254012,17.1819609697387,17.5519245185695,18.0048927097662,18.8823703576341,19.9922610041266,21.0594635488308,22.4310164488767,24.0373539087575,25.2397354424576,26.6824351788171,27.6674236015589,28.7132820953691,29.5994554676754,30.1275230972031,30.748872134342,31.4121187528657,32.3054068088033,33.3069961600183,33.9354598807886,34.5702477647868,35.1093826799633,35.5497025447043,36.3473376318203,36.3568238766621,36.4833071412196,36.7078149358093,36.5813316712517,36.8983303530491,37.4256074621733,37.8485358780376,37.6232375630445,38.4627702315452,40.1995435580009,41.4232691425952,41.6793977533242,42.8477869096745,43.9956225355342,44.5039271549748,45.5687581384686,46.4667893168271,47.5640316368638,48.5205613250802,49.4952729825768,51.4020081957818,53.5348322443833,54.888203175149,56.1609410247593,57.8368442801467,58.7483143053645,60.2526746331958,59.9253991861531,60.3222404287024,60.6376580696928,61.7744264099037,64.8289972489684,64.8614085855112,67.4369240600642,70.0108584938102,72.4891399587345,73.6701774415406,75.967429734067,80.4726055135259,86.8339232003668,90.5604363823934,96.4664143168271,101.346296767538,108.192203461715,113.329795563962,119.816805994956,122.928294303072,126.604214179276,131.73232003668,137.93
Cerveza,4.56400586427161,4.92095175855857,5.16365915511692,5.24074049441477,5.45973055580456,5.70520497479925,5.71113430859139,5.71864479806144,5.72615528753148,5.77951929166076,5.94158774864598,6.17283176653953,6.19299150143281,6.3787772935866,6.52780121622911,6.76813687927061,7.12389690679914,7.15354357575985,7.40771435098302,7.58401320906938,8.20856970184169,8.36115122475949,8.37498633694115,8.36075593584001,8.60899737727103,9.3371195669461,9.43673237465409,9.91226494478389,10.2644673720371,10.4593448093389,10.7577879435434,11.1712601533154,11.1835141098192,11.4412424853176,11.7203164624678,11.9183562111253,12.1258828938503,12.5883709296374,12.6251327991487,12.8255442813231,13.3358622763668,14.128021270997,14.459273385518,15.4557967515174,16.2613955694098,17.3555552985198,18.2524658568111,18.818519589501,19.4280551033332,19.4790473739456,19.7608883735321,20.3688427316864,20.5522567903234,21.1459807473765,21.4139866347814,21.768165506632,21.8563149356752,22.2286770978217,23.1232159225962,23.64855489658,23.6228611168141,24.2489987652643,24.6695861755869,24.8767175693924,25.9230473392458,26.5337687198364,26.822329631054,27.2547757089609,28.1109715085463,29.2497988855571,30.0617223261611,30.5400219187272,32.3800918388887,33.4200969860304,35.3178790884354,36.9104981450048,41.3096685298549,43.5367263021835,43.8580961937176,44.2423170234484,44.5415507354918,44.290146982705,44.5008359767858,45.7365091390682,45.6965849582012,46.10491841202,46.718406815047,52.1469095462129,56.2923044447593,58.9138605587251,61.1836095343572,61.4239451973987,61.5539952519063,60.6649904720045,61.5785031649138,62.0149021320155,62.4912252799843,64.6218325559607,65.6080784100537,68.0778435789407,70.9523846013712,75.6507886982647,80.5080989407876,84.6364964157965,86.344539836853,91.5643300185355,92.558481651018,96.1105478814307,98.682692880462,100.687598280045,104.718754680863,110.187181592896,112.677501785596,122.427698273394,126.09084069018,136.7
Tabaco,3.6159468653815,3.67663269410168,3.70349363468274,3.86366442851796,3.88720920359519,3.92600833999006,4.11370330750711,4.19461774580068,4.18632733204109,4.20058684370758,4.34815620862823,4.31996880184563,4.32859083215561,4.33754447901596,4.47914474602971,4.75737103180145,4.74443798633649,4.76068719730528,4.75670779870068,5.16957040392812,5.22793491679561,5.21997611958641,6.44430442360223,6.51560198193468,6.57462972790294,6.84953984817085,7.34132719238955,7.44014892440383,7.44843933816342,7.77707133959345,8.20949932129351,8.51425493109593,8.71289324477564,9.25475468810225,9.30913980236514,10.2005250897959,10.2416455420435,10.2605476854154,10.8093730763,10.970207103236,11.0332142478089,11.0929052268779,11.1499432735439,11.5644639615232,11.8831474664417,11.9574295737276,18.2326095566343,18.6620529893809,18.7376615628683,18.8192392342627,19.4310717697202,19.5484640285559,20.3702098404062,20.4869388661412,20.4922447309473,21.3929152817889,21.9729126284096,22.5963517431305,23.2035416468827,23.2960626644397,23.9781979085785,24.1632399436925,24.2242573889631,25.1202853080992,25.1836240692225,25.2443098979427,26.0697034918471,26.747527720831,26.9726953585414,27.3036486758241,27.7068944010904,27.8707129769798,28.6118759670869,29.4249997486272,31.2618238212013,31.6166535301117,33.9727891205863,34.4927638715876,36.2188280163336,36.8419355145042,38.9069117737422,39.0607818531201,40.3650297457783,41.7037657596765,41.7674361373501,44.4498824134021,48.1225357088992,51.4605879050593,54.831138523157,57.1786520833217,59.8415329829011,60.7415403006418,62.5946135841847,64.6781603702442,65.1808910606255,70.2065398816872,71.9564804180609,72.4529103939849,76.2151001580855,76.2369868504109,78.0658521257758,81.6589174491808,85.2436923588263,87.931112883134,93.1149427987286,94.4433986995648,95.648161627108,100.638990710379,101.786052358156,102.378651133691,107.943840082227,109.424839596239,109.583683923873,115.204584452873,117.064290067424,118.73
Prendas de vestir y calzado,5.77246360914413,5.72840700881993,5.840121959642,6.03680321108931,6.24344964594328,6.34782183004465,6.25393931268713,6.12124502837735,6.59380451518808,6.83401788362239,7.08944126883529,7.26252077010892,7.24363936996998,7.22947831986577,7.5850780224825,7.94120220843642,8.1693524601153,8.26533291082158,8.1620096933946,8.42582481200259,8.79506108138633,9.78371217199478,10.0244500237663,10.2950834257578,10.3338951927101,10.3517276261746,10.8221891796366,11.1830337156252,11.6540197524244,11.8029730201871,11.7080415361552,11.6314669689251,11.8695824040106,12.8346317444454,12.9898788122545,13.2862118977684,13.429395848822,13.3979268485905,13.853702868611,14.3178706220267,14.7154289916188,15.2514509622299,15.6128199815557,15.6972617988438,16.1514643688528,17.4883723953572,18.219502167404,18.4980028194534,18.3191540014707,18.4686317525706,18.9789540396592,19.8637574295035,20.4202342502651,20.6494334686183,20.3835204166616,20.2072940153648,20.6363213851885,21.5599365419851,22.2742828472417,22.4804047987585,22.1851206799189,22.0088942786221,22.7793603009584,23.4695803727041,23.7926621084149,23.958923326305,23.3557674885333,22.9786639690916,23.9919657765482,25.2690827026127,25.988149357904,26.7785457470536,26.6799428796613,26.7801191970652,29.1638959646065,31.3425997473055,32.7288092075061,33.2475232279898,32.8494403750604,32.7943696246552,34.6583834050385,37.1386651066233,38.0407764465949,38.7818714020484,38.6240019175533,39.5366029242688,43.6249505376868,46.2908993406379,48.5697794407407,49.5421715478962,48.9904150771693,48.9767785104023,50.8874713077958,55.2359626564614,57.1340678537622,58.9078705001483,60.1734487927946,61.2843045009689,64.246586389434,69.0199092412258,71.4671484925674,74.3675413472437,76.4848805794911,78.2487180424706,83.0414467777385,89.7878759440497,92.3977050299212,95.052115199454,97.0614108642397,98.5436007751466,104.782854554392,112.536291728114,116.27375998895,122.029964614641,125.251341271679,129.1
Prendas de vestir,5.62902760849565,5.57558264069639,5.70792256096123,5.93137342633148,6.12988330672874,6.24389923803383,6.11359531654229,5.9222114318516,6.51875907243004,6.73457494240039,7.0481187534894,7.24662863388666,7.18147667314089,7.16264368448782,7.53624945938933,7.94701221190366,8.18217007022041,8.26411902084595,8.14552209230092,8.39035094479087,8.80569469454514,9.90360703304999,10.1285848975002,10.3835937438567,10.3810487453901,10.3632337561236,10.8355854715305,11.2494022222048,11.7319339314781,11.8836158400893,11.7222629373049,11.5889050176534,11.8876878376359,13.0380271445534,13.1494980773919,13.3698949446022,13.5103788599602,13.4136689182282,13.8244316707425,14.2896573904428,14.6871861509306,15.0898049083517,15.4685006801865,15.5209276485991,15.9698653781129,17.4943194596252,18.2018290333488,18.5072288493446,18.2476390057482,18.4420768885988,19.008593547271,19.8418260452462,20.4908006542372,20.719850516234,20.3615147321323,20.0734209057096,20.4770576625174,21.568353005009,22.2997855643189,22.5242544290758,22.1058566811616,21.8676448246849,22.7838442726722,23.4516518703163,23.7814836715918,23.9321475808164,23.090771087748,22.6484503542474,23.8797206124038,25.238749793585,26.0724912912535,26.9143767840152,26.6374809508457,26.6247559585126,28.9722625441335,31.1283852450637,32.6370603360829,33.1450420300226,32.3342055185538,32.2553105660882,34.3651142949257,37.0964066493147,38.1546170117401,38.7476016544652,38.3129159163646,38.9751245173821,43.1677549913109,46.1606731880696,48.3687138577191,49.3139262882261,48.0750210346699,47.8520791689929,49.9191269235911,54.7968709847371,56.6969668399242,58.618440682231,59.8446209434541,60.6223724748567,63.6203806685487,68.2772188627911,70.9392872588876,73.6492016261569,75.3869265791729,77.0783325600963,82.1668024942793,90.0074337702778,92.673574163921,94.7523289114657,96.4987068592682,97.5798222078933,104.249245189548,112.732234078524,116.857676592934,122.465835214003,125.601273324893,129.46
Calzado,6.25947808581928,6.24678722618533,6.28774409136763,6.39850068453668,6.63270473050872,6.70365817300764,6.72961674953163,6.7930710477014,6.85364105959072,7.17610426574434,7.23840484940193,7.32551029507134,7.46164860750829,7.46395603653264,7.758730094394,7.93236412847673,8.13830216890042,8.28136276841043,8.22829190085027,8.55594682230869,8.77284515059807,9.3981584161983,9.69177875954749,10.013665108445,10.1913371433204,10.3297828847817,10.7918455469088,10.9787472978815,11.4125439544603,11.5509896959216,11.6784751495172,11.7915391717106,11.8255737498199,12.1757261042657,12.4774224492002,13.0271674142528,13.1788808726041,13.366359480833,13.9720595997262,14.4329685473411,14.8304231967863,15.8128111039055,16.1162380206082,16.3077546296296,16.7784701505981,17.4955037199164,18.3059881647211,18.4951973447183,18.5863407911803,18.5840333621559,18.9082271400778,19.9656064904885,20.2165393968872,20.4443980130422,20.4859317354806,20.6826400598069,21.1971967322381,21.5646548043666,22.2222720763078,22.3670632475861,22.4818578415478,22.5101238470961,22.7985524751405,23.5634651967142,23.8640078271365,24.0843672989624,24.2741533362156,24.1114795899986,24.400485075299,25.4082547016861,25.7457161964981,26.3664146040496,26.8613581297737,27.3366885087909,29.8448638582649,32.1026831585963,33.0833404939473,33.6388540315607,34.6148965088629,34.6402782281309,35.6878510051881,37.3353553285776,37.7178116893645,38.9534399319066,39.7177757962242,41.4662301394293,45.2129180177259,46.7935068994091,49.3114888222366,50.3746367452082,52.114438229572,52.7980140780372,54.1888169224672,56.7806365740741,58.6761895175818,59.9602737696354,61.3585757583946,63.5812067661046,66.4285741821588,71.5966383394581,73.3335555375414,76.8702673746217,80.2558426106067,82.2644595763078,86.0774860390546,89.1884772211414,91.6141619829947,96.1915243100591,99.0804254485517,101.901257430826,106.716284947399,112.048176565427,114.499819903805,120.7569905606,124.270628107436,128.09
"Vivienda, agua, electricidad, gas y otros combustibles",6.12922067678069,6.47018466419513,6.49349380800884,6.53035477962121,6.74772609751181,6.77157731443746,6.93419924802145,7.01117362991788,7.07568033023953,7.12609312965057,7.22312421668902,7.29467786746597,7.57438759323044,7.66979246093305,7.75327172017283,7.80802110447944,7.97172718428733,8.06279546709437,8.23138020490977,8.39617043094155,8.533857001376,9.05858377374035,9.64781724642635,10.1774226767982,10.4387019167565,11.2144085399521,11.3515530372746,11.5158011901945,11.7711176259213,11.8708590785195,11.9760212622372,12.1635785589707,12.3023492756291,12.45575596631,12.8758626280686,13.0840187030561,13.5133406077179,13.653737543712,13.9166430030062,14.2391765046144,14.4332386786913,14.5633362255585,14.8598502177933,16.6383920980903,17.3750694572257,21.1305519767921,22.9844420196496,23.9569211824819,24.2387992006941,21.9382409135926,22.1138726018633,24.0073339818929,24.7315436594536,24.9380735151053,25.5457374735975,26.861348916292,28.8133541924118,29.9820638217688,30.6276728980973,31.5199252403614,31.7221185111175,32.4766842829473,33.0843482414395,33.3510482125172,33.6302158651697,37.5781343394771,38.4270208327856,39.9068804283999,40.6609041271177,43.2905007931708,44.2575592248837,45.158484736939,45.6523133419224,48.0222569873531,49.5324726772364,52.3301120079931,53.4522033497226,54.5433965240712,56.6032743494685,60.3397843101167,63.1162827895074,66.0039062568471,68.9267644764634,71.2148550819902,71.8528751347514,73.3826054566648,74.4689199730059,75.1297070964689,75.6294985056837,77.2741483273298,78.0314244647192,79.5112840603336,80.1986327662819,81.6557252911945,82.1273288985881,82.8992410100001,83.6798262912033,85.5684090132253,86.3522467331002,87.4293460065382,88.8793915809955,91.29215900227,92.7356996993839,94.2627196557376,96.43263832286,98.4084948159055,101.772058475534,104.432553308969,106.153635439399,109.185992427629,112.325137818912,113.843484605474,117.167476927931,118.90753161728,120.546760707806,123.7
Alquiler de la vivienda,8.74672587096257,8.81853151981659,8.90070909572731,9.12968933151735,9.21745179122782,9.27728983193951,9.34590411862224,9.47355860547383,9.61318070046776,9.7496114332904,9.95146509062448,10.1293835316739,10.3463961593216,10.5506433382841,10.7397315469331,10.8913212500693,11.0620591262333,11.2511473348823,11.4210873705034,11.647674084665,11.9005895367397,12.2428631296106,12.5245008412269,12.8595938692123,13.2138350702255,13.5202058386693,13.8185982016849,13.9997080049056,14.3004938895497,14.5542071821672,14.8310578505266,15.0951430702008,15.3592282898751,15.7110759692598,16.1634515570401,16.6022638555925,17.0386826325163,17.5341416096091,18.1133738436982,18.6862233534447,19.2702426307908,19.6595888156881,20.194939819922,20.8268295298374,21.3893071125272,21.9174775518757,22.4799551345655,23.1389714229368,23.7437345543963,24.3915810751681,24.9859722795708,25.5987138164585,26.2218272804028,26.7866983847211,27.4010356026944,28.0265425882672,28.6783783117531,29.3732974245515,30.1009279996056,30.8221758503171,31.47879861706,32.1537717162877,33.0704904999908,34.0095488188928,34.7922303914016,35.6467176127645,36.7605030105446,37.7617928917868,38.5492615075526,39.5050744778539,40.5909354566352,41.7701437789268,42.9182363200483,43.9458549392036,45.1737315346074,46.2827298891306,47.3350815651134,48.4265274276945,49.4932402334482,50.7913267966203,52.0471278110229,53.1976138737728,54.4262883097194,55.677302280865,56.8987961519262,58.1777345420706,59.4175787456167,60.7108782655319,62.2243817752661,63.5791150169786,65.1811788269661,66.4752761874241,67.9744185673875,69.2389958277611,70.4229911933096,71.8543171271331,73.8927997140445,76.2847256614262,78.8314326741155,81.8225368691569,84.9341149861644,87.8845293135219,90.3945356612413,92.9747519767291,95.5916689571868,98.3234749758109,100.966720694182,103.512629866328,105.668395013034,107.692516470175,109.868227630452,111.963356895904,115.034245145227,118.896591213031,123.431516858434,129.46
