IPCBA (base 2021 = 100) según principales aperturas.  Índice mensual empalmado con la serie anterior (base julio 2011 - junio 2012 = 100). Ciudad de Buenos Aires. Julio de 2012 / febrero de 2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Apertura,Índice1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,07/01/2012,08/01/2012,09/01/2012,10/01/2012,11/01/2012,12/01/2012,01/01/2013,02/01/2013,03/01/2013,04/01/2013,05/01/2013,06/01/2013,07/01/2013,08/01/2013,09/01/2013,10/01/2013,11/01/2013,12/01/2013,01/01/2014,02/01/2014,03/01/2014,04/01/2014,05/01/2014,06/01/2014,07/01/2014,08/01/2014,09/01/2014,10/01/2014,11/01/2014,12/01/2014,01/01/2015,02/01/2015,03/01/2015,04/01/2015,05/01/2015,06/01/2015,07/01/2015,08/01/2015,09/01/2015,10/01/2015,11/01/2015,12/01/2015,01/01/2016,02/01/2016,03/01/2016,04/01/2016,05/01/2016,06/01/2016,07/01/2016,08/01/2016,09/01/2016,10/01/2016,11/01/2016,12/01/2016,01/01/2017,02/01/2017,03/01/2017,04/01/2017,05/01/2017,06/01/2017,07/01/2017,08/01/2017,09/01/2017,10/01/2017,11/01/2017,12/01/2017,01/01/2018,02/01/2018,03/01/2018,04/01/2018,05/01/2018,06/01/2018,07/01/2018,08/01/2018,09/01/2018,10/01/2018,11/01/2018,12/01/2018,01/01/2019,02/01/2019,03/01/2019,04/01/2019,05/01/2019,06/01/2019,07/01/2019,08/01/2019,09/01/2019,10/01/2019,11/01/2019,12/01/2019,01/01/2020,02/01/2020,03/01/2020,04/01/2020,05/01/2020,06/01/2020,07/01/2020,08/01/2020,09/01/2020,10/01/2020,11/01/2020,12/01/2020,01/01/2021,02/01/2021,03/01/2021,04/01/2021,05/01/2021,06/01/2021,07/01/2021,08/01/2021,09/01/2021,10/01/2021,11/01/2021,12/01/2021,01/01/2022,02/01/2022
Mantenimiento y reparación de la vivienda,5.91475918683333,7.12369854259558,7.12109979075602,6.7780645479344,6.79833481228295,6.8814948711488,6.88305412225253,6.94334516493027,6.87058011342266,6.91112064211976,6.98128694178781,7.2104968540368,7.75051748629689,8.07172321366623,8.3180848880563,8.52182703227762,8.88981029275899,9.24999729772169,9.5701635243552,10.5764002366319,10.9641340110939,11.4547783584024,11.8092481093181,12.2364829117414,12.2868986974288,13.2156926048867,13.5982288756696,14.2068565564941,14.6990601549063,14.941783576721,15.2359622849589,15.9942780717418,16.5883527422647,16.8742154446161,16.9028017148512,17.0836748428844,17.1793089105802,17.2208889400131,17.4142360768762,17.7078950347462,18.1559198518859,18.4568553149067,19.2614288844338,19.5275410728045,20.1366885039968,20.4844015001296,21.1231747022929,21.3279563472501,21.3783721329375,21.5701600186968,21.7349208853248,22.0166255847329,22.3102845426029,22.3970828540441,22.7084133244231,23.1881429140055,23.8284753672725,24.3950032682961,24.7661050309849,25.2463543709352,25.3851277191676,25.7848157520915,26.1725495265535,26.334191890974,26.6127780881746,26.904358044573,27.1018631843794,27.5010314669354,28.1689106897018,28.825875154742,29.3903240542939,30.511945348247,31.4209887417243,32.3269136329941,34.98335776339,36.5743136395672,37.3232739197277,38.5769118071304,39.3030030711028,39.9516515302564,41.3341875089011,42.192815116691,43.3180746632195,44.6070555756401,45.3648516120551,47.6268052132061,51.1808582289852,51.8742052197792,53.2203586726701,54.6553894384739,56.0909399546456,56.8502952421643,57.6928105885489,58.9059079472545,59.596136435841,60.7110009750112,62.2349090537279,65.0743053136286,66.4090242584255,68.3165081086608,71.9214966604953,76.564946447417,79.7546544552901,81.8404126817191,86.840930971396,90.1678530763978,93.9776232731894,97.669929886833,102.989574902408,105.554023217683,111.142898923836,116.532710239079,123.970857754261,129.378340582012,133.446426711656,142.33
Suministro de agua y otros servicios relacionados con la vivienda,6.41387179463872,6.90392042613921,6.90946396269464,6.82132173146322,6.94272518202725,6.94549695030497,7.32134872876349,7.32800097263001,7.4144801428948,7.44552394760524,7.54475325194753,7.55694903236949,8.00486678604867,8.03313882248139,8.06473698084737,8.05697602966976,8.28093490650935,8.30310905273109,8.54591595385916,8.5680901000809,8.66011280690113,8.96500731745007,10.2062051522121,10.6286226377362,11.0571380134714,11.8831249602313,11.9474299842743,12.103203361482,12.4452395669524,12.4757290180073,12.4929139813291,12.6148717855487,12.6536765414368,12.6647636145476,13.4452935615529,13.5589360609394,14.3511074347111,14.3760533492105,14.6260668478607,15.0046903945969,15.0113426384634,15.0168861750189,15.2214426739144,15.2330841006808,16.6145334102953,19.4029322976793,23.6370855187209,25.6665742516657,25.9642621646926,26.345103126051,26.3661685649617,26.4132886256829,26.7514443555644,26.8900327694503,27.9804464099045,28.1312306042123,30.0415333012153,29.7571498759215,30.8475635163756,32.5610706656607,32.5932231776822,34.0007271091073,34.8710623483106,34.8998887383989,35.0357053840071,35.1460217614602,36.556297461163,36.9033228495332,38.160596940306,38.3984146585341,40.7483198043832,42.2888686131387,42.5699259164993,43.2506722055067,45.6809586314096,46.106702238867,46.4603798711038,48.2548226540982,51.2217234185672,53.5505631255056,55.993599685486,59.775400323604,63.5777120469771,66.1471412404214,66.7951806637518,69.3524140767741,70.4760889365609,71.1590526401905,71.3924355291744,73.8548744670988,74.4025758787758,77.1876486442265,77.767502567925,80.402899846379,80.6712070156621,81.4484108407341,81.746098753761,84.3548870567489,84.3709633127596,84.71299951823,85.3283320758833,88.4842674368927,89.7792375762424,91.5115927498159,94.173599003736,95.6675821054258,98.7143097962931,100.264282617193,101.993311668833,107.87001477125,113.187375035224,114.413605321286,119.142242003072,119.755357146104,120.001490169165,121.97
Suministro de agua,3.85243387440086,3.85243387440086,3.85243387440086,3.85243387440086,3.85243387440086,3.85243387440086,3.85243387440086,3.85243387440086,3.85243387440086,3.85243387440086,3.85243387440086,3.85243387440086,3.85243387440086,3.85243387440086,3.85243387440086,3.85243387440086,3.85243387440086,3.85243387440086,3.85243387440086,3.85243387440086,3.85243387440086,3.85243387440086,7.05019565803375,8.97083564415334,8.97083564415334,10.8905461384261,10.8905461384261,10.8905461384261,10.8905461384261,10.8905461384261,10.8905461384261,10.8905461384261,10.8905461384261,10.8905461384261,10.8905461384261,10.8905461384261,10.8905461384261,10.8905461384261,10.8905461384261,10.8905461384261,10.8905461384261,10.8905461384261,10.8905461384261,10.8905461384261,10.8905461384261,22.5723996691009,37.7748584848663,41.6883289905409,41.6883289905409,41.6883289905409,41.6883289905409,41.6883289905409,41.6883289905409,41.6883289905409,41.6883289905409,41.6883289905409,41.6883289905409,41.6883289905409,46.5557679616554,51.2766570515899,51.2766570515899,51.2766570515899,51.2766570515899,51.2766570515899,51.2766570515899,51.2766570515899,51.2766570515899,51.2766570515899,51.2766570515899,51.2766570515899,56.6745260366158,62.1213482589068,62.4534866788327,62.7921315416862,63.1239601309964,63.4626049938499,63.7947434137757,64.1333882766291,74.2406826188123,78.7400428185911,78.7400428185911,83.1480029867671,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
Gastos comunes por la vivienda,6.97498360098151,7.58841665654381,7.59511751415175,7.48546711693107,7.63654099754622,7.64019601078691,8.11047438108889,8.11900274531717,8.22743480479094,8.26520327494473,8.3900828940016,8.40531211583781,8.96513831053667,9.00107927407012,9.0400660819708,9.03031937999563,9.31114623065523,9.3385588299604,9.64253409781103,9.67055586598965,9.7850796141979,10.1664193289765,10.8492976361119,10.8547801559729,11.3908487646073,11.9025506183037,11.9823517407254,12.1772857802289,12.6049223293895,12.6432999684167,12.6646208789874,12.8175222662229,12.8662557760987,12.880266660188,13.856155195452,13.9987007118389,14.9892093000656,15.0208860814849,15.3327805446904,15.8073230971065,15.8158514613348,15.8225523189427,16.0784032457909,16.0930232987537,17.8206262238527,18.1306931804378,19.2905507154831,20.7641302203542,21.1369415709045,21.613311629941,21.6395058914992,21.6985952722237,22.1219676392702,22.2955807682029,23.6589007069799,23.8477430577488,26.2369033794125,25.8817579261923,25.9213539029664,26.7802820145283,26.8204871601759,28.5809852044411,29.669569981293,29.7061201136999,29.8754690605184,30.0137503947912,31.7779034522971,32.2122408590656,33.7851148903088,34.0823893005515,35.5535321299288,35.9988345764194,36.2595588542552,37.0191924394451,39.9693972935546,40.4092172201842,40.7613168290372,42.9147287966765,43.8759972789777,45.564613396176,48.6208136342654,52.1521655936445,52.3233420470834,55.5379261922694,56.3481207939554,59.5474757173052,60.9528283083501,61.8074922377979,62.0992841281796,65.1792419523335,65.8651661038361,69.3490028910862,70.074523019363,73.370735793591,73.706387842861,74.6786213648842,75.0514327154345,78.3147503704963,78.3348529433201,78.7624894924807,79.5324789485192,83.4805024173368,85.1002824518355,87.267705303564,90.5974223658317,92.4663524695707,96.2779221107359,98.2169066349214,100.379456135662,107.730906100435,114.383030198489,115.916917421831,121.832556351886,122.599499963558,122.907130244649,125.37
"Electricidad, gas y otros combustibles",2.94254187674409,3.00885123163971,3.00885123163971,3.16331604672602,3.66629049451956,3.66629049451956,3.66372036448484,3.788114658165,3.79505400925873,3.79505400925873,3.79505400925873,3.79505400925873,3.79505400925873,3.80096530833857,3.80096530833857,3.80096530833857,3.79659608727956,3.79659608727956,3.79968024332122,3.81175985448437,3.81484401052603,4.75731069425566,4.76913329241535,5.59825724161409,5.59825724161409,6.59855185112479,6.59983691614215,6.59983691614215,6.59983691614215,6.59983691614215,6.59983691614215,6.60549120221852,6.60549120221852,6.71574978070775,6.71574978070775,6.83526082732195,6.84271420442262,6.84271420442262,6.84271420442262,6.84836849049899,6.84836849049899,6.84836849049899,6.86430329671422,12.3371381926343,12.3420214397002,20.9935931625546,21.0372853731447,21.0372853731447,21.0617016084745,11.9852873908819,11.9852873908819,17.8197395826862,19.2199464255984,19.2199464255984,19.2199464255984,22.8461428915764,26.2482240185274,29.860027756311,29.8690232114325,29.8690232114325,29.8978086678213,29.8978086678213,29.8978086678213,29.8978086678213,29.8978086678213,42.5168901252637,42.5168901252637,46.1436006172487,46.1549091894014,53.8493644873283,52.9086968946229,52.5545329758393,52.5748370031136,58.6398298590317,58.6583347952817,66.2425315147193,68.4698062028025,68.4698062028025,70.4385258093934,78.8618699851652,83.6207227574417,87.2410079243398,90.7998669834083,93.7413808081386,93.7539744453087,93.7539744453087,93.7539744453087,93.7539744453087,93.3938992274452,94.1212460272693,94.1212460272693,94.1212460272693,94.1212460272693,94.1212460272693,94.1212460272693,94.1212460272693,94.1212460272693,94.1212460272693,94.1212460272693,94.1212460272693,94.3823712387962,94.3823712387962,94.3823712387962,94.3823712387962,94.3823712387962,95.7121565187573,99.6770961233106,103.338503370764,103.338503370764,103.338503370764,103.338503370764,103.338503370764,103.369087918177,103.388106880434,103.388106880434,103.43
Electricidad,3.38751483358374,3.52818604440596,3.52818604440596,3.85544401719196,4.41929868343986,4.41929868343986,4.41929868343986,4.57722478290764,4.57722478290764,4.57722478290764,4.57722478290764,4.57722478290764,4.57722478290764,4.57722478290764,4.57722478290764,4.57722478290764,4.57722478290764,4.57722478290764,4.57722478290764,4.57722478290764,4.57722478290764,4.57722478290764,4.57722478290764,4.57722478290764,4.57722478290764,4.57722478290764,4.57722478290764,4.57722478290764,4.57722478290764,4.57722478290764,4.57722478290764,4.57722478290764,4.57722478290764,4.57722478290764,4.57722478290764,4.57722478290764,4.57722478290764,4.57722478290764,4.57722478290764,4.57722478290764,4.57722478290764,4.57722478290764,4.57722478290764,16.169292939582,16.169292939582,16.169292939582,16.169292939582,16.169292939582,16.169292939582,16.169292939582,16.169292939582,16.169292939582,16.169292939582,16.169292939582,16.169292939582,23.8500580327711,31.0558750045979,31.0558750045979,31.0558750045979,31.0558750045979,31.0558750045979,31.0558750045979,31.0558750045979,31.0558750045979,31.0558750045979,44.3485732879484,44.3485732879484,52.029923292617,52.029923292617,52.029923292617,52.029923292617,52.029923292617,52.029923292617,64.8476734546051,64.8476734546051,64.8476734546051,64.8476734546051,64.8476734546051,64.8476734546051,82.6225484054428,92.7023279318433,92.7023279318433,92.7023279318433,92.7023279318433,92.7023279318433,92.7023279318433,92.7023279318433,92.7023279318433,92.7023279318433,92.7023279318433,92.7023279318433,92.7023279318433,92.7023279318433,92.7023279318433,92.7023279318433,92.7023279318433,92.7023279318433,92.7023279318433,92.7023279318433,92.7023279318433,92.7023279318433,92.7023279318433,92.7023279318433,92.7023279318433,92.7023279318433,94.9618409771915,103.36,103.36,103.36,103.36,103.36,103.36,103.36,103.36,103.36,103.36
Gas,2.54491041182259,2.54491041182259,2.54491041182259,2.54491041182259,2.99313734967039,2.99313734967039,2.98863029147182,3.082602454912,3.09612362950771,3.09612362950771,3.09612362950771,3.09612362950771,3.09612362950771,3.10739127500414,3.10739127500414,3.10739127500414,3.09882786442685,3.09882786442685,3.10468704008499,3.12789838980763,3.13375756546577,4.91922867082931,4.9413132560023,6.5122483911139,6.5122483911139,8.40791706943247,8.41039595144168,8.41039595144168,8.41039595144168,8.41039595144168,8.41039595144168,8.42098753820832,8.42098753820832,8.62988968571205,8.62988968571205,8.85614400728026,8.87056659351569,8.87056659351569,8.87056659351569,8.88070747446247,8.88070747446247,8.88070747446247,8.91113011730282,8.91113011730282,8.92082029242975,25.3123149018993,25.3950194198431,25.3950194198431,25.4412167663784,8.24498691555416,8.24498691555416,19.2989978533671,21.9520776619554,21.9520776619554,21.9520776619554,21.9520776619554,21.9520776619554,28.7953694777543,28.8127216518188,28.8127216518188,28.8672570560215,28.8672570560215,28.8672570560215,28.8672570560215,28.8672570560215,40.8857784483284,40.8857784483284,40.8857784483284,40.9071869747716,55.4857174238664,53.7036266121518,53.0327509992946,53.0710609939825,53.0969765786242,53.1319062796632,67.5015345812542,71.7210424667555,71.7210424667555,75.451309184802,75.5114784117529,75.5114784117529,82.3705449312468,89.1133293492176,94.6865321646594,94.7104195731118,94.7104195731118,94.7104195731118,94.7104195731118,94.0280509618483,95.4060840060611,95.4060840060611,95.4060840060611,95.4060840060611,95.4060840060611,95.4060840060611,95.4060840060611,95.4060840060611,95.4060840060611,95.4060840060611,95.4060840060611,95.9009589962641,95.9009589962641,95.9009589962641,95.9009589962641,95.9009589962641,96.3994396330259,96.3994396330259,103.336703612265,103.336703612265,103.336703612265,103.336703612265,103.336703612265,103.394844663027,103.430675775705,103.430675775705,103.51
Equipamiento y mantenimiento del hogar,7.16316864784547,7.21972511144131,7.37054234769688,7.43099925705795,7.90425334323923,8.23969167904903,8.31900074294205,8.35995542347697,8.36580609212481,8.84751114413076,8.92747028231798,8.94632243684993,9.0587852897474,9.41307578008915,9.52423848439821,9.599647102526,9.77581723625557,10.0475482912333,10.2614227340267,10.9459509658247,11.4822622585438,11.7175891530461,12.0179234769688,12.1719910846954,12.4976783060921,12.7408060921248,13.3102711738484,13.5891530460624,13.7601225854383,13.8680349182764,13.9668462109955,14.2158246656761,14.3256872213967,15.0251671619614,15.3502043090639,15.4496656760773,15.5159732540862,15.9170690936107,16.0841381872214,16.466381872214,17.0885029717682,17.9238484398217,18.6993870728083,19.5438335809807,19.9910846953938,20.5481983655275,21.1950222882615,21.7293833580981,22.0362184249629,22.2234398216939,22.5133729569094,22.721396731055,23.0873885586924,23.3077637444279,23.9246842496285,24.1223068350669,24.6566679049034,25.1773774145617,25.736441307578,25.8684063893016,26.6640973254086,26.8916233283804,27.1854569093611,27.4272845468053,27.7165676077266,28.2509286775631,28.5278603268945,29.4542161961367,29.9313707280832,30.2778603268945,31.2932763744428,32.3288447251114,33.1635401188707,34.2979197622585,37.2024517087667,39.222882615156,40.354661961367,40.9026745913819,41.7568722139673,42.2730312035661,42.9874628528975,44.7647659732541,46.0057578008915,46.8177005943536,48.0931463595839,50.6479383358098,54.2994056463596,55.4532875185735,58.0964895988113,59.1366084695394,61.6783989598811,62.8459323922734,63.8925520059435,65.0951894502229,66.1307578008915,67.9854197622585,69.743220653789,72.1679977711738,73.8945950965825,76.1672548291233,79.3181649331352,80.9797548291233,83.2654160475483,86.3617199108469,88.0727154531946,91.8639487369985,94.7385772659733,98.3776931649331,101.593610698366,106.928120356612,112.945208023774,116.092867756315,119.026002971768,124.913075780089,128.514487369985,136.5
"Muebles, accesorios y alfombras",5.78360432939589,5.85603306070199,6.17394172026032,6.20505204780119,6.43206021907602,6.43594901001863,6.62406927186736,6.68531772921346,6.81705052239435,6.95753309519612,7.0853770974344,7.28321933663966,7.3731476271875,7.68668139693539,7.73577738258583,7.88646803161195,7.99729857347632,8.18687713192853,8.37694178924857,9.02782817326782,9.58830016787141,9.96648508704017,10.2766161647133,10.5818862537081,10.6348710303012,10.6761894340664,10.9707653479691,11.289646205263,11.407282131277,11.6172768421779,11.6819279915988,11.6940804632944,11.8428267168492,12.1626797718789,12.3449668473137,12.7163463823329,12.9943949347295,13.3599412833347,13.6540310983696,13.8810392696444,14.1464492514775,14.7414342656967,15.7826580405804,16.5297920004293,16.9113796116728,17.0207518569337,17.2482461270764,17.6205978598312,18.1139882106748,18.2982196815809,18.4873121411653,18.7954988233671,18.7852907471427,19.142573414995,19.732697440536,20.2338653732648,20.3865004177622,20.5809399648926,21.1632864085484,21.0738442168684,21.3582120545467,21.6698014288233,21.9570858597086,22.3056187479399,22.5545013682669,22.9287974964931,23.3239958760358,23.8139835348046,24.4079963512882,24.9407607104257,25.7481709298849,26.6926610300712,27.7946471634332,28.2753989437133,31.2892119242356,32.5229308507784,32.8452144001472,33.172845037062,33.7858157093908,33.7401224158152,34.2485818315613,34.9383561250067,35.482786856972,36.0656193994956,36.6212304054209,38.6356241136926,43.8276461209441,44.294787132925,46.5366751113394,47.7183814590248,48.0212210536805,48.998765876879,50.0006156434687,51.1050322711698,51.9250810611926,54.1659968418713,56.3660803176526,60.5970848632116,64.3060192247254,68.0708549560392,74.1013975102908,77.1730562560844,80.1465230305771,84.2671831331397,84.5695366289275,87.6256402109508,91.7856743218072,93.8384698406371,99.3070821036817,101.271407628567,106.641341821443,110.48589776708,112.668967782488,115.377996772883,121.183961650199,126.83
Artículos textiles para el hogar,4.78630795002586,4.82627711871084,5.02699185710713,5.17687623967579,5.27028244910264,5.35934418367242,5.36759868590084,5.52269643829797,5.65954739629545,5.73166567892269,5.93107707486186,6.04620565857402,6.25691268914155,6.30904638742631,6.42765055102411,6.61098738999215,6.72915710610426,6.8429823473593,7.14579224489656,7.80267684328443,7.97949696996687,8.23886211893351,8.45217583441528,8.62725817115491,8.76410912915238,8.98828403177681,9.13208614954558,9.38406569125521,9.65429202736451,9.80808643730452,10.0053255958152,10.0678860337569,10.3785159860368,10.6556934819174,10.9706679090545,11.3060613680197,11.5185061885301,11.8460795927526,12.0263752993207,12.4404037531987,12.8796301612478,13.5738772434064,14.2516153211081,14.7286386604136,15.0518675897791,15.2777802823463,15.457207093943,15.8221429819363,15.8230118769077,16.0780325510173,16.3161097731843,16.5646137350083,16.7748863180901,16.989503376029,17.0433748642566,17.0433748642566,17.4204752818496,17.5655807420755,17.5547195549328,17.4461076835063,17.7250229693297,17.8553572150416,17.9839536708106,18.1764139069785,18.6864552551976,18.7333755836539,19.1426251151892,19.5505713042674,19.9871910274022,20.3351834634529,20.8717261083001,21.8283794718253,22.9983465508323,23.5070845565943,26.6338031112222,27.9171609839985,28.2886135842774,28.7395700744405,29.0410766295206,29.4007991476854,30.6116042903488,31.7303065660424,32.6734920575107,33.397716016183,34.1571302211976,37.827342580444,41.9589381695106,42.709663424811,44.9579291633409,45.2138187324219,46.9463953054184,47.7197118299756,48.9995941228662,50.5053891083241,52.3174695712049,56.1566820023911,59.3194596983327,63.3915359818575,68.3955021222222,73.8877872365207,76.8281278197807,79.1810954023658,83.5742283778275,87.3196001521012,89.6682232598292,95.2365366841263,95.5710612481201,98.3389261795547,100.800505633566,104.22004179356,106.618191914659,110.523874811158,116.14736306614,118.961713878545,123.158476590468,126.82
Electrodomésticos,5.50409354621863,5.58273094329767,5.73056924980625,5.81707038659319,5.98273316977303,6.08548603528963,6.14734745432514,6.06451606273522,6.08129204077875,6.09492252293912,6.1913843966894,6.28312802661494,6.43149058243739,6.65639353808343,6.8440747924454,6.84879303627014,6.99138884964012,7.18064285194367,7.55548111135374,8.29729389046597,8.68995662654729,8.91590808082105,9.14028678715324,9.25929138139951,9.59952918609481,10.0257438782632,10.2957322749012,10.4975682607374,10.8524850462208,10.9253557008473,10.9541894131097,11.0700485114728,11.1827621139527,11.331648919089,11.6792262141784,12.0089790325965,12.100722662522,12.2092422704911,12.3759535522986,12.7172398556216,13.1644245203444,13.8784520858221,14.4876297885277,15.1057197295689,15.3211861975654,15.7778073499377,15.799301571806,16.2837079378128,16.5882967891656,16.6076940137785,16.7869872791187,16.9337770869995,17.2158232178563,17.2000957384405,17.4218531982034,16.6753221752664,17.1004883688071,17.3877769928025,17.517266573326,17.7400725317166,17.8784743505757,18.3628807165825,18.8918482742675,19.1240907203076,19.4706195167692,19.6603977683866,20.0766517235916,20.2391690108883,20.544282111555,20.8210857492732,21.1974967566248,21.9340670425985,22.85097909254,23.8355193039695,27.101068280005,28.6324005257907,29.2761786832111,29.9991184870244,30.4421091572363,31.178155193896,32.5186606894367,34.370309265991,36.0311310923002,37.5582693435751,39.7574952152188,43.43667689989,47.236435926749,48.7625256793961,50.2267540130078,51.5263680620673,52.9911206449928,54.5691110797121,56.358898237231,55.8729191232825,58.3096299341049,62.9219753974473,67.2737689518011,70.9220199269545,74.2452363275145,78.0313648722131,81.0269254516105,82.9414839458281,84.4576129615119,87.0211921062885,89.082540408387,93.6744401484888,94.9609479647018,97.4553262000488,100.537387916233,103.906738256413,107.133492783223,109.145037400504,109.71751765124,113.136147426922,118.82477673162,122.44
"Cristalería, vajilla y utensilios para el hogar",5.1268838028169,5.14544185846788,5.31511551013398,5.42160340089316,5.55902138440399,5.62176528684301,5.78878778770182,5.95139170388183,6.19794872895912,6.33757600480934,6.49355204397114,6.61638869804191,6.85322483682583,6.99329397114394,7.17401408450704,7.30126932325661,7.46254766403298,7.69054663345929,7.96140587427001,8.91493644795603,9.71867700103057,9.94623411198901,10.0708381999313,10.1861632600481,10.4097436447956,10.715067846101,10.9519039848849,11.210391188595,11.3098093438681,11.4185065269667,11.6632961181724,11.9801086396427,12.0927825489523,12.2580376159395,12.4679203881828,12.6861984713157,12.8655930092752,13.1081733081415,13.3039166094126,13.3662186533837,13.6684498454139,13.8743558914462,14.4991437650292,14.7859099106836,15.2282102370319,15.4990694778427,15.9418116626589,16.2860194091378,16.4229955341807,16.4066467708691,16.3721818103744,16.6425991927173,16.9673651666094,17.1317365166609,17.3721075231879,17.4945023187908,17.8736168842322,18.2752662315356,18.362312349708,18.5235906904844,18.7913569220199,19.0569138612161,19.6538646513226,20.1138393163861,19.9503516832704,20.1443275506699,20.6856041738234,20.9370216420474,21.6510649261422,22.1052954311233,22.9222917382343,24.3742386636895,25.0206776021986,26.0692077464789,29.1829843696324,31.598182755067,32.4982484541395,32.2923424081072,32.6241781174854,33.5039183270354,33.8825910340089,35.1237714702851,36.4714397973205,37.6251322569564,37.8928984884919,40.2007252662315,46.2466746822398,47.2841583648231,49.9918670559945,50.7191660941257,52.6050180350395,53.8705006870491,54.9990072140158,56.8742545517005,56.8176966678118,59.5700330642391,61.1920954998283,65.2054959635864,67.1620452593611,70.6942618515974,75.1150558227413,78.9221083819993,81.5405616626589,85.9710765200962,89.520083734112,93.3231595671591,97.7682557540364,100.371685846788,103.45453237719,105.467639556853,109.430668155273,113.204139470972,119.002648144967,123.527720714531,127.060379165235,133.77
Herramientas y accesorios para la casa y el jardín,5.25101752051953,5.31252217311566,5.45402911818646,5.55761590150627,5.7139209584799,5.86606404648086,5.9502283079282,6.03439256937554,6.22491826012447,6.29613417365684,6.4001833979736,6.46400025555455,6.50284529929948,6.73082871080244,6.88019715282162,6.99719472505337,7.15627442800878,7.35558649770001,7.54102533748234,8.52371245602958,9.15401953489071,9.60721171191486,9.75981724091278,9.76999094284598,9.90826080093803,10.0160095532305,10.2291948528306,10.4026102266919,10.7027344337212,10.8595019316918,10.9875980878506,10.9154572923243,11.071762349298,11.1804359835844,11.3945461651784,11.5092315324254,11.4139686870509,11.5970953218484,11.8435763732299,12.0031185171823,12.348099500917,12.9464981509876,14.5275839196055,14.8776517543068,15.2906115645952,15.5236818270647,15.8302802080515,16.1378034710321,16.190521744686,16.5345778464267,16.7833711027931,16.973896793542,17.1699717762545,17.3914810137999,17.3554106160368,17.3433871501158,17.5903306424942,17.5376123688404,17.5191147289618,17.5727578846096,17.5491733937645,17.8793562655963,18.0684946333544,18.4925530275698,18.945282763597,19.2042497218965,19.3203224121343,19.7022986756261,20.0990730510207,20.5767746008839,21.3365651588948,22.1134660337933,23.1114137052404,24.1329458675325,28.6005883391961,30.8189178016295,32.2302877243619,33.0279984441237,33.3748291918463,33.555643621659,33.8192349899281,34.4661899446799,35.0747622966838,36.1309775337482,36.8459113150537,39.8712003171883,44.0493547247527,45.7317150717056,47.5227490529449,49.1288066353988,49.4515904512793,50.7538242987282,51.6430983358889,54.0103337993446,56.6027780283214,58.1029366224708,60.5538739063768,63.5121089639518,65.3734339767295,67.8451811054989,70.914864443342,72.5098234418689,74.0821228315445,78.5691878250804,81.1287987432729,85.2496104672139,90.0802691214937,93.2234805778539,97.6152827260154,102.584673679384,105.099427820871,107.811181827065,112.75375120261,115.992687945341,119.794877822375,123.05
Bienes y servicios para la conservación del hogar,8.65982505063881,8.70601078424221,8.78325244216515,8.82227142400251,9.59229908597655,10.1982877630833,10.2357141334171,10.2795109497652,10.1688244502674,11.0543164462499,11.0837797590659,10.9826489285895,11.0726314785409,11.5424518720928,11.6308418105407,11.6770275441441,11.8912337913737,12.2400157106546,12.3857396632309,12.9638576390253,13.507734467493,13.6510695028139,14.010203396868,14.1344270941461,14.5978770416837,14.8550837995096,15.7334090437261,16.0320237006447,16.1315619196176,16.196062685512,16.298786127492,16.7248097046958,16.7877178590866,17.9750097349949,18.3588291073543,18.2330127985726,18.2027531800048,18.7561856774939,18.8533349792114,19.3542112970829,20.2341291528029,21.2812712163974,21.8968155625256,22.9853655252128,23.5356127996948,24.3796968965846,25.4889508088182,26.1466993597908,26.454073379979,26.6873909652514,27.0879327583982,27.2623237180386,27.8237192730456,28.0729629733536,28.9982702569253,29.4601275929594,30.2245811146709,31.0543317080287,31.9183234487131,32.1261592499285,33.5300462903217,33.616843617266,33.8127348322046,33.9632366192916,34.2419436324156,35.0557681107377,35.2070662035764,36.7240286607228,37.1834970795015,37.4391112258238,38.8135349534011,39.9371223691667,40.5717780533377,42.0377769423699,44.3821010756187,46.7757961654781,48.3930931473491,48.9958966014487,50.2293742109604,50.8759744814081,51.4652407377274,53.8223057630048,55.2246001918944,55.7708659376175,57.1755492837625,59.2762038569657,61.7423627702373,62.9495622899401,66.184952559434,67.0672593324094,71.1658450368359,72.2169686291893,72.9607182013545,74.4721065182384,74.8830002861584,75.2946903598301,75.6808986494448,76.4756117897241,76.4565004516813,77.0513408482631,78.9250482822082,79.5931488079541,81.6412472015396,83.9927380865545,85.6426836042486,89.0341498010919,91.6563846417129,96.3952001705728,98.5969855742525,106.250280154638,114.28181996712,117.337245136711,120.379133108521,128.870937645534,130.67377386757,141.92
