"fecha","ripte_priv","ist_nom_priv","ist_nom_pub","haber_minimo","sipa_prom_priv","sipa_med_priv"
2012-12-01,6985.82,NA,NA,1879.67,10426.35,8454.58
2013-01-01,7063.81,NA,NA,1879.67,7722.74,5890.8
2013-02-01,7300.21,NA,NA,1879.67,7426.73,5818.99
2013-03-01,7490.7,NA,NA,2165,7840.12,5869.75
2013-04-01,7634.27,NA,NA,2165,7730.75,5983
2013-05-01,7896.3,NA,NA,2165,8037.64,6500
2013-06-01,7985.95,NA,NA,2165,11545.88,9360.43
2013-07-01,8176.79,NA,NA,2165,8365.09,6728.92
2013-08-01,8255.89,NA,NA,2165,8291.44,6767.94
2013-09-01,8439.6,NA,NA,2477,8459.22,6810.9
2013-10-01,8626.56,NA,NA,2477,8638.46,6899.5
2013-11-01,8666.72,NA,NA,2477,8786.8,7154.93
2013-12-01,8743.73,NA,NA,2477,13174.71,10668.4
2014-01-01,8785.03,NA,NA,2477,9713.2,7411
2014-02-01,9249.21,NA,NA,2477,9428.09,7380.13
2014-03-01,9634.75,NA,NA,2757,10097.4,7579.12
2014-04-01,10156.89,NA,NA,2757,10327.23,8219.33
2014-05-01,10295,NA,NA,2757,10398.99,8486.74
2014-06-01,10394.2,NA,NA,2757,15007.04,12175.5
2014-07-01,10894.91,NA,NA,2757,11094.08,9156.57
2014-08-01,10946.2,NA,NA,2757,11002.19,8914.36
2014-09-01,11393.26,NA,NA,3231.63,11382.62,9301.8
2014-10-01,11730.67,NA,NA,3231.63,11734.64,9528.8
2014-11-01,11709.66,NA,NA,3231.63,11850.1,9664.3
2014-12-01,11953.5,NA,NA,3231.63,17751.6,14302.11
2015-01-01,11997.96,NA,NA,3231.63,13089.84,9826.7
2015-02-01,12410.76,NA,NA,3231.63,12694.8,9808.24
2015-03-01,12869.99,NA,NA,3821.71,13338.17,9889.76
2015-04-01,13077.29,NA,NA,3821.71,13093.16,10051.69
2015-05-01,13556.91,NA,NA,3821.71,13454.92,10884.99
2015-06-01,14104.4,NA,NA,3821.71,20156.66,16196.68
2015-07-01,14535.78,NA,NA,3821.71,14583.64,11955.24
2015-08-01,14598.39,NA,NA,3821.71,14434.43,11565.12
2015-09-01,14983.39,NA,NA,4299,14957.68,12237.17
2015-10-01,15202.43,73.97,75.24,4299,15013.59,11810.7
2015-11-01,15526.15,75.95,76.28,4299,15303.76,12307.97
2015-12-01,15800.97,77.36,77.18,4299,23203.6,18553.23
2016-01-01,15822.89,78.93,77.46,4299,16866.1045788261,12687.98
2016-02-01,16520.52,80.04,78.36,4299,16779.2603814253,12877.37
2016-03-01,16977.26,80.8,83.8,4958.8965,17576.2936972755,13233.78
2016-04-01,17691.29,85.92,84.26,4958.8965,17798.7813043871,14231.13
2016-05-01,18042.71,88.74,87.11,4958.8965,18128.7041280747,14824
2016-06-01,18277.57,90.15,89.28,4958.8965,26326.3154033417,21632.065
2016-07-01,18988.44,93.35,94.66,4958.8965,19147.2234279195,15302.69
2016-08-01,19216.78,95.05,98.73,4958.8965,19304.5498928571,15460.705
2016-09-01,19666.45,96.63,99.46,5661.08,19538.6578233039,15483.91
2016-10-01,20069.28,100,100,5661.08,20209.0472180034,16239.88
2016-11-01,20422.65,101.8,101.22,5661.08,20679.6363315883,16565.86
2016-12-01,20690.14,102.89,102.37,5661.08,31181.9208812284,24811.37
2017-01-01,21048.21,106.34,102.68,5661.08,23149.70403281,17632
2017-02-01,21483.03,107.69,103.08,5661.08,22287.3029736933,17391.31
2017-03-01,22285.48,109.26,107.24,6394.85,23420.1537353001,17628.12
2017-04-01,22650.53,112.93,110.81,6394.85,23056.485262773,18425.48
2017-05-01,23029.98,115.18,112.28,6394.85,23275.4278715011,18878.45
2017-06-01,23469.98,117.23,115.3,6394.85,34215.9775440487,27812.88
2017-07-01,24489.17,122.8,118.49,6394.85,24880.928445936,20405.15
2017-08-01,24700.42,124.55,121.54,6394.85,24911.7823464488,20509.6
2017-09-01,25136.35,126,123.89,7246.64,25118.4456976768,20557.35
2017-10-01,25843.46,128.23,126.03,7246.64,25836.7557187498,20945.31
2017-11-01,26177.83,130.04,127.32,7246.64,26075.6525365746,20991.61
2017-12-01,26301.42,131.01,127.94,7246.64,38563.6772187694,31028.67
2018-01-01,26929.81,133.25,128.45,7246.64,28795.1391885351,21865
2018-02-01,27440.22,134.31,129.32,7246.64,27724.8784111268,21737.86
2018-03-01,28072.31,136.23,132.97,7660.42,29174.5362506156,22049.94
2018-04-01,28858.05,141.01,135.01,7660.42,29146.4810434662,23121.05
2018-05-01,29338.79,144.47,137.16,7660.42,29453.3756588278,23687.66
2018-06-01,29598.12,146.47,138.97,8096.3,42512.1818873603,34649.31
2018-07-01,30283.84,149.94,143.01,8096.3,30591.8363716,24398.67
2018-08-01,30978.75,154.2,147.26,8096.3,31293.1704767186,25315.59
2018-09-01,31523.56,157.82,152.41,8637.13,32034.8954128736,25397.625
2018-10-01,33154.28,163.86,159.53,8637.13,33586.9637342944,26980.88
2018-11-01,33733.8,168.06,162.69,8637.13,35225.6423199058,28601.71
2018-12-01,34339.61,170.85,166.66,9309.1,51732.1689848101,41098.505
2019-01-01,35362.23,176.91,170.98,9309.1,39454.580717996,30357.74
2019-02-01,36733.68,181.76,175.37,9309.1,38365.9160412178,29558.08
2019-03-01,38884.43,188.26,184.99,10410.37,41439.2309759366,31011.74
2019-04-01,39658.15,193.47,188.65,10410.37,41133.9884265174,31686.865
2019-05-01,40911.09,201.66,193.23,10410.37,42462.1001613958,33383
2019-06-01,41584.2,206.99,197.23,11528.44,61343.2693799632,48913.31
2019-07-01,43290.96,215.86,209.52,11528.0365558853,45090.7249955464,35454.11
2019-08-01,44092.81,221.87,213.21,11528.0365558853,46149.9527027001,36145
2019-09-01,45485.23,227.72,220.8,12937.22,47494.7395457528,37476.24
2019-10-01,47834.32,236.31,227.45,12937.22,51085.4921643873,39623.51
2019-11-01,48591.6,242.85,231.39,12937.22,51307.7758865459,39828.43
2019-12-01,49574.33,246.54,238.13,14067.93,76103.151364061,59149.26
2020-01-01,53070.21,267.6,244.59,14067.93,59174.5535827162,44309.725
2020-02-01,56386.47,279.97,251.57,14067.93,59859.7726626043,45298.01
2020-03-01,56872.86,286.4,262.08,15892,61896.5807237875,46338.19
2020-04-01,56955.63,285.74,263.54,15892,57845.2590664807,44895.56
2020-05-01,57057.9,285.06,264.92,15892,57342.5383425233,45638.425
2020-06-01,58361.93,285.44,267.19,16864.05,85458.2237213109,68707.235
2020-07-01,60440.53,289.19,270.14,16864.05,60868.4162245381,47636.79
2020-08-01,60767.23,295.13,272.2,16864.05,61913.3480282837,48338.92
2020-09-01,61909.95,301.54,280.93,18128.85,64161.7459355721,49478.015
2020-10-01,64756.23,317.66,289.72,18128.85,68108.7294986123,53377.2
2020-11-01,65571.77,326.04,294.87,18128.85,69308.3232229269,53874.06
2020-12-01,66869.88,331.26,301.97,19035.2925,103375.197098243,80166.67
2021-01-01,68100.73,344.61,309.32,19035.2925,78852.7672044031,57813.05
2021-02-01,72293.4,362.33,321.14,19035.2925,79789.4179003671,60346.76
2021-03-01,75809.13,376.68,345.37,20571.44,85611.5070503111,62883.425
2021-04-01,80501.97,394.54,350.74,20571.44,86145.0894985626,65156.48
2021-05-01,81464.51,408.38,360.83,20571.44,86697.1219728285,68128.2
2021-06-01,84513.57,415.55,375.32,23064.7,127132.851173712,99971.26
2021-07-01,88274.02,437,397.93,23064.7,94460.7222163123,72268
2021-08-01,90340.08,451.64,410.82,23064.7,96663.9317740123,75189.1
2021-09-01,94157.71,467.91,438.07,25922,99916.2019081293,77319.7
2021-10-01,97538.78,485.29,454.12,25922,104455.594291177,79281.93
2021-11-01,100590.14,507,466.54,25922,108278.847459119,83262.31
2021-12-01,102589.87,514.34,479.05,29062,160794.050040488,121726.16
2022-01-01,107358.35,538.17,493.03,29062,122700.731992731,89498.69
2022-02-01,112413.82,559.01,504.7,29062,123340.771117619,91635.01
2022-03-01,121220.45,589.31,565.82,32630,136935.148092183,98681.94
2022-04-01,128406.32,622.29,580.87,32630,138254.299956555,103832.32
2022-05-01,133595.77,665.66,619.44,32630,144485.418903392,111655.37
2022-06-01,141289.4,699.36,647.9,37524,211726.84241795,165158.01
2022-07-01,148811.85,737.01,695.34,37524,157052.747645041,119847.76
2022-08-01,155611.28,797.04,724.84,37524,167585.695762737,132656.83
2022-09-01,165421.01,843.4,780.81,43352.586288,179438.98010556,141428.1
2022-10-01,174436.9,888.1,827.5,43352.586288,189111.687054352,144779.58
2022-11-01,184210.25,953.34,874.76,43352.586288,203119.444926762,155238.02
2022-12-01,194175.11,996.62,955.04,50124.2602661856,317848.34373875,245866.42
2023-01-01,201580.26,1042.37,992.3,50124.2602661856,241706.316506623,171129.625
2023-02-01,218543.91,1114.31,1030.47,50124.2602661856,249422.728908128,180620.075
2023-03-01,239882.73,1202.08,1198.55,58665.43,276739.771457452,198161.45
2023-04-01,263481.22,1284.57,1247.39,58665.43,287934.524490784,218966.54
2023-05-01,279820.37,1389.24,1353.08,58665.43,303249.571012651,238171.285
2023-06-01,302562.69,1468.48,1434.49,70938,458848.379373342,356955.27
2023-07-01,324997.28,1626.81,1625.51,70938,352070.047441465,270081.59
2023-08-01,344057.43,1762.46,1723.25,70938,389265.254681643,312312.66
2023-09-01,376594.32,1995.58,1911.97,87459.76,431695.08966872,342176.65
2023-10-01,420706.55,2169.81,2086.82,87459.76,473146.301333146,365339.03
2023-11-01,447079.57,2385.55,2250.34,87459.76,521738.972751433,404394.81
2023-12-01,484298.4,2648.87,2374.02,105713,841141.560670552,647022.48
2024-01-01,555269.16,3178.28,2660.85,105713,756220.42,547920.4
2024-02-01,619007.05,3625.42,3062.83,105713,858706.94,618024.2
2024-03-01,705832.58,3987.49,3400.49,134445.7934,948558.53,681345.43
2024-04-01,819501.72,4464.6,3656.07,171283.31,1056040.39,786197.45
2024-05-01,879483.08,4807.34,3957.89,190141.6,1076243.57,826587.81
2024-06-01,933179.85,5129.04,4113.99,206931.1,1627774.73,1258840.14
2024-07-01,994681.38,5450.78,4390.43,215580.82,1219882.02,934748
2024-08-01,1032410.48,5725.38,4594.73,225454.42,1259287.39,969111.23
2024-09-01,1075145.08,5941.03,4774.83,234540.23,1304720.66,1e+06
2024-10-01,1146474.18,6175.77,4982.02,244320.56,1377016.8,1063668.82
2024-11-01,1178925.33,6378.33,5117.7,252798.48,1411221.7,1077032.6
2024-12-01,1202927.89,6556.47,5205.72,259598.76,2126399.66,1640493.32
2025-01-01,1234658.4,6707.3,5253.88,265907.01,1597652.37,1160615.17
2025-02-01,1310357.8,6862.13,5488.58,273086.5,1595766.62,1159755.49
2025-03-01,1363510.33,7010.54,5668.51,279121.71,1676933.44,1202429.89
2025-04-01,1402606.61,7187.95,5797.13,285820.63,1682470.3,1231190.59
2025-05-01,1428661.3,7329.99,5987.03,296481.74,1636412.74,1252643.49
2025-06-01,1468135.75,7457.02,6063.83,304723.93,2423360.07,1871281.36
2025-07-01,1510680.81,7619.01,6202.12,309294.79,1745113.96,1317518.58
2025-08-01,1530297.32,7789.94,6375.31,314305.37,1751316.99,1344440.59
2025-09-01,1551831.75,7896.9,6447.94,320277.17,1788882,1355602.14
2025-10-01,1593047.33,8061.11,6569.76,326298.38,1832053.92,1391747.46
2025-11-01,1611851.61,8232.68,6645.32,333085.39,1845030.04,1393622.02
2025-12-01,1633547,8441,6710.79,340879.59,2798896.7,2145000
2026-01-01,1646344.54,8620.98,6832.27,349299.32,2096955.1,1504021.34
2026-02-01,1734357.18,8755.26,6991.42,359254.35,2100894.76,1510851.5
2026-03-01,1775664.12,8935.48,7344.33,369600.88,2172295.78,1537634.48
2026-04-01,1837609.35,9292.93,7515.45,380319.31,2230849.53,1602236.89
2026-05-01,1849727.96,NA,NA,393174.1,2121005.10101334,1606772.98300058
2026-06-01,1915878.76,NA,NA,403317.99,NA,NA
2026-07-01,NA,NA,NA,411989.33,NA,NA
2026-08-01,NA,NA,NA,419775.93,NA,NA
